country,category,url,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Belarus,Europe,https://cdn.countryflags.com/thumbs/belarus/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",196475,197200,192350,189159,190905,194050,195202,190450,184445,176191,163960,158350,165410,173980,187180,181100,185780,192315,198370,206705,211935,215965,216450,214050,207516,201615,201900
Belgium,Europe,https://cdn.countryflags.com/thumbs/belgium/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",194200,212550,196300,194300,207100,179810,194000,174200,161400,152590,168909,169727,153515,173530,151870,148025,154600,138320,167373
Belize,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/belize/flag-button-round-250.png,240,250,260,280,320,360,360,370,370,420,450,480,520,540,580,620,715,815,918,1069,1116,1094,1126,1154,1155,1179,1198,1222,1262,1277,1312,1200,1200,1450,1250,1375,1581,1608,1766,1717,1763,1822,1600,1745,1472,1616,1805,2065,2098,2469,2163,1679,2187,2503,2589,3467,2884,3063
Benin,Africa,https://cdn.countryflags.com/thumbs/benin/flag-button-round-250.png,3600,3600,3600,3600,3780,3780,3960,4140,4320,4680,4860,5040,5220,5580,5760,6120,6480,6480,7380,7920,8280,9360,11520,12960,15120,12240,10800,9360,7920,6930,3050,3100,3250,3300,3400,3750,3600,3700,3800,4500,8800,9150,10500,9900,10600,9850,10200,5400,5550,9851,10664,11552,12522,13573,14746,14882,15125,15355
Bhutan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/bhutan/flag-button-round-250.png,100,106,110,110,110,110,114,114,116,120,120,120,120,120,140,144,152,152,154,156,166,216,230,226,240,260,270,280,300,320,330,340,350,360,370,340,440,400,360,360,320,226,240,240,240,260,263,276,649,1107,2104,1750,2725,2700,3400,4305,5400,4000
Bolivia,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/bolivia/flag-button-round-250.png,8770,8690,9184,9184,9275,10800,11000,11200,11300,10211,11820,13811,11743,14372,16279,17700,16700,18100,18800,24200,24500,25000,25500,26000,26000,26400,28000,31000,43000,48000,51000,53000,54000,61000,68000,59000,50000,40013,41238,38935,38679,40635,48300,50881,56135,59315,62585,65380,70640,69790,70050,70250,70785,76179,90212,93000,115000,112125
Bosnia & H.,Europe,https://cdn.countryflags.com/thumbs/bosnia-and-herzegovina/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",16600,12800,10200,9700,8000,11100,18700,16800,18200,16800,16600,17000,15640,17619,17000,20340,26200,23600,20820,18300,20450,21060,21060,21650,22950,22180,22000
Botswana,Africa,https://cdn.countryflags.com/thumbs/botswana/flag-button-round-250.png,192,220,248,276,304,332,361,381,310,387,215,443,432,468,540,585,630,702,666,756,936,1026,864,657,900,1050,1150,1650,1800,1950,2000,1450,1000,1850,2950,1300,1850,2300,2750,3200,3650,3850,4000,4100,4200,4730,5000,4500,4264,4500,4500,4600,4700,4500,3200,3800,2860,3670
Brazil,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/brazil/flag-button-round-250.png,219300,231360,245390,261420,272480,288520,293540,308595,325140,337536,358720,373750,393790,418735,509690,556017,561365,648054,740545,792430,792720,843210,800840,982185,1063667,1156356,1256347,1201859,1210262,1256301,1341019,1342950,1357757,1408625,1447350,1407572,1508977,1430539,1511000,1569464,1604143,1606500,1628752,1678332,1745529,1834564,1857817,1938802,2037205,2087400,2192774,2254784,2377002,2476218,2490690,2468688,2710993,2844013
Brunei,Asia & the Pacific,https://cdn.countryflags.com/thumbs/brunei/flag-button-round-250.png,250,270,290,321,354,473,540,640,710,810,980,1110,1215,1280,1360,1400,1500,1600,1700,2300,1360,1410,1740,2500,2395,2814,2900,3100,3150,2800,3300,3400,3550,3770,4050,4150,3750,4300,4500,4800,5000,5800,6000,5853,5703,6512,6300,6800,6847,7015,7088,7068,7039,7184,7453,7788,8350,8504
Bulgaria,Europe,https://cdn.countryflags.com/thumbs/bulgaria/flag-button-round-250.png,78700,74700,70400,75500,82500,84500,95095,91998,85665,91069,98351,95883,97740,98694,104144,103918,113934,125024,128525,136716,136643,139875,148716,152365,156310,160333,161097,154576,153401,138401,104961,92247,91498,98489,109892,97450,89123,95649,93446,83735,83929,92862,93171,97471,97546,100584,98821,94188,88839,89698,73906,72241,74225,74560,77051,80717,80702,78751
Burkina Faso,Africa,https://cdn.countryflags.com/thumbs/burkina-faso/flag-button-round-250.png,3654,3738,3801,3864,3948,4020,4095,4320,4630,4860,5120,5300,5460,5130,5400,5740,6032,6330,6944,7500,7900,9100,10500,11900,14000,14350,14700,15050,15050,30025,30849,31693,32560,33453,34370,35315,36281,37275,38300,39347,40425,41535,42672,43841,45045,46270,47530,52500,54250,57750,58800,59500,60025,52631,53000,52000,48000,60610
Burundi,Africa,https://cdn.countryflags.com/thumbs/burundi/flag-button-round-250.png,836,912,988,1102,1178,1254,1368,1482,1520,1710,1805,1900,1995,2090,2185,2660,2755,2850,2945,3040,3135,3230,3230,3325,3420,3515,3700,4000,4100,3350,3500,3650,3750,3650,3500,3400,3350,3500,3400,3000,3000,3000,3000,3200,3050,3060,3000,3100,3100,3000,3050,3100,3150,3161,2846,3114,2800,3338
Cambodia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/cambodia/flag-button-round-250.png,4220,4450,4660,4895,5000,5220,6040,6405,6960,7300,7650,7850,7950,8000,8100,8450,8600,7800,7400,7400,7700,8100,8650,9100,9550,10100,10125,10350,10975,11400,12040,12450,12800,13250,13490,13450,14100,14650,14950,14950,14950,16700,16500,17050,17035,17720,18115,18719,20372,21700,22175,22500,23000,24199,23000,22700,23500,22700
Cameroon,Africa,https://cdn.countryflags.com/thumbs/cameroon/flag-button-round-250.png,2320,2400,2800,3850,4000,4800,5600,6000,6800,6800,6800,6800,6850,6890,6900,7000,7200,7600,8000,8400,8800,9200,10600,8800,10000,11600,10800,11200,11600,12000,12000,12400,12600,13000,13000,13000,13000,13200,13000,13000,13200,13400,13400,13400,13400,14600,13500,13500,14900,14950,15000,15500,16000,15300,15600,15590,15650,18307
Canada,North America,https://cdn.countryflags.com/thumbs/canada/flag-button-round-250.png,292515,295407,284351,297959,293491,283593,300857,302508,315721,333876,333167,319704,317844,319775,314717,309341,313222,314967,318715,336496,337379,333016,337766,324911,321252,322088,325759,326132,320950,317085,318550,319600,320240,322820,325630,329940,336300,339420,354081,372390,385330,391770,393010,377070,399260,399612,398436,419013,422042,451500,459060,467850,473000,474680,498000,533100,553000,571300
Cape Verde,Africa,https://cdn.countryflags.com/thumbs/cape-verde/flag-button-round-250.png,30,30,30,35,35,35,40,40,40,45,45,45,50,50,55,65,80,120,160,200,240,262,240,309,239,421,477,548,488,498,790,1133,1784,1800,2000,1860,2100,2000,2000,1850,1850,1800,1650,1750,1770,1400,1500,1500,2080,2150,2175,2200,2250,2300,2490,2585,2690,2071
Central African Rep.,Africa,https://cdn.countryflags.com/thumbs/central-african-republic/flag-button-round-250.png,580,600,650,720,720,650,720,720,760,770,790,830,860,865,870,890,910,935,955,970,975,980,980,980,990,990,1225,1260,1280,1330,1500,1520,1750,1750,1950,1950,2000,2000,2000,2050,2100,2100,2100,2100,2150,2350,2450,2600,2700,3050,3200,2500,2600,2609,2622,2741,2750,2797
Chad,Africa,https://cdn.countryflags.com/thumbs/chad/flag-button-round-250.png,2250,2250,2250,2250,2340,2340,2340,2430,2520,2376,2250,2160,2025,1944,1944,1971,3780,3600,3726,3834,3312,3294,3384,3420,3492,3150,3240,3240,3384,3204,5881,6049,6185,6353,6490,6626,6110,6246,6383,6582,6526,6684,6697,6807,6813,6885,7090,7162,7235,7242,7248,7255,7262,7649,7524,4050,7500,7639
Chile,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/chile/flag-button-round-250.png,30000,34000,41000,47000,54000,57000,58000,56000,58000,60000,62630,66682,71104,71216,61037,53514,57997,59456,62067,66300,69770,75735,72930,73440,85119,90678,91698,87618,93177,95523,98583,102051,103071,93770,93100,96100,100900,100450,104455,109755,115615,113795,116480,118950,126400,124350,137200,142600,190002,190849,198348,208240,208930,213912,225701,229205,227687,247057
China,Asia & the Pacific,https://cdn.countryflags.com/thumbs/china/flag-button-round-250.png,1523372,1545538,1567859,1612125,1655914,1708256,1761147,1809858,1877526,1931429,2002094,2070480,2143674,2220179,2312157,2413797,2512364,2644402,2781394,2934878,3034460,3237645,3508850,4511340,5544570,5746605,6109970,7154331,7416651,8175280,9460370,10461440,12072360,15079320,17084715,19991945,19359190,20591760,21740170,22212689,22496657,23039358,23710758,24080990,24725919,24598335,25655635,27374230,27772965,27992163,28475990,28978226,29127047,29308748,30835121,31998846,31364429,31676533
Colombia,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/colombia/flag-button-round-250.png,43286,43751,44215,44679,45143,45607,46072,46536,47000,47464,66673,73358,90204,92745,103441,111418,140164,146805,168375,166682,168152,170053,173199,180092,186539,189841,198365,204415,211856,223783,231213,253455,277711,290902,306989,326115,347545,361629,368171,386399,425872,409627,448967,449424,491998,525433,497632,542299,580904,584961,639728,636343,667649,691755,728555,769041,799000,780000
Comoros,Africa,https://cdn.countryflags.com/thumbs/comoros/flag-button-round-250.png,360,372,372,380,380,384,400,412,424,440,452,464,480,492,504,520,532,544,552,568,572,572,580,588,600,608,616,616,624,632,945,955,970,980,990,1000,1010,1020,1030,1030,1030,1045,1055,1055,1055,1060,1060,1060,1060,1100,1120,1020,1020,1020,1030,1050,1060,1121
Congo,Africa,https://cdn.countryflags.com/thumbs/congo-republic-of-the/flag-button-round-250.png,450,435,420,405,390,375,375,405,435,450,465,490,510,510,570,680,730,750,790,825,860,900,940,975,1000,1050,1090,1020,990,960,1020,1050,1080,1110,1140,1170,1140,1120,1130,1130,1130,1150,1220,1134,1300,1285,1286,1287,1550,1600,1600,1600,1650,1435,1520,1560,1600,1489
Costa Rica,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/costa-rica/flag-round-250.png,7500,7800,8200,8800,9300,12121,12173,11906,12480,12348,13182,14236,15150,15355,15496,16170,16595,16650,16320,16960,17000,17400,13977,12771,12748,17623,22365,25137,27642,32605,37176,39459,42254,42086,51173,43872,45854,40201,39825,40958,46461,47724,47091,49888,48167,47211,41887,52195,51720,53546,53824,54635,60450,60453,61138,67067,67313,67500
Cote d'Ivoire,Africa,https://cdn.countryflags.com/thumbs/cote-d-ivoire/flag-button-round-250.png,1600,1700,1780,1860,1830,2000,2050,2100,2200,2350,2500,2600,2800,3150,3800,4800,5800,6800,8050,9710,13000,10170,11660,12200,10140,13870,15160,13630,11694,13821,12563,16226,16226,15986,16068,16470,23000,37823,34452,32974,34576,35622,31945,37180,28712,27918,25030,30429,30000,32000,32394,40400,46000,48000,57206,56000,56800,41048
Croatia,Europe,https://cdn.countryflags.com/thumbs/croatia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",46592,47208,49392,48776,50887,48227,49085,49140,46470,47209,45697,52380,48053,49380,50736,48225,47458,48534,42591,41785,35379,36611,34381,33476,39940,39384,47150
Cuba,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/cuba/flag-button-round-250.png,26000,29700,33800,37400,42600,47300,55000,56000,60400,65500,69300,71100,74670,79590,83300,82325,83093,86585,90824,104697,101286,98672,109368,111467,109574,109039,108005,104857,108118,122690,126144,108246,70216,72486,67871,62151,71791,62292,77133,75751,67079,78242,78544,76938,90917,103017,103475,102432,106779,106920,115280,110554,116842,113177,102133,106418,111558,122267
Cyprus,Asia & the Pacific,https://cdn.countryflags.com/thumbs/cyprus/flag-button-round-250.png,3000,3300,3420,3600,4200,4500,4800,5400,5400,5700,5760,6060,5880,4680,3900,5160,5310,5520,4980,5007,5940,5601,5412,6316,5953,5610,6593,6422,7656,8250,9072,7484,9450,9070,9520,10200,9210,10600,10610,10584,11190,12320,13655,10962,9457,9087,8577,9980,9787,8613,9472,9610,10594,10556,9222,9657,9635,9733
Czech Rep.,Europe,https://cdn.countryflags.com/thumbs/czech-republic/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",155018,155307,152353,147404,166115,221778,202910,187973,192168,105139,106823,98199,89465,86675,92992,98941,95827,71082,73099,66064,70899,74394,71594,75492,84422,87488
DR Congo,Africa,https://cdn.countryflags.com/thumbs/congo-democratic-republic-of-the/flag-button-round-250.png,4000,4000,5000,5000,5500,5510,5610,5680,5775,5847,5972,6096,6221,6353,6471,6570,6641,6440,7140,7525,7075,7215,7360,7500,7600,7700,7800,7900,8000,8210,8220,8800,8900,9000,8500,7400,7400,7300,7000,7000,6700,6700,6700,6850,6850,7000,7250,7500,8710,8900,9000,9000,9000,9200,9200,8800,8800,7751
Denmark,Europe,https://cdn.countryflags.com/thumbs/denmark/flag-button-round-250.png,126600,113200,106800,99800,90000,90000,88900,85700,89800,86130,74936,73486,73022,73200,75100,70800,68200,70800,76500,76200,78690,82600,80600,80100,79700,81300,76500,79400,82000,82400,84000,88200,87100,90100,94800,87800,85100,83900,78200,74300,80687,81600,81000,83000,79800,77000,78000,81000,73942,76376,78584,80179,82029,82056,84102,86211,87899,88674
Djibouti,Africa,https://cdn.countryflags.com/thumbs/djibouti/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Dominica,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/dominica/flag-button-round-250.png,90,95,104,108,113,117,122,126,131,135,140,144,149,153,158,162,167,171,176,180,176,176,176,176,162,167,167,171,149,158,270,254,287,319,303,304,305,305,306,306,307,321,322,309,316,310,311,312,312,324,324,319,320,320,321,322,324,323
Dominican Rep.,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/dominican-republic/flag-button-round-250.png,12500,12700,13200,13419,14800,15000,15641,15684,16000,17084,17500,18000,20500,21000,21500,22000,22300,23000,20000,15800,22000,19588,17286,16776,16950,17600,17900,19100,28750,37631,38212,41968,43235,43050,45178,46811,47954,48879,53561,58700,65950,79252,67332,63635,80219,87010,86955,87175,91900,105730,97420,96341,91098,124902,126740,124638,135353,104000
Ecuador,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/ecuador/flag-button-round-250.png,8030,8280,8970,9520,10070,10110,10150,10170,10190,11400,13200,19480,20590,22000,18820,20990,28237,32700,39143,44844,45182,49436,36739,39561,43065,51573,45314,44197,42422,55890,56102,53102,52156,53860,60000,54000,57960,60278,55478,72150,72488,73524,73953,74062,75014,85000,88000,91000,93600,110000,130000,156000,177000,170000,200000,180000,150500,150000
Egypt,Africa,https://cdn.countryflags.com/thumbs/egypt/flag-button-round-250.png,35000,36600,39520,43800,43700,49800,54600,58000,52080,55080,57800,59920,64240,63430,71505,72450,78820,82500,80000,69700,84600,101000,110960,122480,117680,146280,153080,176240,152000,141450,138000,127440,140000,154280,162123,161772,168407,168120,153270,176665,199631,288000,277500,245000,235000,240000,279000,355500,249342,291220,305509,472412,470863,481339,459366,425188,435842,454250
El Salvador,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/el-salvador/flag-button-round-250.png,14100,15000,15800,16600,17600,18600,19700,20800,22100,21165,21900,20690,22570,23460,26950,31260,33880,37520,37610,36835,36022,37986,38210,38452,39600,40095,42030,47408,44910,44890,47035,47305,40050,44100,44640,43920,50030,50750,52335,61278,61278,65944,68486,67412,67409,69228,70000,66276,64250,64705,59705,62295,70703,72440,72011,72189,66896,67000
Equatorial Guinea,Africa,https://cdn.countryflags.com/thumbs/equatorial-guinea/flag-button-round-250.png,51,65,55,58,59,68,68,68,77,77,77,85,85,85,100,100,100,110,110,110,128,136,141,143,150,155,160,165,170,175,180,185,190,282,282,283,283,283,284,284,284,284,285,350,400,285,294,312,308,420,440,450,313,313,314,319,320,322
Eritrea,Africa,https://cdn.countryflags.com/thumbs/eritrea/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3452,4140,4556,5108,1612,1612,1656,1688,1960,1995,1997,1999,2000,1978,2000,2000,2000,2200,2240,2250,2300,2322,2550,2400,2500,2185
Estonia,Europe,https://cdn.countryflags.com/thumbs/estonia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",28300,21450,22462,20418,18800,18480,19075,17210,15791,17293,15647,14537,14315,13063,11414,9848,9155,10829,11366,11411,10750,11400,12030,12444,12105,12635,12591
Ethiopia,Africa,https://cdn.countryflags.com/thumbs/ethiopia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",28390,28435,32145,28609,27957,28609,28826,28583,37764,39240,37060,36624,35000,37500,38000,38500,39000,39000,39600,40000,41000,46551,54861,53415,55000,52161
Fiji,Asia & the Pacific,https://cdn.countryflags.com/thumbs/fiji/flag-button-round-250.png,700,800,900,960,1020,925,950,794,837,886,1009,1048,1075,1144,1283,1300,1342,1931,1949,1971,2007,2158,2320,2435,2200,2266,2145,2239,2418,2473,2191,2475,2448,2526,2576,2844,2629,4103,3137,3201,2668,2771,2839,2908,3791,3522,3438,3401,3471,5707,5473,3792,6719,7113,6707,4867,8143,9148
Finland,Europe,https://cdn.countryflags.com/thumbs/finland/flag-button-round-250.png,42500,44200,47600,50600,52300,56000,55176,54000,55800,65300,72200,73700,77200,77100,80200,85900,85400,76400,75700,78700,79500,82000,82600,89300,87900,84000,80800,76700,75600,76400,66900,67500,69700,71700,74700,70800,66700,63900,58940,58500,56520,54700,56200,57900,58200,56700,57000,58300,53900,61500,62800,62200,66900,67100,71450,72570,73550,74880
France,Europe,https://cdn.countryflags.com/thumbs/france/flag-button-round-250.png,520000,532000,533000,579000,582000,587000,613000,612000,628000,658000,647000,673000,720000,735000,768000,747600,744000,793000,802000,853000,894000,950000,908000,895200,894600,925000,872400,930800,905200,886800,918240,922500,930900,982200,1024560,993600,979654,982395,1001603,987885,1028200,996200,995900,1021000,930100,908300,878400,873973,901700,946500,865900,845300,945952,956379,970000,816297,877856,847868
Gabon,Africa,https://cdn.countryflags.com/thumbs/gabon/flag-button-round-250.png,150,150,150,150,150,150,165,180,180,200,200,210,270,360,450,600,800,1000,1000,1050,1100,1100,1170,1360,1370,1600,1700,1750,1800,1800,1900,2000,2050,2100,2250,2300,2400,2450,2550,2600,2600,2550,2500,2600,2600,2750,2750,2600,2300,2350,2400,2500,1793,1812,2486,2481,2500,2495
Gambia,Africa,https://cdn.countryflags.com/thumbs/gambia/flag-button-round-250.png,195,185,189,207,230,253,275,276,278,294,298,313,315,325,350,390,338,338,364,414,428,480,520,569,553,618,683,748,731,715,699,683,666,650,634,488,585,634,683,731,678,696,697,748,750,780,830,850,870,824,924,950,968,970,976,996,995,1014
Georgia,Europe,https://cdn.countryflags.com/thumbs/georgia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",16680,13653,14068,15115,19630,20760,21357,21895,20265,22176,22926,25700,27900,28300,14060,24580,24580,24180,24890,27119,26606,27740,36492,39810,39111,39748,42020
Germany,Europe,https://cdn.countryflags.com/thumbs/germany/flag-button-round-250.png,675300,691100,748600,841400,896400,965146,1022417,1048084,1099117,1161678,1165360,1213480,1193410,1180386,1190470,1161604,1190154,1160020,1109888,1134299,1126534,1131077,1127151,1125984,1119190,1098390,1074100,1059500,1061400,985000,922000,882000,826000,843000,836000,842000,850000,855000,874000,901000,887000,868000,825000,813000,795000,796500,785600,789600,699000,662400,782300,759300,780800,786500,801100,818300,826200,846000
Ghana,Africa,https://cdn.countryflags.com/thumbs/ghana/flag-button-round-250.png,4316,4324,4434,5054,5713,6156,6527,6840,7200,7793,8225,9023,9634,9592,10120,10008,13032,13250,13365,12190,10920,9180,8000,7650,7280,6890,8745,8613,9408,10335,12432,13108,14176,14453,14729,15136,18141,19699,20994,22790,23317,24347,25375,26150,25676,27825,31270,33655,36700,36700,39750,40000,42000,41195,46157,47412,46500,41886
Gibraltar,Europe,http://img.freeflagicons.com/thumb/round_icon/gibraltar/gibraltar_640.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Greece,Europe,https://cdn.countryflags.com/thumbs/greece/flag-button-round-250.png,49739,51155,63264,61582,81667,87285,85557,86010,95202,96533,107711,105188,103988,104989,105780,117146,111712,118770,127735,118618,121267,127291,124608,129430,136240,133320,119854,125565,126138,122466,119256,119251,119243,117725,116322,117168,114003,112627,119105,116643,110208,107073,105576,110555,110100,99480,97268,101762,108800,99800,93000,96300,116883,107208,105917,87033,87394,90000
Greenland,North America,https://image.flaticon.com/icons/svg/197/197453.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Grenada,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/grenada/flag-button-round-250.png,700,690,710,700,690,690,690,800,900,950,900,850,950,1000,1000,1000,950,942,943,910,992,915,920,920,920,920,920,920,920,1046,1165,1093,1048,1143,1189,1055,956,866,978,971,1043,1207,1238,1197,1136,1357,1360,1363,1392,1369,1400,1400,1377,1380,1384,1402,1403,1415
