country,category,url,Jan 21,Jan 22,Jan 23,Jan 24,Jan 25,Jan 26,Jan 27,Jan 28,Jan 29,Jan 30,Jan 31,Feb 01,Feb 02,Feb 03,Feb 04,Feb 05,Feb 06,Feb 07,Feb 08,Feb 09,Feb 10,Feb 11,Feb 12,Feb 13,Feb 14,Feb 15,Feb 16,Feb 17,Feb 18,Feb 19,Feb 20,Feb 21,Feb 22,Feb 23,Feb 24,Feb 25,Feb 26,Feb 27,Feb 28,Feb 29,Mar 01,Mar 02,Mar 03,Mar 04,Mar 05,Mar 06,Mar 07,Mar 08,Mar 09,Mar 10,Mar 11,Mar 12,Mar 13,Mar 14,Mar 15,Mar 16,Mar 17,Mar 18,Mar 19,Mar 20,Mar 21,Mar 22,Mar 23,Mar 24,Mar 25,Mar 26,Mar 27,Mar 28,Mar 29,Mar 30,Mar 31,Apr 01,Apr 02,Apr 03,Apr 04,Apr 05,Apr 06,Apr 07,Apr 08,Apr 09,Apr 10,Apr 11,Apr 12
Azerbaijan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/azerbaijan/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09862735380344062,0.09862735380344062,0.29588206141032186,"","","",0.5917641228206437,0.8876461842309655,"","","",1.0849008918378469,1.282155599444728,1.282155599444728,"",1.8739197222653716,1.8739197222653716,1.8739197222653716,2.761565906496337,3.353330029316981,4.3396035673513875,4.3396035673513875,5.227249751582352,6.41077799722364,7.101169473847724,8.580579780899333,9.172343903719977,12.032537164019756,16.273513377567703,17.950178392226192,20.61311694491909,26.92526758833929,29.390951433425304,35.40722001543518,39.450941521376244,43.691917734924196,51.384851331592564,57.598374621209324,63.220133788005434,70.71581267706692,81.07168482642818,91.328929621986,97.73970761920965,104.34774032404017
Bahamas,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/bahamas/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.542924566685654,2.542924566685654,"","",7.6287737000569615,10.171698266742617,10.171698266742617,10.171698266742617,10.171698266742617,10.171698266742617,12.714622833428269,22.886321100170886,22.886321100170886,27.972170233542194,35.600943933599154,35.600943933599154,38.14386850028481,53.40141590039873,61.03018960045569,61.03018960045569,71.20188786719831,73.74481243388396,83.91651070062657,91.54528440068354,101.71698266742615,104.25990723411181,106.80283180079746,116.97453006754009
Bahrain,Asia & the Pacific,https://cdn.countryflags.com/thumbs/bahrain/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5876880528308052,1.1753761056616103,13.516825215108518,19.39370574341657,19.39370574341657,22.332146007570596,24.095210166063012,27.621338483047843,"",28.796714588709452,30.559778747201868,30.559778747201868,32.91053095852509,37.024347328340724,46.42735617363361,64.05799775855776,64.64568581138857,95.20546455859044,95.20546455859044,123.41449109446908,124.0021791472999,125.76524330579231,129.87905967560795,139.28206852090082,150.44814152468612,158.0880862114866,167.49109505677947,179.83254416622637,196.28780964548892,199.22624990964295,229.19834060401402,246.24129413610737,269.16112819650874,273.8626326191552,277.97644898897084,293.8440264154026,302.65934720786464,333.21912595506654,334.39450206072814,377.88341797020774,377.88341797020774,404.32938034759394,411.38163698156364,444.2921679400887,476.615010845783,483.66726747975264,521.2793028609242,586.5126767251436,611.1955749440374
Bangladesh,Asia & the Pacific,https://cdn.countryflags.com/thumbs/bangladesh/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.018216110506649966,"","","","","",0.018216110506649966,"",0.03036018417774994,0.048576294684399904,0.06072036835549988,0.06072036835549988,0.1032246262043498,0.14572888405319973,0.16394499455984968,0.2003772155731496,0.23680943658644954,0.23680943658644954,0.29145776810639945,0.29145776810639945,0.29145776810639945,0.2975298049419494,0.2975298049419494,0.3096738786130494,0.32788998911969935,0.34003406279079934,0.3703942469685493,0.4250425784884992,0.534339241528399,0.7468605307726486,0.9958140410301981,1.3237040301498975,2.0037721557314963,2.574543618273195,2.9267217547350945
Barbados,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/barbados/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3.4798222506794354,3.4798222506794354,6.959644501358871,20.878933504076613,48.71751150951209,59.1569782615504,59.1569782615504,62.63680051222984,62.63680051222984,83.51573401630645,83.51573401630645,90.47537851766532,114.83413427242137,118.3139565231008,118.3139565231008,156.5920012805746,156.5920012805746,156.5920012805746,177.4709347846512,194.87004603804837,208.78933504076613,219.22880179280443,219.22880179280443,229.66826854484273,233.14809079552217,236.6279130462016
Belarus,Europe,https://cdn.countryflags.com/thumbs/belarus/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10582770973702767,0.10582770973702767,0.10582770973702767,0.10582770973702767,"",0.42331083894811067,0.634966258422166,"","","","","",0.952449387633249,1.269932516844332,2.222381904477581,"","",2.857348162899747,3.809797550532996,3.809797550532996,4.868074647903273,6.032179455010577,6.032179455010577,8.042905940014103,8.042905940014103,8.572044488699241,8.572044488699241,9.101183037384379,9.101183037384379,9.9478047152806,9.9478047152806,9.9478047152806,11.111909522387906,16.085811880028206,16.085811880028206,26.88023827320503,37.14552611769671,41.696117636388905,59.686828291683604,74.07939681591937,91.11765808358082,112.8123385796715,157.2599766692231,209.6446929890518,235.5724818746236
Belgium,Europe,https://cdn.countryflags.com/thumbs/belgium/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08628413572977742,0.08628413572977742,0.08628413572977742,0.08628413572977742,0.08628413572977742,0.08628413572977742,0.08628413572977742,0.08628413572977742,0.08628413572977742,0.08628413572977742,0.08628413572977742,0.08628413572977742,0.08628413572977742,0.08628413572977742,0.08628413572977742,0.08628413572977742,0.08628413572977742,0.08628413572977742,0.08628413572977742,0.08628413572977742,0.08628413572977742,0.08628413572977742,0.08628413572977742,0.08628413572977742,0.08628413572977742,0.08628413572977742,0.08628413572977742,0.17256827145955483,0.6902730858382193,1.1216937644871063,1.9845351217848806,4.314206786488871,9.404970794545738,14.582018938332384,17.256827145955484,20.621908439416803,23.03786423985057,27.09321861915011,34.42737015618119,48.232831872945575,59.44976951781664,76.4477442565828,93.6182872668085,107.25118071211332,128.21822569444925,154.88002363495048,194.74329434210765,242.88984207932344,293.452345616973,322.96152003655686,368.3469754304198,425.9847780979111,537.9815862751622,628.4936446556987,788.119295755787,934.9748947678681,1026.6949310486216,1102.2798339479066,1204.871671330612,1324.288915180624,1446.9849561883673,1590.3029056355276,1699.0209166550471,1795.9180010795872,1914.99010838668,2019.307628483981,2155.6365629370293,2300.9390475059745,2417.508914876904
Belize,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/belize/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.51495771098609,2.51495771098609,5.02991542197218,5.02991542197218,5.02991542197218,5.02991542197218,5.02991542197218,7.544873132958269,7.544873132958269,7.544873132958269,7.544873132958269,10.05983084394436,10.05983084394436,12.574788554930448,17.604703976902627,17.604703976902627,20.11966168788872,22.634619398874808,25.149577109860896,32.694450242819165
Benin,Africa,https://cdn.countryflags.com/thumbs/benin/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0824864858265946,0.0824864858265946,0.0824864858265946,0.1649729716531892,0.1649729716531892,0.1649729716531892,0.1649729716531892,0.412432429132973,0.412432429132973,0.412432429132973,0.4949189149595676,0.4949189149595676,0.4949189149595676,0.4949189149595676,0.4949189149595676,0.6598918866127568,1.0723243157457298,1.0723243157457298,1.3197837732255135,1.3197837732255135,1.8147026881850812,2.1446486314914597,2.1446486314914597,2.1446486314914597,2.474594574797838,2.887027003930811,2.887027003930811
Bhutan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/bhutan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.2959881391165509,"","","","","","",1.2959881391165509,"",1.2959881391165509,"",1.2959881391165509,1.2959881391165509,1.2959881391165509,1.2959881391165509,2.5919762782331017,2.5919762782331017,2.5919762782331017,2.5919762782331017,2.5919762782331017,3.887964417349653,3.887964417349653,3.887964417349653,5.1839525564662035,5.1839525564662035,5.1839525564662035,5.1839525564662035,6.479940695582754,6.479940695582754,6.479940695582754,6.479940695582754,6.479940695582754,6.479940695582754,6.479940695582754,6.479940695582754,6.479940695582754,6.479940695582754,6.479940695582754
Bolivia,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/bolivia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.17133513503650166,0.2570027025547525,0.8566756751825083,0.8566756751825083,"",0.9423432427007592,1.02801081021901,1.02801081021901,1.2850135127737625,1.6276837828467658,1.7133513503650166,2.3130243229927725,2.3986918905110235,2.7413621605840266,3.3410351332117827,5.225721618613301,6.339399996350561,6.9390729689783175,8.22408648175208,9.16642972445284,9.851770264598846,10.537110804744852,11.30811891240911,11.907791885036866,13.44980810036538,15.677164855839903,16.619508098540663,17.990189178832676,22.61623782481822,22.958908094891225,23.64424863503723,25.70027025547525
Bosnia & Herzegovina,Europe,https://cdn.countryflags.com/thumbs/bosnia-and-herzegovina/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.6096046256798997,"","","","","",0.9144069385198494,0.9144069385198494,"","",5.486441631119097,6.4008485696389466,6.4008485696389466,10.972883262238193,13.411301764957793,13.411301764957793,28.041812781275382,38.10028910499373,39.31949835635353,49.37797468007187,55.16921862403092,55.16921862403092,69.79972964034852,78.3341943998671,98.45114704730379,107.59521643250228,125.88335520289928,141.42827315773673,162.1548304308533,178.6141553242106,192.6350617148483,202.08393341288672,211.83760742376512,238.0506063280008,248.71868727739906,266.7020237349561,274.6268838687948,288.9525925722724
Botswana,Africa,https://cdn.countryflags.com/thumbs/botswana/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.2757136022962845,1.7009514697283794,1.7009514697283794,1.7009514697283794,1.7009514697283794,2.551427204592569,2.551427204592569,2.551427204592569,2.976665072024664,5.528092276617233,5.528092276617233,5.528092276617233
Brazil,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/brazil/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004704567088817979,0.004704567088817979,0.004704567088817979,0.004704567088817979,0.009409134177635958,0.009409134177635958,"","",0.014113701266453936,0.03763653671054383,0.061159372154633726,0.061159372154633726,0.11761417722044946,"",0.15995528101981127,0.2446374886185349,0.3622516658389844,0.4610475747041619,0.5692526177469754,0.9409134177635957,1.100868698783407,1.3690290228460318,2.013554714014095,2.921536162155965,4.252928648291452,5.30675167618668,7.273260719312595,8.896336364954797,10.35475216248837,11.446211727094141,13.713813063904407,16.075505742491032,18.36662991474539,20.022637530009316,21.542212699697526,26.896010046772385,32.1604206191597,37.21312567255021,42.604559556335616,48.35354053887119,52.3618316985441,56.71826082278955,64.53254675731621,74.92964002360395,84.00945450502265,92.38828849020747,97.51156204993025
Brunei,Asia & the Pacific,https://cdn.countryflags.com/thumbs/brunei/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2.285803105492099,"",25.14383416041309,57.14507763730248,84.57471490320766,91.43212421968396,114.29015527460496,123.43336769657336,128.00497390755754,155.43461117346274,166.86362670092322,178.29264222838373,189.72165775584423,201.1506732833047,208.008082599781,237.7235229711783,244.5809322876546,260.5815540260993,262.8673571315914,274.2963726590519,288.01119129200447,290.2969943974966,294.8686006084808,299.440206819465,304.01181303044916,304.01181303044916,308.5834192414334,308.5834192414334,308.5834192414334,308.5834192414334,308.5834192414334,308.5834192414334,310.8692223469255,310.8692223469255
Bulgaria,Europe,https://cdn.countryflags.com/thumbs/bulgaria/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.287834184483003,0.575668368966006,"","",1.0074196456905105,3.3100931215545346,4.461429859486547,5.900600781901562,7.339771704316576,8.922859718973093,11.657284471561622,13.240372486218138,15.111294685357658,18.27747071467069,23.458486035364746,26.62466206467778,28.927335540541804,31.66176029313033,34.827936322443364,37.9941123517564,42.16770802675994,47.636557531937,49.79531391555952,51.66623611469904,57.422919804359104,60.733012925913634,65.77011115436619,69.79978973712824,72.39029739747525,76.4199759802373,79.01048364058433,83.04016222334637,85.3428356992104,89.80426555869694,91.38735357335345,95.1291979716325
Burkina Faso,Africa,https://cdn.countryflags.com/thumbs/burkina-faso/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.09567877344405026,0.09567877344405026,"","",0.14351816016607538,0.14351816016607538,0.9567877344405026,0.9567877344405026,1.2438240547726533,1.5786997618268293,1.9135754688810052,3.0617207502096084,3.0617207502096084,3.5879540041518845,4.7360992854804875,5.453690086310865,6.984550461415669,6.984550461415669,8.611089609964523,8.611089609964523,10.62034385228958,11.768489133618182,12.486079934448558,13.777743375943237,13.777743375943237,14.44749479005159,16.50458841909867,17.413536766817145,18.37032450125765,19.805506102918404,21.19284831785713,21.432045251467258,23.154263173460162
Burundi,Africa,https://cdn.countryflags.com/thumbs/burundi/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.16819753050703734,0.16819753050703734,0.252296295760556,0.252296295760556,0.252296295760556,0.252296295760556,0.252296295760556,0.252296295760556,0.252296295760556,0.252296295760556,0.252296295760556,0.42049382626759335
Cambodia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/cambodia/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,0.05981229347188891,"","","","","",0.11962458694377782,"","","",0.17943688041566674,0.29906146735944455,"",0.41868605430322237,0.717747521662667,1.435495043325334,1.435495043325334,1.435495043325334,1.435495043325334,2.811177793178779,3.0504269670663344,5.143857238582446,5.203669532054335,5.44291870594189,5.741980173301336,5.861604760245113,6.100853934132669,6.160666227604557,6.399915401492113,6.519539988435891,6.519539988435891,6.57935228190778,6.818601455795336,6.818601455795336,6.818601455795336,6.818601455795336,6.878413749267224,6.998038336211002,7.057850629682892,7.11766292315478,7.177475216626669,7.297099803570447
Cameroon,Africa,https://cdn.countryflags.com/thumbs/cameroon/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.037670651819808915,"",0.07534130363961783,"","","","","",0.11301195545942674,0.15068260727923566,0.15068260727923566,0.37670651819808915,0.37670651819808915,0.5273891254773247,1.0171075991348406,1.0171075991348406,1.0171075991348406,2.109556501909299,2.7122869310262416,2.7122869310262416,3.3150173601431843,3.3150173601431843,3.7293945301610827,3.7293945301610827,5.349232558412866,7.270435801223121,8.777261874015476,10.208746643168215,19.174361776282737,20.90721175999395,24.485923682875793,24.787288897434266,25.804396496569105,27.499575828460507,27.499575828460507,30.249533411306558,30.88993449224331
