date,name,category,value,lastValue
0,Samsung,,2.37,2.37
0,Apple,,33.15,33.15
0,Nokia,,37.58,37.58
0,Huawei,,0,0
0,LG,,0.23,0.23
0,Xiaomi,,0,0
0,Sony,,8.3,8.3
0,Motorola,,0.3,0.3
0,Oppo,,0,0
0,HTC,,0.09,0.09
0,Lenovo,,0,0
0,RIM,,15.86,15.86
0,Micromax,,0,0
0,Mobicel,,0,0
0,Asus,,0,0
0,General Mobile,,0,0
0,Google,,0.18,0.18
0,BBK,,0,0
0,ZTE,,0,0
0,Alcatel,,0,0
0,OnePlus,,0,0
0,Lava,,0,0
0,Tecno,,0,0
0,Gionee,,0,0
0,Vodafone,,0,0
0,Infinix,,0,0
0,Realme,,0,0
0,Turkcell,,0,0
0,Wiko,,0,0
0,Coolpad,,0,0
0,Lyf,,0,0
0,Casper,,0,0
0,Hisense,,0,0
0,Vestel,,0,0
0,Spice,,0,0
0,Itel,,0,0
0,AIS,,0,0
0,Meizu,,0,0
0,bq,,0,0
0,Vivo,,0,0
0,QMobile,,0,0
0,LeEco,,0,0
0,Panasonic,,0,0
0,True,,0,0
0,Acer,,0,0
0,Kyocera,,0,0
0,Reliance Digital,,0,0
0,Pantech,,0,0
0,InFocus,,0,0
0,Intex,,0,0
0,Xolo,,0,0
0,Nintendo,,0.3,0.3
0,Smartfren,,0,0
0,Archos,,0,0
0,Blu,,0,0
0,HP,,0,0
0,i-Mobile,,0,0
0,Avea,,0,0
0,Condor,,0,0
0,Karbonn,,0,0
0,dtac,,0,0
0,Yu,,0,0
0,Symphony,,0,0
0,Lanix,,0,0
0,T-Mobile,,0.97,0.97
0,Sharp,,0,0
0,Other,,0.67,0.67
1,Samsung,,3.27,2.37
1,Apple,,33.09,33.15
1,Nokia,,37.37,37.58
1,Huawei,,0,0
1,LG,,0.08,0.23
1,Xiaomi,,0,0
1,Sony,,7.96,8.3
1,Motorola,,0.12,0.3
1,Oppo,,0,0
1,HTC,,0.03,0.09
1,Lenovo,,0,0
1,RIM,,16.16,15.86
1,Micromax,,0,0
1,Mobicel,,0,0
1,Asus,,0,0
