"Date","Samsung","Apple","Unknown","Nokia","Huawei","LG","Xiaomi","Sony","Motorola","Oppo","HTC","Lenovo","RIM","Micromax","Mobicel","Asus","General Mobile","Google","BBK","ZTE","Alcatel","OnePlus","Lava","Tecno","Gionee","Vodafone","Infinix","Realme","Turkcell","Wiko","Coolpad","Lyf","Casper","Hisense","Vestel","Spice","Itel","AIS","Meizu","bq","Vivo","QMobile","LeEco","Panasonic","True","Acer","Kyocera","Reliance Digital","Pantech","InFocus","Intex","Xolo","Nintendo","Smartfren","Archos","Blu","HP","i-Mobile","Avea","Condor","Karbonn","dtac","Yu","Symphony","Lanix","T-Mobile","Sharp","Other"
2019-10,31.49,22.09,3.27,0.95,10.02,2.4,7.79,0.84,2.41,4.1,0.42,0.96,0.03,0.28,3.15,0.74,0.42,2.35,0.5,0.27,0.27,0.7,0.24,0.42,0.15,0.08,0.32,0.54,0.05,0.11,0.07,0.05,0.12,0.51,0.18,0.01,0.2,0.01,0.08,0.06,0.1,0.12,0.05,0.05,0.01,0.01,0.01,0.01,0,0.03,0.03,0.05,0,0.01,0.01,0.02,0,0,0,0.04,0.02,0,0.01,0.03,0.02,0.01,0.02,0.71
2019-11,31.36,22.9,3.21,0.97,10.18,2.4,8.16,0.83,2.4,4.42,0.4,0.97,0.03,0.24,3.41,0.75,0.43,0.66,0.45,0.27,0.27,0.73,0.22,0.45,0.14,0.08,0.32,0.78,0.05,0.1,0.07,0.05,0.13,0.52,0.19,0.01,0.19,0.01,0.07,0.06,0.08,0.13,0.05,0.05,0.01,0.01,0.02,0.01,0,0.03,0.03,0.05,0,0.01,0.01,0.02,0,0,0,0.04,0.02,0,0.01,0.02,0.01,0.01,0.02,0.48
2019-12,31.37,24.79,2.67,0.9,9.95,2.54,7.73,0.77,2.5,4.23,0.38,0.87,0.03,0.18,3.19,0.7,0.42,0.75,0.39,0.27,0.27,0.74,0.18,0.43,0.12,0.07,0.33,0.84,0.05,0.09,0.07,0.04,0.14,0.53,0.19,0.01,0.18,0.01,0.07,0.06,0.08,0.11,0.04,0.04,0.01,0.01,0.03,0.01,0,0.02,0.02,0.04,0,0.01,0.01,0.02,0,0,0,0.04,0.01,0,0.01,0.02,0.01,0.02,0.02,0.38
2020-01,31.29,24.76,2.18,0.88,10.61,2.4,8.1,0.8,2.42,4.25,0.38,0.86,0.03,0.15,3.02,0.69,0.43,0.69,0.35,0.26,0.27,0.79,0.15,0.47,0.11,0.07,0.37,0.88,0.05,0.09,0.06,0.03,0.15,0.48,0.2,0.01,0.18,0.01,0.08,0.06,0.08,0.1,0.04,0.03,0,0.01,0.02,0.01,0,0.02,0.02,0.04,0,0.01,0.01,0.02,0,0,0,0.03,0.01,0,0.01,0.02,0.01,0.02,0.02,0.39
2020-02,30.91,25.89,1.95,0.81,10.98,2.34,7.8,0.8,2.36,4.31,0.37,0.77,0.02,0.12,2.89,0.69,0.41,0.7,0.34,0.31,0.28,0.78,0.13,0.44,0.09,0.06,0.38,0.89,0.06,0.09,0.06,0.02,0.15,0.4,0.19,0,0.15,0.01,0.08,0.06,0.11,0.08,0.03,0.03,0,0.01,0.02,0.01,0,0.02,0.01,0.04,0,0.01,0.01,0.01,0,0,0,0.03,0.01,0,0.01,0.02,0.01,0.02,0.02,0.39
2020-03,30.8,27.03,1.83,0.72,10.7,2.28,7.7,0.76,2.35,4.3,0.36,0.74,0.02,0.12,2.87,0.66,0.36,0.73,0.31,0.37,0.28,0.78,0.12,0.4,0.08,0.06,0.37,0.93,0.06,0.09,0.05,0.02,0.13,0.32,0.17,0,0.13,0,0.07,0.05,0.11,0.07,0.03,0.02,0,0.01,0.02,0.01,0,0.02,0.01,0.04,0,0.01,0.01,0.01,0,0,0,0.03,0.01,0,0.01,0.01,0.01,0.02,0.02,0.39
2020-04,30.41,28.79,1.55,0.69,10.28,2.28,7.6,0.76,2.51,4.2,0.35,0.71,0.02,0.1,2.75,0.7,0.33,0.75,0.28,0.24,0.27,0.8,0.1,0.38,0.07,0.05,0.35,0.9,0.06,0.08,0.05,0.02,0.12,0.25,0.15,0,0.12,0,0.07,0.04,0.1,0.05,0.03,0.02,0,0.01,0.02,0.01,0,0.01,0.01,0.03,0,0.01,0.01,0.01,0,0,0,0.02,0.01,0,0.01,0.01,0.01,0.02,0.02,0.38
2020-05,30.18,26.72,1.8,0.73,10.39,2.19,8.36,0.78,2.46,4.7,0.36,0.77,0.02,0.1,3.12,0.76,0.28,0.7,0.31,0.25,0.29,0.81,0.11,0.44,0.08,0.05,0.39,1.04,0.06,0.08,0.05,0.02,0.11,0.28,0.13,0,0.14,0,0.07,0.05,0.11,0.05,0.03,0.02,0.01,0.01,0.02,0.01,0,0.02,0.01,0.03,0,0.01,0.01,0.01,0,0,0,0.03,0.01,0,0.01,0.01,0.01,0.01,0.03,0.39
2020-06,31.06,25.26,1.81,0.74,10.69,2.11,8.55,0.78,2.57,4.65,0.35,0.75,0.02,0.1,3.18,0.75,0.34,0.68,0.29,0.23,0.25,0.77,0.11,0.5,0.08,0.05,0.42,1.04,0.09,0.08,0.04,0.02,0.13,0.25,0.16,0,0.15,0,0.07,0.05,0.1,0.05,0.03,0.02,0.01,0.01,0.02,0.01,0,0.02,0.01,0.03,0,0.01,0.01,0.01,0,0,0,0.02,0.01,0,0.01,0.01,0.01,0.01,0.03,0.38
2020-07,30.95,24.82,1.8,0.76,10.75,2.03,8.94,0.75,2.45,4.69,0.33,0.74,0.02,0.11,3.46,0.72,0.37,0.65,0.29,0.21,0.24,0.76,0.11,0.53,0.08,0.06,0.42,1.13,0.09,0.08,0.04,0.02,0.14,0.26,0.17,0,0.16,0,0.07,0.04,0.1,0.04,0.03,0.02,0,0.01,0.02,0.01,0,0.01,0.01,0.03,0,0.01,0.01,0.01,0,0,0,0.02,0.01,0,0.01,0.01,0.01,0.01,0.02,0.37
2020-08,31.04,25.15,1.81,0.74,10.73,1.96,8.9,0.73,2.39,4.69,0.32,0.72,0.02,0.1,3.38,0.7,0.38,0.63,0.27,0.2,0.23,0.75,0.1,0.54,0.07,0.05,0.45,1.18,0.08,0.07,0.04,0.02,0.15,0.25,0.17,0,0.16,0,0.06,0.04,0.1,0.04,0.02,0.02,0,0.01,0.02,0,0,0.01,0.01,0.03,0,0.01,0.01,0.01,0,0,0,0.02,0,0,0.01,0.01,0.01,0.01,0.02,0.35
2020-09,30.57,24.98,1.67,0.74,10.58,1.88,9.49,0.69,2.27,4.94,0.29,0.67,0.01,0.09,3.5,0.67,0.33,0.63,0.26,0.19,0.21,0.81,0.1,0.6,0.07,0.05,0.55,1.45,0.05,0.07,0.03,0.02,0.14,0.23,0.16,0,0.18,0,0.06,0.04,0.1,0.05,0.02,0.02,0,0.01,0.02,0,0,0.01,0.01,0.02,0,0.01,0.01,0.01,0,0,0,0.02,0,0,0,0.01,0.01,0.01,0.02,0.35
2020-10,30.25,26.53,1.84,0.69,10.44,1.79,9.67,0.67,2.21,4.83,0.28,0.65,0.02,0.08,2.54,0.64,0.31,0.63,0.24,0.18,0.2,0.85,0.09,0.59,0.06,0.05,0.55,1.55,0.04,0.06,0.03,0.01,0.13,0.19,0.15,0,0.17,0,0.05,0.04,0.1,0.05,0.02,0.02,0,0.01,0.02,0,0,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0,0,0.02,0,0,0,0.01,0.01,0.01,0.02,0.32
2020-11,30.36,28.19,2.78,0.69,10.43,1.81,9.6,0.67,2.2,4.8,0.27,0.62,0.02,0.08,0,0.62,0.26,0.7,0.2,0.18,0.2,0.83,0.08,0.62,0.06,0.04,0.59,1.65,0.04,0.06,0.03,0.01,0.11,0.15,0.12,0,0.18,0,0.05,0.04,0.13,0.05,0.02,0.02,0,0.01,0.02,0,0,0.01,0.01,0,0,0.01,0.01,0.01,0,0,0,0.02,0,0,0,0.01,0.01,0.01,0.02,0.3
2020-12,29.14,26.91,1.69,0.66,9.83,1.71,10.02,0.61,2.09,5.02,0.24,0.62,0.01,0.08,0.01,0.58,0.2,0.66,0.2,0.16,0.17,0.84,0.1,0.73,0.06,0.04,0.63,2.07,0.03,0.06,0.03,0.01,0.08,0.07,0.09,0,0.21,0,0.04,0.03,3.7,0.05,0.02,0.02,0,0,0.02,0,0,0.01,0.01,0,0,0.01,0.01,0.01,0,0,0,0.02,0,0,0,0.01,0.01,0.02,0.02,0.31
2021-01,28.97,27.47,1.61,0.63,9.72,1.69,10.04,0.6,2.13,5.03,0.23,0.6,0.01,0.08,0.01,0.57,0.19,0.66,0.19,0.16,0.16,0.83,0.1,0.67,0.05,0.03,0.58,2.11,0.02,0.05,0.03,0.01,0.08,0.04,0.08,0,0.19,0,0.04,0.03,3.74,0.04,0.02,0.01,0,0,0.02,0,0,0.01,0.01,0,0,0.01,0,0.01,0,0,0,0.02,0,0,0,0.01,0.01,0.02,0.03,0.31
