country,category,url,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Gibraltar,Europe,http://img.freeflagicons.com/thumb/round_icon/gibraltar/gibraltar_640.png,"","","","","","","","","","","","","","","",0.117,0.118,0.121,0.126,0.128,0.136,0.142,0.146,0.156,0.164,0.166,0.161,0.165,0.178,0.186,0.211,0.239,0.258,0.258
Greece,Europe,https://cdn.countryflags.com/thumbs/greece/flag-button-round-250.png,27.74,28.237,30.272,33.394,34.455999999999996,35.003,35.813,37.41,38.396,40.623000000000005,41.551,42.556999999999995,43.505,46.32899999999999,49.62,53.843,53.70399999999999,54.608000000000004,58.478,59.346000000000004,60.02,60.788999999999994,63.496,63.748999999999995,61.365,57.391999999999996,59.43600000000001,60.958999999999996,57.152,50.474,51.873999999999995,54.437934999999996,55.266089,53.262785
Greenland,North America,https://image.flaticon.com/icons/svg/197/197453.svg,"","","","","","","","","","","","","","","",0.42100000000000004,0.388,0.382,0.32999999999999996,0.33599999999999997,0.35,0.382,0.388,0.4,0.42500000000000004,0.414,0.451,0.43900000000000006,0.45,0.47600000000000003,0.51,0.48100000000000004,0.506,0.506
Grenada,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/grenada/flag-button-round-250.png,"","","","","","","","","","","","","","","",0.131,0.143,0.149,0.159,0.15,0.147,0.167,0.17909999999999998,0.1901,0.1951,0.2031,0.2001,0.1961,0.1941,0.20900000000000002,0.197,0.208,0.214,0.214
Guatemala,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/guatemala/flag-button-round-250.png,"","","","","","","","","","","","","","","",6.0280000000000005,5.827999999999999,6.143,7.648999999999999,6.747,8.291,8.294,9.022,8.448,8.635000000000002,8.6508,8.9368,9.499,10.219999999999999,10.812999999999999,11.336,12.059999999999999,12.523,11.955
Guinea,Africa,https://cdn.countryflags.com/thumbs/guinea/flag-button-round-250.png,"","","","","","","","","","","","","","","",0.7430000000000001,0.933,0.984,0.865,0.9420000000000001,0.881,0.843,0.942,0.9670000000000001,0.9629000000000001,0.9198999999999999,0.8499,0.7069,0.642,0.6970000000000001,1.113,1.5739999999999998,1.632,1.632
Guinea-Bissau,Africa,https://cdn.countryflags.com/thumbs/guinea-bissau/flag-button-round-250.png,"","","","","","","","","","","","","","","",0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.031,0.032,0.032,0.034300000000000004,0.035,0.036000000000000004,0.036000000000000004,0.036000000000000004
Guyana,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/guyana/flag-button-round-250.png,"","","","","","","","","","","","","","","",0.877,0.91,0.914,0.8220000000000001,0.8580000000000001,0.6502,0.6693,0.7044,0.7104,0.7255,0.7776,0.8138,0.8460000000000001,0.872,0.886,0.9471,0.9901,1.0421,1.0421
Haiti,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/haiti/flag-button-round-250.png,"","","","","","","","","","","","","","","",0.528,0.5720000000000001,0.527,0.515,0.527,0.536,0.549,0.44699999999999995,0.46599999999999997,0.688,0.5609,0.6529,1.047,1.001,0.977,0.99,1.042,0.962,0.962
Honduras,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/honduras/flag-button-round-250.png,"","","","","","","","","","","","","","","",3.5460000000000003,3.747,3.927,4.353,4.66,5.392,5.742,6.053000000000001,6.282,6.377000000000001,6.695,7.072,7.109999999999999,7.2170000000000005,8.059000000000001,8.629000000000001,8.495999999999999,8.963000000000001,9.132000000000001
Hong Kong,Asia & the Pacific,https://image.flaticon.com/icons/svg/197/197570.svg,19.24944444,21.41888889,23.75361111,25.5075,27.36333333,28.96,31.88888889,35.07555556,35.9475,26.74083333,27.91555556,28.44,28.94305556,31.41444444,29.49583333,31.32861111,32.42916667,34.31166667,35.50611111,37.12861111,38.44833333,38.6125,38.94777778,37.99027778,38.72877778,38.38466667,39.10638889,38.84266667,39.15833333,39.90905556,38.02761111,38.26444444,37.02679022,36.5600729
Hungary,Europe,https://cdn.countryflags.com/thumbs/hungary/flag-button-round-250.png,26.794,28.044,29.749000000000002,29.233,29.596,28.436,29.963,31.685,32.915,33.515,34.018,35.09,35.397,37.19,37.832,35.191,36.415,36.157,34.145,33.708,35.756,35.859,39.96,40.025,35.908,37.371,36.019,34.635,30.294,29.403000000000002,30.36,31.901999999999997,32.885,32.004
Iceland,Europe,https://cdn.countryflags.com/thumbs/iceland/flag-button-round-250.png,3.8374099999999998,4.057842,4.152033,4.415945,4.475226,4.447226000000001,4.425218,4.53892,4.721272,4.772761,4.9758569999999995,5.111637,5.579526,6.274405000000001,7.183988,7.677885000000001,8.027066,8.409572,8.49341934,8.620090123999999,8.681113927,9.924843022000001,11.97573897,16.46775184,16.83536166,17.05909336,17.21041341,17.54890836,18.11609902,18.12220518,18.79857039,18.54876846,19.23853315,19.828868
India,Asia & the Pacific,https://cdn.countryflags.com/thumbs/india/flag-button-round-250.png,186.38583359999998,202.6772014,223.66949019999998,241.30462020000002,272.44643060000004,287.7628268,320.4576307,337.1533207,362.17625110000006,387.96698389999995,427.1487739,443.2054131,469.1535477,505.0784302,547.3624647999999,571.3939361,586.0927383999999,609.6504786,638.1310102000001,698.300975,704.5093182,744.4262522999999,796.265175,828.4135525,879.70725,937.4680375,1034.011325,1091.837883,1146.139133,1262.2199679999999,1317.2981300000001,1401.741765,1473.759284,1551.4415
Indonesia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/indonesia/flag-button-round-250.png,16.369,18.415,20.72,24.807,28.487,33.11472,38.10263,40.28435,39.70743,45.92842,54.12053,58.86776,70.69102,76.69270999999999,83.97097,93.3264,101.6586,108.2168,112.9754,120.1506,127.5608,133.1102,142.44102,149.43653999999998,156.79721999999998,169.78624,183.41873,200.31799999999998,216.18856,228.55565,233.98198,247.9178,254.61942000000002,267.12065
Iran,Asia & the Pacific,https://cdn.countryflags.com/thumbs/iran/flag-button-round-250.png,38.915,42.18600000000001,45.062,46.97,51.431000000000004,57.655,62.81399999999999,67.178,74.686,81.00399999999999,84.353,89.74,96.98299999999999,102.385,110.088,119.348,127.603,138.225,151.645,162.755,177.077,193.43,203.13099999999997,210.48,221.80700000000002,235.68099999999998,235.588,248.75599999999997,258.85200000000003,273.5489,279.48,286.143,305.164,314.4133593
Iraq,Asia & the Pacific,https://cdn.countryflags.com/thumbs/iraq/flag-button-round-250.png,20.973000000000003,22.287,22.51,23.45,23.86,28.373178000000003,13.359353,21.912236,27.089582,26.663286,26.497928,25.981338,26.692943,26.743561,24.720878,27.19228,31.724815000000003,35.417406,26.605590999999997,30.696344,28.343179,30.591112,32.347414,35.305087,41.293343,41.702884000000005,42.221571999999995,47.76809,62.108842,71.17290799999999,75.32353499999999,86.317051,93.573771,99.921229
Ireland,Europe,https://cdn.countryflags.com/thumbs/ireland/flag-button-round-250.png,12.088,12.652000000000001,13.064,13.228,13.833,14.50060964,15.13572394,15.99887928,16.38194822,17.0880753,17.84221102,19.1584479,19.95659154,21.15480718,22.0139618,23.98231604,24.96049208,25.199535100000002,25.2395423,25.59760674,25.98322814,27.50440028,28.73812197,30.26241785,28.35156571,28.68856655,27.47822435,27.6048321,26.14668559,26.31870485,28.38863708,30.418000000000003,30.870413,31.133785999999997
Israel,Asia & the Pacific,https://cdn.countryflags.com/thumbs/israel/flag-button-round-250.png,15.4314,16.0342,17.677,19.3525,20.4533,20.8976,21.5141,24.6862,25.9997,28.3157,30.436999999999998,32.5694,35.111,37.9764,39.2275,42.9575,43.8382,45.4279,47.0476,48.4711,49.8334,51.8112,55.1071,55.8315,55.3072,58.486000000000004,59.2767,62.9655,61.3681,61.295,64.2747,67.2541,67.5791,69.0041
Italy,Europe,https://cdn.countryflags.com/thumbs/italy/flag-button-round-250.png,185.74,192.33,201.372,203.56099999999998,210.75,216.891,222.041,226.243,222.78799999999998,231.803,241.48,244.49099999999999,251.46200000000002,259.76099999999997,265.657,276.629,278.995,284.401,293.865,303.32099999999997,303.672,314.0903,313.9,319.13,292.642,302.0622,302.5699,299.2759,289.8032,279.8285,282.994,289.7682,295.83,289.7084
Jamaica,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/jamaica/flag-button-round-250.png,"","","","","","","","","","","","","","","",6.2219999999999995,6.264,6.524,6.7250000000000005,6.795,6.989,7.038,5.603,3.995,4.1530000000000005,4.079,4.125,3.7809999999999997,3.785,3.9,3.899,4.125,4.159,4.159
Japan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/japan/flag-button-round-250.png,671.953,676.363,719.085,753.7280000000001,799.7689999999999,881.5,911.303,916.7869999999999,926.1030000000001,984.493,1010.88,1029.857,1054.864,1059.663,1079.142,1099.671,1083.142,1103.0810000000001,1092.595,1121.193,1153.062,1164.348,1180.109,1183.72,1114.003,1156.0230000000001,1104.183,1106.879941,1087.759547,1062.7288199999998,1030.11431,1030.274526,1042.627354,1056.2275550000002
Jordan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/jordan/flag-button-round-250.png,"","","","","","","","","","","","","","","",6.935,7.094,7.646999999999999,7.5169999999999995,8.432,9.078,10.455,12.222999999999999,13.011000000000001,13.419,13.893999999999998,13.770999999999999,15.603000000000002,16.23,17.130000000000003,17.883,18.602,19.599,19.599
Kazakhstan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kazakhstan/flag-button-round-250.png,81.263,85.094,88.49,88.417,89.65700000000001,87.37899999999999,85.99,83.166,77.889,66.777,66.73899999999999,58.747,52.0,49.8,47.3,51.6350914,55.3840027,58.3305501,63.8663626,66.9423699,67.9197296,71.6684605,76.6209469,80.3477922,78.7291319,82.6464953,86.5855045,90.6138942,92.61572009999999,94.6432429,91.6451167,94.64238399999999,103.1279558,107.2688078
Kenya,Africa,https://cdn.countryflags.com/thumbs/kenya/flag-button-round-250.png,"","","","","","","","","","","","","","","",4.054,4.593,4.752,5.098,5.452999999999999,5.862,6.324000000000001,6.529999999999999,6.417,6.5809999999999995,7.231,7.534999999999999,7.943999999999999,8.476999999999999,8.018,9.623000000000001,9.917000000000002,10.112,11.256
Kiribati,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kiribati/flag-button-round-250.png,"","","","","","","","","","","","","","","",0.013,0.011,0.013,0.016,0.019,0.021400000000000002,0.0224,0.0224,0.021500000000000002,0.021500000000000002,0.0237,0.0247,0.0248,0.0248,0.025,0.028,0.030000000000000002,0.030000000000000002,0.030000000000000002
Kuwait,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kuwait/flag-button-round-250.png,15.417,16.935,18.092,19.599,21.085,18.477,10.78,16.885,20.178,22.802,23.724,25.475,26.724,29.984,31.576,32.323,34.299,36.361999999999995,39.802,41.256,43.733999999999995,47.607,48.753,51.748999999999995,53.218,57.083,57.457,62.655,60.9822,65.1433,68.2931,70.133814,72.854334,74.18620059999999
Kyrgyzstan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kyrgyzstan/flag-button-round-250.png,"","","","","","","","","","","","","","","",15.707999999999998,14.661999999999999,12.84,15.317,16.038,14.637,14.274999999999999,14.577,11.588,10.929,11.929,14.956,14.967,13.855,14.363,12.803,13.041,15.293,15.366999999999999
Laos,Asia & the Pacific,https://cdn.countryflags.com/thumbs/laos/flag-button-round-250.png,"","","","","","","","","","","","","","","",3.277,3.297,3.212,2.832,2.998,3.51,3.6,3.37,3.72,3.37,8.365,12.839,12.926400000000001,15.361,15.131000000000002,16.031,25.253999999999998,27.881,27.881
Latvia,Europe,https://cdn.countryflags.com/thumbs/latvia/flag-button-round-250.png,4.961,5.184,5.937,5.11,5.801,6.648,5.644,3.8339999999999996,3.924,4.44,3.9789999999999996,3.1260000000000003,4.506,5.797000000000001,4.11,4.136,4.28,3.975,3.975,4.689,4.906000000000001,4.891,4.771,5.274,5.569,6.627000000000001,6.093999999999999,6.167000000000001,6.209,5.141,5.5329999999999995,6.425,7.531189,6.724875
Lebanon,Asia & the Pacific,https://cdn.countryflags.com/thumbs/lebanon/flag-button-round-250.png,"","","","","","","","","","","","","","","",9.195,9.574,11.051,11.981,11.786,11.74,10.948,11.377,12.573,12.975999999999999,14.812,15.423,13.988,16.505,16.89,18.019000000000002,18.333000000000002,19.05,19.05
Lesotho,Africa,https://cdn.countryflags.com/thumbs/lesotho/flag-button-round-250.png,"","","","","","","","","","","","","","","",0.288,0.285,0.314,0.325,0.297,0.459,0.525,0.554,0.584,0.648,0.694,0.49,0.486,0.515,0.52,0.53,0.503,0.5,0.5
Liberia,Africa,https://cdn.countryflags.com/thumbs/liberia/flag-button-round-250.png,"","","","","","","","","","","","","","","",0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.25,0.25,0.25,0.25,0.28,0.28,0.28,0.28,0.29,0.38,0.4,0.4
Libya,Africa,https://cdn.countryflags.com/thumbs/libya/flag-button-round-250.png,"","","","","","","","","","","","","","","",14.566,15.144,16.479,17.806,18.99,21.312,23.269,24.66,28.878,29.182,30.605,24.439,32.219,35.639,35.468,35.261,34.245000000000005,34.59,34.59
Liechtenstein,Europe,https://cdn.countryflags.com/thumbs/liechtenstein/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lithuania,Europe,https://cdn.countryflags.com/thumbs/lithuania/flag-button-round-250.png,20.962,22.416,22.755,26.0,29.158,28.405,29.363000000000003,18.707,14.105,9.998,13.84,16.789,14.860999999999999,17.63,13.535,11.425,14.737,17.721,19.488,19.274,14.7843,12.4819,14.007,14.01,15.3576,5.7486,4.8216,5.0424,4.7615,4.3969,4.9329,4.2657,4.1872,3.2794
Luxembourg,Europe,https://cdn.countryflags.com/thumbs/luxembourg/flag-button-round-250.png,0.939045,1.020386,1.036332,1.333588,1.380315,1.3769999999999998,1.415,1.198,1.067,1.147,1.23,1.256,1.26,1.295517,1.022008,1.166291,1.621117,3.698743,3.621422,4.13215,4.129123,4.333512000000001,4.001358,3.5570910000000002,3.8783790000000002,4.591276000000001,3.716293,3.8169730000000004,2.889128,2.9649810000000003,2.76608,2.19758,2.235068,2.200918
Macao,Asia & the Pacific,https://image.flaticon.com/icons/svg/197/197493.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Macedonia,Europe,https://cdn.countryflags.com/thumbs/macedonia/flag-button-round-250.png,"","","","","",5.757999999999999,5.77,6.065,5.18,5.939,6.132000000000001,6.641,6.733,7.047999999999999,6.8629999999999995,6.811,6.362,6.091,6.7379999999999995,6.667000000000001,6.942,7.006,6.497999999999999,6.311,6.827999999999999,7.26,6.7589999999999995,6.2620000000000005,6.094071,5.373693,5.6461440000000005,5.629506,5.6002160000000005,5.60717
Madagascar,Africa,https://cdn.countryflags.com/thumbs/madagascar/flag-button-round-250.png,"","","","","","","","","","","","","","","",0.78,0.886,0.8660000000000001,0.99,1.1,1.111,1.134,1.184,1.232,1.2349999999999999,1.315,1.391,1.476,1.552,1.612,1.542,1.822,1.6920000000000002,1.6920000000000002
Malawi,Africa,https://cdn.countryflags.com/thumbs/malawi/flag-button-round-250.png,"","","","","","","","","","","","","","","",1.2409999999999999,1.269,1.332,1.351,1.4889999999999999,1.5199999999999998,1.554,1.585,1.7299999999999998,1.714,1.95,2.005,2.08,2.072,2.171,2.153,2.184,2.045,2.045
Malaysia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/malaysia/flag-button-round-250.png,14.944,16.131,17.421,19.352,21.515,23.016,26.552,31.38110801,34.87734917,39.7542047,46.57450009,53.40937387,59.93525469,64.14126657,68.16969828,69.90527358,75.77568516,80.88,83.3,96.06,98.75,103.994,108.539,113.823,116.11399999999999,125.045,127.069,134.077,140.98501000000002,147.461,150.123,156.665,160.634,167.3255823
Maldives,Asia & the Pacific,https://cdn.countryflags.com/thumbs/maldives/flag-button-round-250.png,"","","","","","","","","","","","","","","",0.098,0.109,0.118,0.133,0.15,0.174,0.199,0.232,0.265,0.28200000000000003,0.24209999999999998,0.2672,0.28200000000000003,0.287,0.309,0.365,0.343,0.424,0.424
Mali,Africa,https://cdn.countryflags.com/thumbs/mali/flag-button-round-250.png,"","","","","","","","","","","","","","","",0.399,0.402,0.404,0.43400000000000005,0.45,0.782,0.837,0.823,1.0,1.123,1.2930000000000001,1.389,1.645,2.6979999999999995,2.2889999999999997,2.324,2.488,2.59,2.59
Malta,Europe,https://cdn.countryflags.com/thumbs/malta/flag-button-round-250.png,"","","","","","","","","","","","","","","",1.917,1.943,2.052,2.236,2.216,2.24,2.261,2.296,2.312,2.168,2.11368,2.1789,2.2936609999999997,2.2514469999999998,2.24489,1.3046929999999999,0.858525,1.644517,1.644517
Marshall Islands,Asia & the Pacific,https://cdn.countryflags.com/thumbs/marshall-islands/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mauritania,Africa,https://cdn.countryflags.com/thumbs/mauritania/flag-button-round-250.png,"","","","","","","","","","","","","","","",0.23,0.278,0.501,0.475,0.518,0.499,0.453,0.478,0.5469999999999999,0.58,0.632,0.83,0.911,0.9390000000000001,0.983,1.14,1.2209999999999999,1.176,1.176
Mauritius,Africa,https://cdn.countryflags.com/thumbs/mauritius/flag-button-round-250.png,"","","","","","","","","","","","","","","",1.681,1.801,1.8410000000000002,1.971,2.05,2.145,2.214,2.321,2.4379999999999997,2.457,2.566,2.599,2.663,2.7489999999999997,2.7960000000000003,2.857,2.8979999999999997,3.0069999999999997,3.0069999999999997
Mexico,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/mexico/flag-button-round-250.png,96.20753203,99.58989531,106.1654011,112.23082350000001,120.04716090000002,117.59154299999999,128.57117140000003,132.2756645,134.64251940000003,146.127562,150.3562987,156.5909313,166.748445,181.0591201,189.9785806,203.628061,210.212142,215.72227149999998,224.9030835,235.396556,247.97075099999998,256.2249605,263.249536,269.299748,267.753583,275.5674024,292.14324189999996,296.39595380000003,297.1178488,303.3158327,310.34964249999996,320.3447225,329.0853547,349.2988892
Moldova,Europe,https://cdn.countryflags.com/thumbs/moldova/flag-button-round-250.png,"","","","","","","","","","","","","","","",5.307,5.636,5.439,5.616,5.4719999999999995,5.635,5.727,5.551,5.68,5.844,5.7669999999999995,5.4559999999999995,5.467,4.256,5.075,5.702999999999999,5.516,4.683,5.083
Monaco,Europe,https://cdn.countryflags.com/thumbs/monaco/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mongolia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/mongolia/flag-button-round-250.png,"","","","","","","","","","","","","","","",2.82,2.892,2.987,3.017,3.187,3.3054,3.4344,3.6074,3.9034,3.9514,4.058999999999999,4.268,4.532,4.7250000000000005,5.065,5.195,5.339,5.6899999999999995,5.6899999999999995
Montenegro,Europe,https://symondsflags.com/wp-content/uploads/2014/09/montenegro-flag.jpg,"","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,2.863,2.0789999999999997,2.7359999999999998,2.698,3.9189999999999996,2.557,2.747,3.834,3.0700000000000003,2.8970000000000002,3.045,2.391,3.618
Morocco,Africa,https://cdn.countryflags.com/thumbs/morocco/flag-button-round-250.png,7.345,7.763999999999999,8.001,8.984,9.024,9.628,9.205,9.719,9.91,11.47,12.092,12.538,13.593,12.968,12.895,12.863,15.046,15.228,16.52,17.5715,19.7232,20.451,20.313,20.9906,21.6553,23.6834,25.3556,27.6585,28.1207,29.2785,30.32097868,30.715999999999998,31.630896999999997,34.441907
Mozambique,Africa,https://cdn.countryflags.com/thumbs/mozambique/flag-button-round-250.png,"","","","","","","","","","","","","","","",9.604,11.778,12.615,10.834999999999999,11.632,13.196,14.63,15.955,15.024,16.837,16.553,16.729,15.082099999999999,14.7924,18.857000000000003,22.026,21.328,16.737000000000002,16.737000000000002
Myanmar,Asia & the Pacific,https://cdn.countryflags.com/thumbs/myanmar/flag-button-round-250.png,"","","","","","","","","","","","","","","",4.905,4.499,4.99,5.377000000000001,5.393,5.807,5.962999999999999,6.198,6.43,6.811,7.3486,9.657,10.482999999999999,11.963,13.762999999999998,15.523,17.367,21.792,21.792
Namibia,Africa,https://cdn.countryflags.com/thumbs/namibia/flag-button-round-250.png,"","","","","","","","","","","","","","","",1.3980000000000001,1.362,1.4469999999999998,1.51,1.587,1.672,1.6780000000000002,1.592,1.642,1.472,1.291,1.4149999999999998,1.626,1.3149999999999997,1.4829999999999999,1.52,1.404,1.644,1.644
Nauru,Asia & the Pacific,https://cdn.countryflags.com/thumbs/nauru/flag-button-round-250.png,"","","","","","","","","","","","","","","",0.031,0.028,0.028,0.029,0.029,0.03,0.031,0.02,0.019,0.021,0.023,0.023,0.024,0.023,0.024,0.024,0.025,0.025,0.025
Nepal,Asia & the Pacific,https://cdn.countryflags.com/thumbs/nepal/flag-button-round-250.png,"","","","","","","","","","","","","","","",1.679,1.8559999999999999,2.1149999999999998,2.244,2.391,2.501,2.717,2.772,2.794,3.095,3.1830000000000003,3.4659999999999997,3.529,3.497,3.7749999999999995,3.443,4.220000000000001,4.668,4.668
Netherlands,Europe,https://cdn.countryflags.com/thumbs/netherlands/flag-button-round-250.png,62.975,67.17,68.44800000000001,69.654,73.081,71.892,74.282,77.23100000000001,76.992,79.67699999999999,81.063,85.234,86.65899999999999,92.006273,87.617304,90.180577,94.07242600000001,95.082892,98.140305,102.144798,100.76871,98.834621,105.16416100000001,108.20277800000001,113.502778,118.13888899999999,112.96593500000002,102.505526,100.875336,103.417851,110.08651200000001,115.170275,117.260034,114.468322
New Zealand,Oceania,https://cdn.countryflags.com/thumbs/new-zealand/flag-button-round-250.png,28.46497884,29.34507348,29.75259743,31.08619557,31.358,32.26426326,33.29693842,32.89767141,34.27523128,34.85192043,36.06116041,36.47307686,37.10896981,37.61071742,37.81813822,39.24733185,39.57073622,40.62960909,40.77828971,42.70262198,42.90165962,43.44884013,43.79824342,43.83461839,43.4362254,44.85897586,44.414264,44.24731787,43.25265863,43.53789831,44.22420178,43.70004424,44.19239965,44.24860702
Nicaragua,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/nicaragua/flag-button-round-250.png,"","","","","","","","","","","","","","","",2.1291,2.3402,2.7043,2.6085000000000003,2.6996,3.0079000000000002,3.1,2.9290000000000003,3.229,3.556,3.518,3.6740000000000004,3.8979999999999997,4.051,4.341,4.455,4.48,4.424,4.474
Niger,Africa,https://cdn.countryflags.com/thumbs/niger/flag-button-round-250.png,"","","","","","","","","","","","","","","",0.178,0.156,0.172,0.18,0.189,0.219,0.206,0.209,0.212,0.239,0.273,0.321,0.375,0.417,0.417,0.499,0.495,0.519,0.519
Nigeria,Africa,https://cdn.countryflags.com/thumbs/nigeria/flag-button-round-250.png,"","","","","","","","","","","","","","","",14.144,14.844,20.676,19.358,23.237,22.528,22.049,21.924,20.143,18.83,24.889,25.723,27.304000000000002,27.48,30.633,30.828,30.23,30.62,30.62
North Korea,Asia & the Pacific,https://cdn.countryflags.com/thumbs/north-korea/flag-button-round-250.png,"","","","","","","","","","","","","","","",18.746000000000002,19.518,19.122,20.325,21.281,22.195500000000003,21.721600000000002,20.8956,22.517699999999998,20.4873,21.0354,18.7354,18.761400000000002,17.9324,17.4914,13.4244,16.5634,16.061,16.061
Norway,Europe,https://cdn.countryflags.com/thumbs/norway/flag-button-round-250.png,103.292,97.28399999999999,104.28299999999999,110.02,119.197,121.848,111.009,117.506,120.095,113.488,123.193,104.755,111.63600000000001,116.98299999999999,122.66,142.984,121.92,130.6,107.274,110.602171,138.072621,121.4,137.164,142.109,131.773,123.63,127.632,147.716,133.975,141.967,144.511,148.989,149.40200000000002,147.05700000000002
Oman,Asia & the Pacific,https://cdn.countryflags.com/thumbs/oman/flag-button-round-250.png,2.888,3.617,3.884,4.408,4.707,4.501,4.625,5.113,5.832999999999999,6.1979999999999995,6.5,6.8020000000000005,7.318,8.2,8.413,9.111,9.737,10.331,10.714,11.499,12.648,13.585,14.443,16.048,18.4453,19.8187,21.8709,25.017303,26.240022999999997,29.137095000000002,32.75802,34.2277,36.126,37.667
Pakistan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/pakistan/flag-button-round-250.png,28.825,32.348,36.347,40.671,42.806000000000004,45.985,50.22,53.575,57.012,57.923,63.75,67.565,62.481,66.396,65.30199999999999,63.735,70.6485,74.431,76.986,82.3055,88.76422142,96.72001289,99.38099638,93.18835854,98.82775657,99.38471901,100.6214229,99.46126083,101.76445240000001,106.20157649999999,106.71544180000001,120.0082479,122.547821,136.0122268
Palau,Asia & the Pacific,https://cdn.countryflags.com/thumbs/palau/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Palestine,Asia & the Pacific,https://vectorflags.s3-us-west-2.amazonaws.com/flags/ps-circle-01.png,"","","","","","","","","","","","","","","",0.0,0.033,0.14,0.321,0.371,0.47,0.324,0.392,0.4,0.47,0.445,0.535,0.433,0.502,0.317,0.475,0.465,0.472,0.472
Panama,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/panama/flag-button-round-250.png,"","","","","","","","","","","","","","","",4.766,4.9430000000000005,5.147,5.384,5.606,5.665,5.862,6.328,6.241,6.732,7.151,7.559,8.358,8.68,8.991,10.02,10.603,10.79,11.384999999999998
Papua New G.,Asia & the Pacific,https://cdn.countryflags.com/thumbs/papua-new-guinea/flag-button-round-250.png,"","","","","","","","","","","","","","","",2.115,2.585,2.77,3.097,3.1740000000000004,3.3325,3.2545,3.3395,3.2735000000000003,3.3454999999999995,3.3875,3.5234999999999994,3.2215,3.4095,3.6155,3.612,3.875,3.931,3.931
Paraguay,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/paraguay/flag-button-round-250.png,"","","","","","","","","","","","","","","",52.969,44.876,47.744,51.269,51.417,50.657000000000004,53.249,53.191,54.912,54.41,53.525,57.05,59.633,59.903,54.866,55.330999999999996,63.287,59.22800000000001,58.75300000000001
Peru,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/peru/flag-button-round-250.png,12.110999999999999,12.948,14.005999999999998,13.552,13.727,13.808,14.482000000000001,13.122,14.808,15.866,16.8801,17.2798,17.9534,18.5825,19.0496,19.9227,20.7857,21.9823,22.9234,24.267,25.5097,27.3698,29.943,32.4631,32.9447,35.908,38.8065,41.036,43.3302,45.5498,48.27,51.662,52.70005332,54.89315716
Philippines,Asia & the Pacific,https://cdn.countryflags.com/thumbs/philippines/flag-button-round-250.png,22.766,20.974,22.642,24.539,25.573,26.326999999999998,25.649,25.87,26.579,30.459,33.554,36.707,39.797,41.578,41.431999999999995,45.29,47.049,48.467436,52.940537,55.95743,56.56774,56.784130000000005,59.611788,60.820985,61.934431999999994,67.74275899999999,69.17565,72.922011,75.265842,77.260997,82.413213,90.797891,94.370341,99.76471786
Poland,Europe,https://cdn.countryflags.com/thumbs/poland/flag-button-round-250.png,137.714,140.29399999999998,145.833,144.34,145.464,136.311,134.714,132.75,133.86700000000002,135.347,139.006,143.173,142.79,142.789,142.128,145.184,145.616,144.126,151.631,154.159,156.936,161.74200000000002,159.34799999999998,155.3054,151.72,157.658,163.548,162.139,164.55700000000002,159.058,164.94400000000002,166.63400000000001,170.465,170.03900000000002
Portugal,Europe,https://cdn.countryflags.com/thumbs/portugal/flag-button-round-250.png,18.9,20.355,20.135,22.489,25.808000000000003,28.5,29.871,30.087,31.205,31.381,33.264,34.52,34.207,38.984,43.287,43.763999999999996,46.50899999999999,46.107,46.852,45.105,46.575,49.041000000000004,47.253,45.968999999999994,50.207,54.093,52.465,46.613,51.671630799999996,52.80212784,52.42086645,60.278,59.433,59.63601
