country,category,url,Jan 21,Jan 22,Jan 23,Jan 24,Jan 25,Jan 26,Jan 27,Jan 28,Jan 29,Jan 30,Jan 31,Feb 01,Feb 02,Feb 03,Feb 04,Feb 05,Feb 06,Feb 07,Feb 08,Feb 09,Feb 10,Feb 11,Feb 12,Feb 13,Feb 14,Feb 15,Feb 16,Feb 17,Feb 18,Feb 19,Feb 20,Feb 21,Feb 22,Feb 23,Feb 24,Feb 25,Feb 26,Feb 27,Feb 28,Feb 29,Mar 01,Mar 02,Mar 03,Mar 04,Mar 05,Mar 06,Mar 07,Mar 08,Mar 09,Mar 10,Mar 11,Mar 12,Mar 13,Mar 14,Mar 15,Mar 16,Mar 17,Mar 18,Mar 19,Mar 20,Mar 21,Mar 22,Mar 23,Mar 24,Mar 25,Mar 26,Mar 27,Mar 28
Afghanistan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/afghanistan/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02568822544993633,0.02568822544993633,0.02568822544993633,0.02568822544993633,0.02568822544993633,0.02568822544993633,0.02568822544993633,"","","","","",0.10275290179974532,"","",0.17981757814955432,"","","",0.2568822544993633,0.4110116071989813,0.5394527344486629,0.5651409598985992,0.5651409598985992,0.5651409598985992,0.6165174107984719,0.6165174107984719,0.8733996652978353,1.0275290179974532,1.0789054688973259,1.9266169087452247,1.9266169087452247,2.337628515944206
Albania,Europe,https://cdn.countryflags.com/thumbs/albania/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.6949753283758426,2.0849259851275277,3.474876641879213,3.8223643060671346,7.99221627632219,11.467092918201404,13.20453123914101,14.594481895892695,17.72187087358399,19.11182153033567,20.501772187087358,24.32413649315449,24.32413649315449,26.40906247828202,30.926402112724997,34.74876641879213,42.74098269511432,50.733198971436515,60.46285356869831,64.63270553895336
Algeria,Africa,https://cdn.countryflags.com/thumbs/algeria/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022804474684900884,0.022804474684900884,0.022804474684900884,0.022804474684900884,0.022804474684900884,0.06841342405470265,"",0.11402237342450441,0.2736536962188106,0.387676069643315,"","",0.45608949369801766,"","",0.45608949369801766,0.5473073924376212,0.5929163418074229,0.8437655633413327,1.0946147848752423,1.368268481094053,1.368268481094053,1.6647266519977644,1.8699669241618724,2.143620620380683,2.143620620380683,2.32605641785989,4.310045715446267,5.267833652212104,6.020381316813833,6.9553647788947695,6.9553647788947695
Andorra,Europe,https://cdn.countryflags.com/thumbs/andorra/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12.942470717660001,"","","","","","","","","","",25.884941435320002,"",64.7123535883,181.19459004724,181.19459004724,685.9509480359801,970.6853038245001,970.6853038245001,1138.93742315408,1462.49919109558,1721.34860544878,2122.5651976962404,2433.1844949200804,2899.11344075584,3455.6396816152205
Angola,Africa,https://cdn.countryflags.com/thumbs/angola/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0608526651094064,0.0608526651094064,0.0608526651094064,0.0608526651094064,0.0608526651094064,0.0912789976641096,0.1217053302188128
Antigua & Barbuda,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/antigua-and-barbuda/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10.211584020913325,"","","","","",10.211584020913325,10.211584020913325,10.211584020913325,10.211584020913325,30.63475206273997,30.63475206273997,71.48108814639326,71.48108814639326
Argentina,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/argentina/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.022125961016225035,"",0.04425192203245007,0.17700768812980028,0.1991336491460253,0.2655115321947004,"",0.42039325930827565,"",0.685904791502976,0.7522826745516511,0.9956682457301265,1.2390538169086018,1.4381874660546272,1.7479509202817776,2.146218218573828,2.8321230100768044,3.495901840563555,4.978341228650633,5.885505630315859,6.659914265883735,8.562746913279089,11.107232430144967,13.032191038556546,15.266913101195273
Armenia,Europe,https://cdn.countryflags.com/thumbs/armenia/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3374691300113322,0.3374691300113322,"","","","","","","","","",1.3498765200453289,2.0248147800679934,4.387098690147319,6.749382600226644,10.124073900339967,17.548394760589275,26.322592140883913,38.808949951303205,41.17123386138253,45.89580168154118,53.99506080181315,64.11913470215312,65.46901122219845,89.42931945300303,97.86604770328634,111.0273437737283,125.53851636421558
Australia,Oceania,https://cdn.countryflags.com/thumbs/australia/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.03921586928189979,0.15686347712759915,0.15686347712759915,0.15686347712759915,0.15686347712759915,0.23529521569139872,0.2745110849732985,0.3529428235370981,0.4313745621008977,0.4313745621008977,0.4313745621008977,0.47059043138279744,0.5098063006646972,0.549022169946597,0.549022169946597,0.549022169946597,0.549022169946597,0.549022169946597,0.549022169946597,0.549022169946597,0.5882380392284968,0.5882380392284968,0.5882380392284968,0.5882380392284968,0.5882380392284968,0.5882380392284968,0.5882380392284968,0.6666697777922964,0.8235332549198956,0.8627491242017954,0.8627491242017954,0.8627491242017954,0.8627491242017954,0.9019649934836952,0.9019649934836952,0.9803967320474947,1.0196126013293945,1.1372602091750939,1.294123686302693,1.6078506405578914,2.039225202658789,2.3137362876320875,2.4705997647596867,2.9019743268605844,3.137269542551983,3.9215869281899787,4.392177359572776,4.941199529519373,6.117675607976367,7.725526248534258,9.764751451193048,11.686329046006136,14.705950980712421,17.804004653982503,22.15696614427338,27.80405132086695,34.27466975238041,43.059024471525966,67.01992060276673,71.49052970090331,95.02005127004318,95.02005127004318,124.15744214649473,132.47120643425748
Austria,Europe,https://cdn.countryflags.com/thumbs/austria/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2220643098241251,0.2220643098241251,0.5551607745603128,0.7772250843844378,1.1103215491206255,1.5544501687688757,1.9985787884171258,2.664771717889501,3.219932492449814,4.552318351394565,8.216379463492627,10.992183336294191,11.32527980103038,14.545212293480192,20.207852193995382,27.313910108367384,40.08260792325458,55.96020607567952,72.72606146740097,95.48765322437379,112.80866939065554,147.8948303428673,182.75892698525493,243.82661218688935,294.12417836205367,335.7612364540771,403.1577544856991,498.09024693551254,586.4718422455144,653.7573281222243,780.4450168768876,854.6144963581454
