country,url,category,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Bermuda,https://dynamospanish.com/wp-content/uploads/flags/images/Bermuda/2/large/Bermuda.png,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.999706185164,77.2691870746085,76.480186266016,75.4166518435904,77.2607832126178,,,,
Bhutan,https://dynamospanish.com/wp-content/uploads/flags/images/Bhutan/2/large/Bhutan.png,Asia & the Pacific,,,,,,,,,,,,,,,,,,,,,51.3479721963706,63.4785237107963,61.3938858648206,57.8312359709116,58.0612021643078,66.1305839633803,70.0522366391781,61.6385014393624,77.1890437745484,66.0154058796114,57.4829835555202,72.2810297721311,87.8903326587381,75.6620331296629,68.9547840069737,80.3984622015262,81.1564493428122,82.0206934423105,82.5175996793296,81.8156737632596,77.6648452193735,74.0343279489531,73.2002665133737,76.3574133686125,93.1919117073726,102.698072971288,113.597305079224,112.264075886168,106.749451994739,106.906126982571,113.183993820434,111.691583284285,101.763927226458,102.735475201749,93.6226199498435,94.9550445806489,82.8111555551281,74.0319426718031
Bolivia,https://dynamospanish.com/wp-content/uploads/flags/images/Bolivia/2/large/Bolivia.png,Latin America & the Caribbean,32.6121801927315,31.3443140187853,32.4062563967302,34.7256449489859,34.9287430527115,37.045854293376,38.1057244680236,39.6004836104236,49.0857569387232,49.7398062739261,48.9490235021516,45.7968341785769,45.1315789473684,56.0321291496854,62.0901346785323,58.154952408662,57.5609577639979,56.4206190675276,52.7033855482567,51.5707792927613,46.8130067540957,46.2197717378319,58.4682612528799,52.3558215449165,49.474733747021,41.8927645575655,47.0313619243896,43.622659299485,41.9062514460229,45.6546787096107,46.7032732211903,48.4449664982379,49.1108569698764,47.4671274983013,48.8608514107981,49.7379857027158,49.8562911066617,50.4696634073311,52.2811617688536,44.1682546423174,45.5977751096643,45.2278213515973,49.3502613371843,51.9678351389575,57.4642663162886,67.6419424916322,74.5378491112511,76.0619116458958,82.8670211992063,68.6270745184224,75.5116265414044,82.4803951341058,84.9487612540949,81.2309073172861,85.264469812741,67.9328449414657,56.4010345452952,56.7046528441721
Bosnia & Herzegovina,https://dynamospanish.com/wp-content/uploads/flags/images/Bosnia/2/large/Bosnia.png,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.847227683838,91.8796126648453,107.500043530726,100.630964756317,125.666609057011,121.820629357681,104.19061090981,104.318949933442,95.2767695073556,113.457846454851,109.74013133431,103.244773426647,98.0289377986729,83.5642764969633,86.1628773169201,73.7474978345482,80.9682123203619,87.8363496197781,88.1978712345139,87.8763814029585,90.5618503211591,87.8087488929385,87.7028958885129,86.9273441501429
Botswana,https://dynamospanish.com/wp-content/uploads/flags/images/Botswana/2/large/Botswana.png,Africa,65.9195781147001,69.7418276611398,72.7650318789505,76.3398001952537,77.387712439321,82.3170731707317,80.2168021680217,75.3873411098824,86.0,75.3375337533754,85.5692530819434,94.7136563876652,97.9150275373722,100.796695190322,105.698485212792,107.386255473063,116.707882534776,120.210387902696,120.584926884139,119.372942232864,119.501546297981,121.235392320534,123.836180087077,124.649064820936,118.773470717855,117.522808175582,117.459589590737,123.571753295954,114.451590222921,105.360864562126,104.847320396747,99.5583853464229,89.7512545868151,86.2082050096699,88.1806097283683,94.595171646002,90.955575275056,108.604415150755,101.841039320292,98.9290812021418,91.924729689918,87.5250655680957,91.8357740585774,85.8340425151264,90.9978228872631,88.5053520573505,86.3345889171215,95.1046388023392,96.715910335632,86.6860199052182,94.8997963219007,101.360470544953,108.651564255034,122.949083019171,114.772662617607,105.691407571108,97.129586567473,
Brazil,https://dynamospanish.com/wp-content/uploads/flags/images/Brazil/2/large/Brazil.png,Latin America & the Caribbean,14.1763320197361,14.6188670166801,9.05773411905174,18.1474542661017,12.0630092764625,13.2916862270444,12.8164043060117,11.5379421311238,12.6109104199433,13.1741168938292,14.4791954967734,14.5512801755657,16.103251255854,17.7732588226592,21.8968474924518,19.0441531301006,16.4683313792368,15.1701161077981,14.5399732261263,16.2994727376357,20.358560531222,19.2198034029422,15.8841617251626,20.4301627867509,21.4719722116083,19.343274227025,15.1711652325925,15.652605863759,16.5807547623932,14.3908776604293,15.1617555617525,16.5909166307269,19.2533435846423,19.5993162912733,19.3329054571035,16.9844599991956,15.6355914758682,16.5762092613247,16.4385849312059,20.9821664782285,22.6397613567941,26.936285022064,27.6183574022309,28.1403847231593,29.6782524787535,27.0867952848645,26.0416993764145,25.2926116961789,27.2575694583364,22.1059757365301,22.517407401784,23.7016558426572,24.7653050203956,25.5618602904671,24.68540581659,26.9536259376792,24.5742827331193,24.1197569541318
Brunei,https://dynamospanish.com/wp-content/uploads/flags/images/Brunei/2/large/Brunei.png,Asia & the Pacific,,,,,,,,,,,,,,,107.407690543536,113.485417268265,111.913768095333,110.722059241033,109.48541402428,109.199455478834,105.025773195876,106.856740202721,106.569503040929,107.25144327232,,,,,,97.0192105593723,99.0753800344774,106.849100860047,105.781364636831,106.526982212843,99.4874259170271,115.543964232489,120.573963676695,115.67966826487,107.87610619469,104.219571630114,103.171625469555,108.718870678156,108.747969082215,105.258467568502,100.589570685232,97.4576166216243,96.9411493596989,95.7504672644039,105.913844072184,108.572636487672,95.3718566078117,99.5365403596103,105.637944796874,110.936878837404,99.3694492143503,84.8970637867027,87.31980112747,85.1768601780264
Bulgaria,https://dynamospanish.com/wp-content/uploads/flags/images/Bulgaria/2/large/Bulgaria.png,Europe,,,,,,,,,,,,,,,,,,,,,66.3964173548912,70.1610468042275,67.4993968221142,74.0878629932986,78.3773116646511,85.9973677186588,83.5035643944016,83.4076531631779,91.4617513059035,94.578970772527,69.847060845197,82.6823876197495,100.049800796813,84.0414854466377,90.7201293759513,101.827166456687,104.365860439255,87.3933849887679,79.1499976704819,90.9576853132472,78.2943375418042,79.6874800819486,75.854094811011,79.6250402264232,93.7806532245441,100.49703114617,111.859854826557,123.591902495903,124.844857942792,92.9411023225034,103.207329550242,117.761918795428,124.776338243109,129.714820345617,130.967946165628,128.066670580651,123.643921856923,131.122130849195
Burkina Faso,https://dynamospanish.com/wp-content/uploads/flags/images/Burkina_Faso/2/large/Burkina_Faso.png,Africa,20.7013700595553,21.2188624397492,21.2379483918704,21.2485012803128,14.3172756393415,16.0292171246163,16.7002191862921,18.8558132843739,21.4921288241186,22.3496083648567,21.5970104218475,25.442556614231,27.688726861213,29.231336311371,32.7936788935997,37.4993707069501,35.2134956783333,38.4035337580082,35.2192484844596,37.5285780653351,40.213028682332,40.7115242526657,39.8197514428109,37.4582972460124,39.7187056640872,40.9475469828696,37.9617294229875,39.4399463300075,38.1296822765951,32.3947599439306,35.4226504401749,33.7962364263647,28.3740163771975,29.6250839534616,39.2292222386411,40.7474714183407,38.1802977691941,37.4164187803511,40.9397835752562,33.6863261234128,34.5123824969857,32.3692329044732,30.8729064656754,30.7325181469586,37.1285844672402,35.5357195534817,36.9575709986318,35.4245345810243,36.3105384865982,40.4208553601654,48.8668309061283,58.1539870387695,62.6790476334154,67.2680508872433,60.8645087365644,62.3343770669398,62.0168473610495,62.8302616459157
Burundi,https://dynamospanish.com/wp-content/uploads/flags/images/Burundi/2/large/Burundi.png,Africa,25.8928574435131,27.5862079836929,29.5081958920413,21.8045114655597,26.1744966082609,22.8822529667839,23.7683401950761,22.6863662585732,23.662507797879,21.7532896713333,22.3097965544679,22.6074300410872,26.8094131157561,24.3489043362581,25.2873351845382,27.2774163190328,30.379360630475,34.8870291528506,31.9340935865245,36.8847861616734,32.1014455985716,31.1810462057784,37.1194209891435,33.7933398239583,35.056316693605,31.8135215539913,34.0388589004453,35.4835346628137,38.5439533047301,32.6893093927341,35.6481395516768,38.4225604772107,38.2261314127976,36.5429966027968,38.753523581475,40.2046264145201,21.5737222729,24.2753792298716,27.4400299850075,23.5397452788757,22.5537244890286,20.9640456147222,21.6738294069666,27.3763120796107,31.5761181816532,41.646805693479,54.1517904863709,41.4823120441688,47.4179182584123,49.9258729032171,48.0956962350074,47.0192045511925,46.4189800438818,41.6411735610248,41.3070022873188,35.9932017274101,38.1563092482199,
Cambodia,https://dynamospanish.com/wp-content/uploads/flags/images/Cambodia/2/large/Cambodia.png,Asia & the Pacific,35.8744376339762,31.5555559762963,36.7965350199584,38.0392140622838,30.656935960893,24.0131578947368,20.625,18.9910980919089,19.3029497344192,17.5059953297793,13.533834484708,,,,,,,,,,,,,,,,,,,,,,,48.7242577792075,64.4680319495873,77.7667280459137,69.161566797509,78.9346444576035,75.6194730028848,94.1768880777248,110.885295448284,113.743477123148,119.692936082198,123.080812205448,134.511417364277,136.831930064782,144.614453506074,138.26814686973,133.320259380131,105.138475373852,113.603718236027,113.581843528741,120.597437504514,130.046486672574,129.61223231027,127.86406699658,126.950028975988,124.894724770104
Cameroon,https://dynamospanish.com/wp-content/uploads/flags/images/Cameroon/2/large/Cameroon.png,Africa,,,,,,48.0200388004601,44.5719713285582,43.2045170269895,46.7567556880935,46.2425649164644,50.8799526410542,50.1761305204384,46.4776194884408,44.6908940961693,48.2380132418624,48.2279939031791,50.0072160573699,52.865708956373,51.7772264377123,49.32094171691,55.0161390869062,50.2811784137007,62.125393518961,59.701190873731,64.4720202512472,65.0245883756553,46.0058070249231,37.3202952689502,31.9946088568334,38.4764837848263,37.496445441126,34.6387793556715,38.8625921730277,26.4527129672592,40.0370182076818,38.250125031365,46.4377595525769,49.8427043213785,45.0164177945213,40.3668534421496,50.8528689657817,54.1251163572898,51.8428176260065,46.6414843441063,46.9350778401445,50.9685648032125,51.947128198212,58.4931759506943,61.9795982561109,47.7725181981599,49.1238553054146,56.9362989131295,56.3871141595805,55.6054771582752,55.0647944776196,49.8692069982459,41.9967286050772,36.9361194755839
Canada,https://dynamospanish.com/wp-content/uploads/flags/images/Canada/2/large/Canada.png,North America,35.1016149255244,35.804682056991,35.5754619200881,35.7025465590085,37.3421414767856,37.1892288290064,38.6433733658693,39.520996594418,41.1798979624839,42.3883808000031,41.3028289164877,40.47707640957,41.6431738006748,44.110426690141,47.9709393107144,45.7457385257029,44.1653433043191,45.6684338342554,48.791812808131,52.2050242281621,53.2960882602348,52.114697878901,46.6025291320749,46.689826562876,52.4748882655467,52.8621191587612,53.0824673467442,50.8698677800974,51.3631464395477,50.0493254372775,49.9670272742883,49.2020770736772,52.7174558217031,58.2448751557867,64.3982890588684,69.0974253684981,70.2995135486446,74.3850550170262,78.1588507353608,80.1939557332526,82.8577260109944,78.4063200073652,75.7326903481603,69.8434394532578,70.1805468539895,69.709843418761,67.9811849160338,66.1920443943943,66.9242305902937,58.348246898457,60.0607292686317,62.3286223912692,62.3971367253161,61.9733949150792,64.0576229285793,65.5277353225282,64.352107043654,64.0626529567679
Cape Verde,https://dynamospanish.com/wp-content/uploads/flags/images/Cape_Verde/2/large/Cape_Verde.png,Africa,,,,,,,,,,,,,,,,,,,,,84.0505820548006,92.1643874465166,102.115921882264,102.436767008033,100.473454957525,101.821285052255,93.0525241231483,83.8326188925635,76.2016248517583,81.43779264177,85.9515840306445,80.9539693096621,83.9398899681127,60.3064320023898,71.5634420456064,77.5155513809747,75.4899678573909,85.979346154719,81.8814137506275,80.9690199640443,87.5206083614917,92.1637224974152,101.089702293616,98.7683808076547,101.567169989502,104.343839857053,117.816697232822,102.224241904925,99.984369520233,88.0372351878299,94.438345997315,99.8491499689029,100.277141835777,95.3390887796444,101.046439704466,104.06608899284,97.9613771829406,103.070071179253
