country,category,url,Mar 01,Mar 02,Mar 03,Mar 04,Mar 05,Mar 06,Mar 07,Mar 08,Mar 09,Mar 10,Mar 11,Mar 12,Mar 13,Mar 14,Mar 15,Mar 16,Mar 17,Mar 18,Mar 19,Mar 20,Mar 21,Mar 22,Mar 23,Mar 24,Mar 25,Mar 26,Mar 27,Mar 28,Mar 29,Mar 30,Mar 31,Apr 01,Apr 02,Apr 03,Apr 04,Apr 05,Apr 06,Apr 07,Apr 08,Apr 09,Apr 10,Apr 11,Apr 12,Apr 13,Apr 14,Apr 15,Apr 16,Apr 17,Apr 18,Apr 19,Apr 20,Apr 21,Apr 22,Apr 23,Apr 24,Apr 25,Apr 26,Apr 27,Apr 28,Apr 29,Apr 30,May 01,May 02,May 03,May 04,May 05,May 06,May 07,May 08,May 09,May 10,May 11,May 12,May 13,May 14,May 15,May 16,May 17,May 18,May 19,May 20,May 21,May 22,May 23,May 24,May 25,May 26,May 27,May 28,May 29,May 30,May 31,Jun 01,Jun 02,Jun 03,Jun 04,Jun 05,Jun 06,Jun 07,Jun 08,Jun 09,Jun 10,Jun 11,Jun 12,Jun 13,Jun 14,Jun 15,Jun 16,Jun 17,Jun 18,Jun 19,Jun 20,Jun 21,Jun 22,Jun 23,Jun 24,Jun 25,Jun 26,Jun 27,Jun 28,Jun 29,Jun 30,Jul 01,Jul 02,Jul 03,Jul 04,Jul 05,Jul 06,Jul 07,Jul 08,Jul 09,Jul 10,Jul 11,Jul 12,Jul 13,Jul 14,Jul 15,Jul 16,Jul 17,Jul 18,Jul 19,Jul 20,Jul 21,Jul 22,Jul 23,Jul 24,Jul 25,Jul 26,Jul 27,Jul 28,Jul 29,Jul 30,Jul 31,Aug 01,Aug 02,Aug 03,Aug 04,Aug 05,Aug 06,Aug 07,Aug 08,Aug 09,Aug 10,Aug 11,Aug 12,Aug 13,Aug 14,Aug 15,Aug 16,Aug 17,Aug 18,Aug 19,Aug 20,Aug 21,Aug 22,Aug 23,Aug 24,Aug 25,Aug 26,Aug 27,Aug 28,Aug 29,Aug 30,Aug 31,Sep 01,Sep 02,Sep 03,Sep 04,Sep 05,Sep 06,Sep 07,Sep 08,Sep 09,Sep 10,Sep 11,Sep 12,Sep 13,Sep 14,Sep 15,Sep 16,Sep 17,Sep 18,Sep 19,Sep 20,Sep 21,Sep 22,Sep 23,Sep 24,Sep 25,Sep 26,Sep 27,Sep 28,Sep 29,Sep 30,Oct 01,Oct 02,Oct 03,Oct 04,Oct 05,Oct 06,Oct 07,Oct 08,Oct 09,Oct 10,Oct 11,Oct 12,Oct 13,Oct 14,Oct 15,Oct 16,Oct 17,Oct 18,Oct 19,Oct 20,Oct 21,Oct 22,Oct 23,Oct 24,Oct 25,Oct 26,Oct 27,Oct 28,Oct 29,Oct 30,Oct 31,Nov 01,Nov 02,Nov 03,Nov 04,Nov 05,Nov 06,Nov 07,Nov 08,Nov 09,Nov 10,Nov 11,Nov 12,Nov 13,Nov 14,Nov 15,Nov 16,Nov 17,Nov 18,Nov 19,Nov 20,Nov 21,Nov 22,Nov 23,Nov 24,Nov 25,Nov 26,Nov 27,Nov 28,Nov 29,Nov 30,Dec 01,Dec 02,Dec 03,Dec 04,Dec 05,Dec 06,Dec 07,Dec 08,Dec 09,Dec 10,Dec 11,Dec 12,Dec 13,Dec 14,Dec 15,Dec 16,Dec 17,Dec 18,Dec 19,Dec 20,Dec 21,Dec 22,Dec 23,Dec 24,Dec 25,Dec 26,Dec 27,Dec 28,Dec 29,Dec 30,Dec 31,Jan 01,Jan 02,Jan 03,Jan 04,Jan 05,Jan 06,Jan 07,Jan 08,Jan 09,Jan 10,Jan 11,Jan 12,Jan 13,Jan 14,Jan 15,Jan 16,Jan 17,Jan 18,Jan 19,Jan 20,Jan 21,Jan 22,Jan 23,Jan 24,Jan 25,Jan 26,Jan 27,Jan 28,Jan 29,Jan 30,Jan 31,Feb 01,Feb 02,Feb 03,Feb 04,Feb 05,Feb 06,Feb 07,Feb 08,Feb 09,Feb 10,Feb 11,Feb 12,Feb 13,Feb 14,Feb 15,Feb 16,Feb 17,Feb 18,Feb 19
Afghanistan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/afghanistan/flag-button-round-250.png,0.026,0.026,0.051,0.103,0.103,0.103,0.103,0.128,0.18,0.206,0.283,0.308,0.334,0.385,0.411,0.462,0.514,0.617,0.642,0.745,0.771,0.873,1.053,1.105,1.952,2.055,2.338,2.749,3.031,3.75,4.495,5.061,6.165,7.064,7.706,8.683,9.453,10.892,11.431,12.459,13.666,14.283,15.618,17.108,18.367,20.165,21.604,23.299,23.993,25.611,26.382,28.077,30.235,31.751,34.191,37.608,39.354,43.773,47.009,49.835,54.639,58.852,63.45,69.487,74.367,82.845,87.16,91.553,97.127,103.832,113.105,120.401,127.619,134.272,144.882,155.517,164.482,171.212,181.693,196.618,209.256,222.897,236.82,256.908,271.91,287.092,303.994,320.05,334.949,350.953,373.199,390.667,404.667,424.164,443.636,463.852,487.357,502.308,522.627,537.398,551.321,568.891,588.106,604.958,619.24,636.297,655.846,675.96,690.448,707.351,716.239,730.265,740.771,748.735,757.058,763.069,774.885,781.975,786.214,795.23,802.192,809.359,817.553,822.331,830.089,839.029,846.196,852.335,857.319,862.713,870.779,878.126,882.545,884.728,888.684,892.152,898.677,900.629,904.714,906.255,910.725,911.752,914.629,917.506,922.67,924.211,925.444,928.552,931.275,933.973,936.67,938.442,941.859,942.758,942.784,943.708,944.633,945.84,948.615,950.618,951.646,952.596,954.395,957.143,959.096,961.305,963.231,964.387,965.62,967.598,968.703,969.731,972.351,973.198,974.714,975.896,977.309,977.72,978.798,979.209,979.492,979.569,980.134,980.237,981.11,982.395,983.551,983.962,984.476,986.376,988.843,989.51,990.127,990.846,991.72,992.619,994.545,995.984,997.088,998.116,998.553,999.195,999.76,1002.971,1003.742,1004.307,1005.566,1006.208,1006.619,1006.773,1007.672,1007.98,1008.366,1008.725,1009.162,1009.29,1009.47,1010.6,1012.681,1014.325,1015.918,1017.665,1019.643,1019.9,1022.366,1024.19,1025.679,1027.375,1028.197,1029.79,1031.151,1032.667,1034.902,1037.008,1040.63,1043.61,1045.177,1047.258,1048.927,1051.599,1054.039,1056.942,1060.102,1061.797,1064.135,1066.087,1069.478,1071.918,1074.127,1077.236,1078.263,1079.753,1082.99,1086.535,1090.799,1094.55,1099.328,1103.797,1105.493,1110.759,1116.616,1122.087,1128.33,1134.829,1139.607,1143.203,1148.418,1155.662,1160.44,1165.834,1171.383,1174.543,1177.651,1184.638,1188.697,1194.913,1200.103,1203.159,1203.159,1209.196,1215.207,1220.602,1225.739,1229.207,1234.396,1236.015,1238.917,1246.573,1251.479,1257.49,1262.859,1268.433,1274.675,1276.217,1279.71,1284.745,1289.292,1295.534,1301.237,1305.219,1307.171,1311.101,1317.292,1319.09,1320.503,1323.612,1323.612,1323.612,1323.612,1361.759,1364.173,1364.173,1366.793,1370.004,1371.751,1374.037,1375.296,1376.478,1376.478,1381.384,1382.823,1385.572,1386.753,1388.757,1390.786,1394.306,1397.517,1399.572,1401.524,1402.449,1404.427,1406.43,1409.102,1410.052,1411.285,1413.058,1413.443,1414.368,1415.961,1417.322,1418.786,1419.66,1421.33,1421.458,1422.074,1422.717,1423.179,1423.641,1424.284,1425.003,1425.491,1426.056,1426.159,1426.724,1427.161,1427.623
Albania,Europe,https://cdn.countryflags.com/thumbs/albania/flag-button-round-250.png,,,,,,,,,0.695,3.475,4.17,7.992,11.467,13.205,14.594,17.722,19.112,20.502,22.239,24.324,26.409,30.926,36.139,42.741,50.733,60.463,64.633,68.455,73.667,77.49,84.44,89.999,96.254,105.636,115.713,125.443,131.003,133.088,138.995,142.122,144.555,150.462,154.979,162.277,165.057,171.659,179.999,187.296,190.423,195.288,202.933,211.62,220.307,230.384,235.597,247.411,252.276,255.751,260.616,266.176,268.608,271.735,274.168,276.253,279.033,284.94,289.11,292.585,295.365,297.449,301.619,303.009,304.399,305.789,312.044,318.299,324.206,328.723,329.418,329.766,334.978,336.716,340.885,343.665,346.793,348.878,357.565,364.862,373.897,381.889,389.881,395.093,397.178,404.476,411.425,415.943,421.155,428.105,432.97,438.877,451.386,465.981,481.27,492.043,508.722,528.529,552.505,580.999,598.374,621.308,638.682,657.099,681.771,693.238,711.307,734.589,761.693,788.45,809.646,834.665,856.905,880.881,896.518,925.012,956.286,979.568,1005.282,1029.953,1055.668,1079.297,1107.791,1139.065,1171.381,1200.222,1240.878,1274.237,1303.774,1338.175,1357.287,1392.731,1421.225,1449.371,1490.722,1514.351,1551.88,1588.019,1611.3,1655.084,1695.74,1736.396,1773.925,1805.893,1833.345,1875.043,1917.784,1952.881,1998.054,2046.355,2090.486,2137.397,2180.485,2227.743,2271.179,2319.828,2368.823,2422.337,2473.07,2522.76,2564.459,2605.81,2659.671,2714.574,2768.434,2821.252,2875.46,2928.279,2990.131,3043.644,3102.022,3156.23,3195.149,3224.338,3259.434,3305.65,3337.967,3380.36,3420.669,3463.41,3510.32,3563.486,3615.957,3667.037,3719.508,3773.716,3829.662,3886.65,3945.027,4003.058,4055.876,4105.914,4151.783,4195.219,4248.384,4303.635,4355.758,4401.279,4443.325,4489.888,4532.977,4570.505,4607.339,4653.207,4697.338,4742.859,4797.415,4852.665,4905.483,4957.259,5007.297,5062.2,5118.493,5177.219,5235.249,5292.585,5350.963,5410.383,5473.626,5544.166,5633.47,5733.894,5828.758,5926.402,6028.911,6133.505,6236.709,6341.65,6447.981,6552.922,6656.821,6756.898,6855.584,6963.653,7059.212,7170.06,7253.805,7367.433,7478.977,7611.37,7748.975,7895.267,8065.189,8237.195,8411.286,8593.717,8789.353,8965.529,9107.999,9278.268,9463.132,9670.582,9879.769,10120.926,10367.989,10641.115,10931.614,11187.713,11384.043,11660.296,11918.827,12142.609,12370.561,12594.69,12784.071,13074.223,13267.774,13556.884,13801.863,14073.598,14351.936,14645.91,14937.8,15179.304,15440.962,15702.273,16005.629,16284.314,16589.756,16863.576,17093.266,17374.383,17595.733,17869.206,18070.748,18257.697,18417.889,18564.528,18699.701,18874.487,19051.706,19243.867,19374.175,19547.571,19658.072,19857.53,20059.42,20264.091,20264.091,20498.645,20653.972,20718.257,20947.599,21199.527,21441.726,21675.586,21903.19,22098.478,22229.133,22457.085,22702.759,22932.101,23154.841,23356.731,23521.44,23622.906,23826.534,24059.351,24294.948,24551.741,24824.866,25114.323,25301.272,25606.713,25911.113,26219.334,26530.683,26843.77,27148.169,27448.746,27776.079,28125.999,28491.556,28869.97,29262.631,29653.207,29984.363,30414.9,30812.079,31196.053,31564.042,31964.348,32342.414,32611.717,32890.055,33263.604,33650.01,34022.17
Algeria,Africa,https://cdn.countryflags.com/thumbs/algeria/flag-button-round-250.png,0.023,0.068,0.114,0.274,0.274,0.388,0.388,0.433,0.456,0.456,0.456,0.547,0.593,0.844,1.095,1.231,1.368,1.688,1.984,2.052,3.17,4.584,5.245,6.02,6.887,8.369,9.327,10.353,11.653,13.318,16.328,19.315,22.485,26.704,28.528,30.102,32.451,33.477,35.849,37.992,40.159,41.618,43.648,45.221,47.205,49.258,51.721,55.141,57.787,59.953,61.983,64.103,66.361,68.573,71.31,74.251,77.125,80.203,83.214,87.752,91.355,94.73,97.945,102.027,105.995,110.328,113.954,118.173,122.437,126.747,130.51,134.341,138.355,142.596,146.906,151.171,155.549,160.065,164.215,168.229,171.991,176.233,180.566,185.013,189.414,193.906,198.331,201.979,205.172,208.296,211.329,214.225,216.939,219.516,221.956,224.191,226.562,229.185,231.557,234.088,236.756,239.082,241.477,243.962,246.516,249.002,251.556,254.201,256.961,259.629,262.343,265.239,268.431,271.829,275.387,279.309,283.802,289.275,295.728,302.684,309.48,317.142,325.465,334.245,343.663,353.469,363.526,374.085,384.917,395.612,406.102,415.999,426.717,437.732,448.997,461.015,473.649,486.99,500.513,514.218,526.418,540.261,553.647,567.193,581.149,596.542,610.339,623.862,637.91,652.55,666.552,680.28,693.119,705.798,717.543,729.105,741.237,753.802,766.823,778.887,791.156,801.805,814.393,825.613,836.901,848.03,858.908,869.603,879.865,889.945,899.5,908.69,918.063,927.39,936.534,945.474,954.55,962.987,971.904,980.957,989.783,998.403,1006.726,1014.662,1022.393,1029.804,1036.897,1043.829,1050.625,1057.307,1063.897,1070.396,1076.736,1082.939,1088.959,1094.774,1100.407,1105.926,1111.353,1116.644,1121.843,1126.838,1131.626,1136.256,1140.748,1145.104,1149.346,1153.428,1157.418,1161.067,1164.556,1167.886,1171.42,1175.115,1178.763,1182.344,1185.719,1188.934,1191.99,1194.932,1197.691,1200.838,1204.167,1207.269,1210.279,1216.049,1217.736,1221.955,1226.356,1231.396,1236.071,1240.609,1245.489,1250.347,1256.093,1262.387,1268.613,1274.314,1280.312,1286.606,1293.151,1300.448,1307.426,1314.701,1321.337,1328.862,1335.749,1344.985,1357.482,1372.122,1386.512,1399.761,1415.04,1429.681,1446.853,1465.347,1484.754,1504.525,1523.772,1543.384,1564.136,1586.986,1610.657,1633.986,1659.14,1682.377,1707.189,1730.107,1755.945,1779.319,1804.062,1828.189,1851.997,1875.007,1897.309,1919.042,1940.296,1959.52,1977.832,1995.437,2012.54,2025.607,2039.085,2052.722,2065.607,2077.967,2089.756,2100.338,2111.626,2122.298,2132.378,2142.093,2152.081,2161.431,2171.054,2181.453,2190.803,2201.749,2212.194,2222.091,2231.577,2240.517,2249.228,2257.369,2264.735,2271.554,2278.099,2284.073,2289.752,2295.156,2300.356,2305.988,2311.963,2318.234,2324.072,2329.34,2334.471,2340.674,2345.668,2351.757,2357.549,2362.794,2367.857,2373.763,2379.442,2385.485,2391.095,2397.298,2402.885,2408.061,2413.945,2419.486,2425.461,2431.185,2437.502,2442.861,2447.81,2453.26,2459.257,2465.529,2471.572,2477.227,2477.227,2487.695,2492.826,2498.435,2503.521,2509.61,2515.402,2520.191,2524.706,2528.879,2532.87,2536.929,2540.829,2544.979
Andorra,Europe,https://cdn.countryflags.com/thumbs/andorra/flag-button-round-250.png,"",12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,12.942,25.885,504.756,504.756,685.951,970.685,1138.937,1462.499,1721.349,2122.565,2433.184,2899.113,3455.64,3986.281,4322.785,4788.714,4866.369,5047.564,5539.377,5681.745,6031.191,6484.178,6794.797,7053.647,7299.553,7545.46,7778.425,7778.425,8257.296,8360.836,8529.088,8710.283,8710.283,9007.96,9111.499,9227.982,9279.752,9279.752,9357.406,9357.406,9460.946,9551.543,9551.543,9616.256,9616.256,9616.256,9642.141,9642.141,9668.026,9680.968,9706.853,9719.796,9719.796,9732.738,9732.738,9758.623,9771.565,9771.565,9810.393,9836.278,9849.22,9849.22,9849.22,9849.22,9849.22,9849.22,9862.163,9862.163,9862.163,9862.163,9862.163,9875.105,9875.105,9875.105,9875.105,9888.048,9888.048,9888.048,9900.99,10923.445,11014.043,11026.985,11026.985,11026.985,11026.985,11026.985,11026.985,11026.985,11026.985,11039.928,11039.928,11039.928,11039.928,11052.87,11052.87,11065.812,11065.812,11065.812,11065.812,11065.812,11065.812,11065.812,11065.812,11065.812,11065.812,11065.812,11065.812,11065.812,11065.812,11065.812,11065.812,11065.812,11065.812,11065.812,11065.812,11065.812,11065.812,11065.812,11065.812,11065.812,11104.64,11143.467,11156.41,11350.547,11389.374,11389.374,11389.374,11441.144,11441.144,11505.856,11505.856,11609.396,11609.396,11609.396,11738.821,11738.821,11881.188,11932.958,11971.785,11971.785,11971.785,12127.095,12152.98,12152.98,12217.692,12360.06,12360.06,12360.06,12463.599,12463.599,12644.794,12696.564,12800.104,12800.104,12800.104,13007.183,13007.183,13253.09,13253.09,13524.882,13524.882,13524.882,13719.019,13719.019,14210.833,14210.833,14547.337,14547.337,14547.337,15220.346,15323.885,15518.022,15518.022,15725.102,15725.102,15725.102,16320.456,16320.456,16838.154,16838.154,17394.681,17394.681,17394.681,18611.273,18611.273,19193.684,19193.684,20242.024,20242.024,20242.024,21756.293,21756.293,22688.151,22688.151,23762.376,23762.376,23762.376,25444.897,25444.897,26532.065,26532.065,27308.613,27308.613,27308.613,30673.656,30673.656,33236.265,33236.265,34892.901,34892.901,34892.901,38762.7,38762.7,41286.482,41286.482,43706.724,43706.724,43706.724,46890.571,46890.571,49323.756,49323.756,52261.697,52261.697,52261.697,55976.186,57076.296,58461.14,59108.264,60376.626,61554.391,62447.421,63262.797,63547.531,65294.765,66459.587,66459.587,68841.002,69669.32,70368.213,70885.912,72050.734,72684.916,74095.645,74095.645,75998.188,76541.772,77020.643,77887.789,78509.027,79492.655,80333.916,80968.097,81589.335,82197.632,83194.202,84566.104,85549.731,85549.731,86869.863,87296.965,87879.376,88552.385,89354.818,90014.884,90662.007,91244.419,91684.463,92240.989,92693.975,93056.364,93651.718,94324.727,94971.85,95541.319,95541.319,96369.637,96628.486,97314.437,97845.079,98065.101,98388.662,98789.879,99255.808,99644.082,100381.803,101028.926,101223.063,101921.957,102491.426,103319.744,104173.947,105054.035,105688.216,106024.72,106762.441,107526.047,108043.746,108043.746,109868.634,111124.054,111124.054,111124.054,112366.531,114126.707,114773.83,115783.343,116974.05,117556.462,117556.462,118993.076,120468.517,121387.433,121866.304,122940.529,123587.653,124195.949,124739.533,125749.045,126564.421,127315.084,127936.323,128609.332,129062.318,129644.729,130330.68,131197.826,131650.812,132090.856,132673.267,132983.887,133462.758,133980.457,134485.213,134951.142,135417.071,135934.77,136387.756,136607.778,136970.168,137319.614,137772.601
Angola,Africa,https://cdn.countryflags.com/thumbs/angola/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","",0.03,0.061,0.061,0.091,0.091,0.091,0.122,0.122,0.152,0.213,0.213,0.213,0.243,0.243,0.243,0.304,0.426,0.487,0.517,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.578,0.73,0.73,0.73,0.73,0.761,0.761,0.761,0.761,0.791,0.822,0.822,0.822,0.822,0.913,1.065,1.065,1.065,1.095,1.095,1.095,1.308,1.308,1.369,1.369,1.369,1.369,1.46,1.46,1.46,1.46,1.521,1.582,1.582,1.765,1.826,1.856,2.099,2.13,2.13,2.16,2.252,2.465,2.556,2.617,2.617,2.617,2.617,2.617,2.617,2.678,2.769,2.799,2.921,3.438,3.59,3.955,4.199,4.26,4.321,4.503,4.716,5.051,5.233,5.355,5.568,5.659,5.751,5.994,6.45,6.45,7.88,8.124,8.398,8.641,8.854,9.584,9.98,10.528,10.528,10.528,11.745,11.745,12.049,13.935,14.057,15.396,15.974,16.461,17.526,18.469,19.412,20.903,21.451,22.789,23.702,24.706,25.893,26.775,27.871,28.357,28.905,30.426,32.8,33.743,34.929,35.416,36.481,38.946,40.893,42.445,45.122,46.796,47.83,50.873,51.086,52.79,53.611,55.224,56.35,57.171,57.993,58.875,59.818,61.309,62.191,62.922,64.93,66.056,67.607,69.463,70.954,73.48,75.183,77.618,79.839,80.751,83.033,84.494,85.346,87.506,89.301,90.214,90.701,92.283,94.078,97.882,99.768,101.472,103.084,104.636,108.592,111.817,115.285,117.081,118.693,121.431,125.265,128.886,132.75,136.158,139.657,142.152,143.551,145.955,149.241,151.28,155.6,158.552,163.389,164.363,168.258,174.191,174.191,181.28,183.501,190.043,193.694,197.406,203.248,208.299,215.905,219.739,227.041,231.91,238.208,244.902,253.695,261.119,268.634,274.628,285.429,293.432,300.338,306.515,312.448,321.241,328.757,335.755,341.627,352.246,359.426,368.219,371.901,375.309,378.291,385.806,389.944,394.112,397.155,402.48,406.922,409.265,414.255,420.431,423.595,430.046,434.092,438.535,440.969,445.259,448.545,450.949,453.961,456.638,459.042,459.529,460.624,464.032,466.101,467.379,471.395,472.704,474.377,476.111,478.576,480.858,484.539,488.677,491.72,492.541,495.249,497.836,499.205,501.548,503.921,505.868,506.416,507.694,511.223,515.148,518.13,520.26,521.781,524.55,526.254,528.536,530.422,534.073,534.53,535.747,536.781,538.059,540.25,543.536,546.883,549.682,552.42,553.546,555.402,558.11,560.605,566.325,568.333,570.95,574.297,575.849,578.435,580.93,583.486,586.285,589.267,590.24,592.583,594.926,595.748,598.547,600.099,601.894,602.32,603.324,605.484,606.61,608.405,609.439,610.413,611.143,611.934,613.486,614.916,616.468,617.472,618.537,619.663,620.119,620.362,620.697,622.279,623.07
Antigua & B.,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/antigua-and-barbuda/flag-button-round-250.png,"","","","","","","","","","","","",10.212,10.212,10.212,10.212,10.212,10.212,10.212,10.212,10.212,10.212,30.635,30.635,30.635,71.481,71.481,71.481,71.481,71.481,71.481,71.481,91.904,153.174,153.174,153.174,153.174,194.02,194.02,194.02,194.02,214.443,214.443,234.866,234.866,234.866,234.866,234.866,234.866,234.866,234.866,234.866,245.078,245.078,245.078,245.078,245.078,245.078,245.078,245.078,245.078,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,255.29,265.501,265.501,265.501,265.501,265.501,265.501,265.501,265.501,265.501,265.501,265.501,265.501,265.501,265.501,265.501,265.501,265.501,265.501,265.501,265.501,265.501,265.501,265.501,265.501,265.501,663.753,663.753,663.753,704.599,704.599,704.599,704.599,704.599,694.388,694.388,694.388,714.811,714.811,714.811,745.446,755.657,755.657,755.657,755.657,755.657,755.657,755.657,776.08,776.08,776.08,776.08,776.08,776.08,776.08,837.35,837.35,837.35,878.196,878.196,929.254,929.254,929.254,929.254,929.254,939.466,939.466,939.466,939.466,939.466,939.466,939.466,939.466,939.466,939.466,939.466,949.677,949.677,949.677,949.677,949.677,959.889,959.889,959.889,959.889,959.889,959.889,959.889,959.889,959.889,959.889,959.889,959.889,959.889,959.889,959.889,970.1,970.1,970.1,970.1,970.1,970.1,970.1,970.1,970.1,970.1,970.1,970.1,970.1,970.1,970.1,970.1,980.312,980.312,980.312,980.312,990.524,990.524,1000.735,1000.735,1031.37,1031.37,1031.37,1031.37,1031.37,1082.428,1092.639,1092.639,1092.639,1092.639,1102.851,1133.486,1133.486,1133.486,1133.486,1133.486,1133.486,1143.697,1143.697,1143.697,1215.178,1215.178,1215.178,1215.178,1245.813,1245.813,1245.813,1266.236,1266.236,1266.236,1266.236,1266.236,1266.236,1296.871,1307.083,1307.083,1307.083,1307.083,1327.506,1327.506,1327.506,1337.718,1337.718,1337.718,1337.718,1337.718,1337.718,1358.141,1368.352,1368.352,1368.352,1368.352,1419.41,1419.41,1419.41,1419.41,1419.41,1419.41,1419.41,1429.622,1439.833,1439.833,1439.833,1439.833,1439.833,1450.045,1470.468,1470.468,1470.468,1470.468,1470.468,1490.891,1490.891,1490.891,1490.891,1501.103,1511.314,1511.314,1511.314,1511.314,1541.949,1541.949,1552.161,1552.161,1562.372,1562.372,1562.372,1572.584,1572.584,1582.796,1582.796,1582.796,1613.43,1613.43,1613.43,1623.642,1623.642,1623.642,1633.853,1633.853,1633.853,1664.488,1664.488,1705.335,1725.758,1797.239,1797.239,1797.239,1797.239,1878.931,1878.931,1909.566,1929.989,1929.989,1940.201,1940.201,1960.624,1991.259,1991.259,2021.894,2052.528,2052.528,2195.491,2195.491,2226.125,2226.125,2389.511,2389.511,2542.684,2542.684,2736.705,2828.609,2940.936,3053.264,3226.861,3226.861,3574.054,3890.614,4278.654,4360.346,4360.346,4523.732,4523.732,5361.082,5595.948,5595.948
Argentina,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/argentina/flag-button-round-250.png,,,0.022,0.022,0.022,0.044,0.177,0.266,0.266,0.376,0.42,0.42,0.686,0.752,0.996,1.239,1.505,1.748,2.146,2.832,3.496,5.886,6.66,8.563,8.563,11.107,13.032,15.267,16.484,18.143,23.321,23.321,25.069,27.989,32.105,32.105,34.384,36.021,37.946,39.716,43.699,43.699,47.394,48.854,50.381,54.054,56.886,59.054,61.023,62.816,65.072,67.064,69.564,76.003,79.808,83.636,86.114,88.57,91.314,94.81,97.974,100.275,103.572,105.828,108.13,111.072,115.232,118.839,124.149,127.8,133.508,138.907,145.213,152.204,157.847,165.48,172.693,178.512,185.216,194.908,205.395,219.733,235.619,251.196,267.193,279.407,292.682,308.281,325.296,341.16,358.75,372.845,385.324,405.325,426.323,446.878,465.464,487.214,504.339,522.615,547.861,574.987,605.654,636.431,670.306,698.671,725.4,755.801,786.622,829.945,875.524,911.678,946.659,994.142,1044.412,1103.001,1160.662,1224.517,1277.641,1326.075,1377.739,1427.788,1486.798,1547.512,1610.46,1667.766,1721.732,1779.967,1845.88,1925.622,2006.67,2081.168,2157.48,2216.269,2284.837,2365.486,2459.212,2539.684,2639.649,2710.961,2804.576,2893.5,3011.742,3139.674,3275.24,3396.778,3503.292,3596.044,3704.24,3835.646,3960.459,4101.556,4232.741,4348.703,4467.652,4574.388,4724.667,4882.801,5049.034,5214.58,5350.301,5454.027,5617.073,5772.907,5942.458,6108.358,6249.19,6396.615,6517.622,6618.45,6769.792,6917.881,7099.867,7280.393,7452.068,7570.486,7763.27,7957.336,8190.765,8414.326,8673.576,8877.798,9036.818,9242.788,9475.199,9717.103,9983.189,10219.583,10439.161,10593.733,10797.624,11063.733,11334.975,11598.385,11852.988,12091.417,12291.79,12511.036,12774.158,13032.457,13313.478,13577.773,13783.013,13969.557,14163.868,14429.976,14709.317,15007.287,15294.239,15543.134,15738.749,15999.99,16298.182,16616.619,16926.404,17251.368,17497.608,17667.27,17916.01,18242.147,18606.053,18947.987,19282.067,19556.739,19785.167,19995.895,20290.281,20620.666,20998.931,21365.027,21663.949,21897.621,22184.86,22546.332,22951.813,23313.019,23660.795,23925.598,24130.33,24389.469,24706.047,25014.129,25307.674,25603.697,25819.315,25965.545,26177.91,26446.63,26682.316,26927.914,27188.691,27366.517,27484.471,27668.492,27933.495,28174.225,28421.217,28683.609,28870.972,28995.873,29170.513,29405.513,29634.118,29857.524,30070.11,30228.09,30320.665,30415.032,30573.542,30763.671,30963.756,31137.356,31272.28,31392.468,31519.162,31696.988,31863.663,32032.462,32185.109,32300.186,32372.715,32443.496,32523.37,32640.704,32795.453,32952.813,33069.506,33148.23,33260.231,33414.693,33566.101,33728.195,33883.121,34011.341,34102.412,34231.915,34412.043,34602.016,34602.016,34838.52,34920.674,35031.968,35191.629,35449.396,35709.708,35966.059,36056.333,36172.273,36302.463,36484.382,36789.499,37086.894,37393.007,37688.3,37932.947,38105.706,38298.291,38603.253,38884.806,39178.771,39451.628,39649.257,39809.98,39991.081,40259.713,40527.702,40779.85,41017.77,41202.788,41314.103,41481.774,41712.083,41951.995,42161.55,42379.225,42531.938,42642.015,42788.356,43002.867,43206.338,43403.06,43588.342,43736.144,43817.081,43931.118,44103.567,44274.8,44436.563,44594.786,44728.803,44822.728,44894.836,44983.406,45117.578,45287.306,45461.792
