date,name,category,value,lastValue
26,partner,,139.91745,121.25083
27,alone,,259.3331,281.63202
27,children,,153.33383,128.59393
27,co-workers,,211.48781,190.09406
27,"parents, siblings & other family",,85.956535,87.654915
27,friends,,74.140686,77.856834
27,partner,,151.88562,139.91745
28,alone,,261.13989,259.3331
28,children,,175.83809,153.33383
28,co-workers,,212.14497,211.48781
28,"parents, siblings & other family",,80.147217,85.956535
28,friends,,62.491688,74.140686
28,partner,,168.24556,151.88562
29,alone,,253.66589,261.13989
29,children,,194.49931,175.83809
29,co-workers,,199.11349,212.14497
29,"parents, siblings & other family",,81.6101,80.147217
29,friends,,55.084454,62.491688
29,partner,,176.19919,168.24556
30,alone,,250.02524,253.66589
30,children,,199.76436,194.49931
30,co-workers,,215.61365,199.11349
30,"parents, siblings & other family",,72.476334,81.6101
30,friends,,53.478016,55.084454
30,partner,,180.02309,176.19919
31,alone,,253.16542,250.02524
31,children,,225.92371,199.76436
31,co-workers,,199.06003,215.61365
31,"parents, siblings & other family",,69.526543,72.476334
31,friends,,50.925926,53.478016
31,partner,,203.71202,180.02309
32,alone,,255.07323,253.16542
32,children,,230.71593,225.92371
32,co-workers,,202.76134,199.06003
32,"parents, siblings & other family",,61.336475,69.526543
32,friends,,49.464462,50.925926
32,partner,,192.00175,203.71202
33,alone,,244.90091,255.07323
33,children,,256.41312,230.71593
33,co-workers,,186.96373,202.76134
33,"parents, siblings & other family",,66.359383,61.336475
33,friends,,49.731628,49.464462
33,partner,,200.02365,192.00175
34,alone,,263.59116,244.90091
34,children,,261.18497,256.41312
34,co-workers,,179.36411,186.96373
34,"parents, siblings & other family",,65.723053,66.359383
34,friends,,42.650288,49.731628
34,partner,,199.23759,200.02365
35,alone,,262.62488,263.59116
35,children,,248.93806,261.18497
35,co-workers,,190.68065,179.36411
35,"parents, siblings & other family",,62.107143,65.723053
35,friends,,41.661636,42.650288
35,partner,,198.27702,199.23759
36,alone,,273.27942,262.62488
36,children,,256.59799,248.93806
36,co-workers,,178.94667,190.68065
36,"parents, siblings & other family",,64.809921,62.107143
36,friends,,40.120937,41.661636
36,partner,,197.55948,198.27702
37,alone,,267.09787,273.27942
37,children,,256.37634,256.59799
37,co-workers,,188.47969,178.94667
37,"parents, siblings & other family",,56.446011,64.809921
37,friends,,43.362503,40.120937
37,partner,,204.00514,197.55948
38,alone,,258.99704,267.09787
38,children,,254.45975,256.37634
38,co-workers,,197.09261,188.47969
38,"parents, siblings & other family",,54.001514,56.446011
38,friends,,42.101093,43.362503
38,partner,,203.30919,204.00514
39,alone,,281.98877,258.99704
39,children,,266.07874,254.45975
39,co-workers,,172.79756,197.09261
39,"parents, siblings & other family",,52.701588,54.001514
39,friends,,33.611919,42.101093
39,partner,,212.07637,203.30919
40,alone,,278.25668,281.98877
40,children,,242.43935,266.07874
40,co-workers,,187.34126,172.79756
40,"parents, siblings & other family",,54.638985,52.701588
40,friends,,36.197014,33.611919
40,partner,,201.94627,212.07637
41,alone,,292.07227,278.25668
41,children,,237.29298,242.43935
41,co-workers,,179.37498,187.34126
41,"parents, siblings & other family",,55.611694,54.638985
41,friends,,38.729492,36.197014
41,partner,,194.68652,201.94627
42,alone,,297.90939,292.07227
42,children,,222.96886,237.29298
42,co-workers,,189.4864,179.37498
42,"parents, siblings & other family",,50.690075,55.611694
42,friends,,38.695633,38.729492
42,partner,,182.25496,194.68652
43,alone,,321.74783,297.90939
43,children,,207.65651,222.96886
43,co-workers,,169.79688,189.4864
43,"parents, siblings & other family",,55.288914,50.690075
43,friends,,39.107994,38.695633
43,partner,,181.83145,182.25496
44,alone,,312.69861,321.74783
44,children,,207.01961,207.65651
44,co-workers,,182.13411,169.79688
44,"parents, siblings & other family",,54.224209,55.288914
44,friends,,38.859802,39.107994
44,partner,,191.94835,181.83145
45,alone,,309.03583,312.69861
45,children,,199.21028,207.01961
45,co-workers,,182.52716,182.13411
45,"parents, siblings & other family",,58.068977,54.224209
45,friends,,36.090996,38.859802
45,partner,,183.99062,191.94835
46,alone,,326.78207,309.03583
46,children,,177.52652,199.21028
46,co-workers,,179.01489,182.52716
46,"parents, siblings & other family",,54.798512,58.068977
46,friends,,37.459354,36.090996
46,partner,,186.65195,183.99062
47,alone,,338.24756,326.78207
47,children,,168.4313,177.52652
47,co-workers,,171.43033,179.01489
47,"parents, siblings & other family",,60.089104,54.798512
47,friends,,39.243477,37.459354
47,partner,,181.05563,186.65195
48,alone,,332.5762,338.24756
48,children,,157.297,168.4313
48,co-workers,,170.06847,171.43033
48,"parents, siblings & other family",,58.556328,60.089104
48,friends,,33.357357,39.243477
48,partner,,197.96497,181.05563
49,alone,,339.72601,332.5762
49,children,,132.68301,157.297
49,co-workers,,187.72957,170.06847
49,"parents, siblings & other family",,58.63641,58.556328
49,friends,,37.315029,33.357357
49,partner,,194.11002,197.96497
50,alone,,361.14328,339.72601
50,children,,132.44537,132.68301
50,co-workers,,168.1844,187.72957
50,"parents, siblings & other family",,65.362938,58.63641
50,friends,,28.917883,37.315029
50,partner,,174.92821,194.11002
51,alone,,368.59146,361.14328
51,children,,123.67976,132.44537
51,co-workers,,172.19505,168.1844
51,"parents, siblings & other family",,62.211754,65.362938
51,friends,,35.627602,28.917883
51,partner,,187.80592,174.92821
52,alone,,380.84085,368.59146
52,children,,102.66885,123.67976
52,co-workers,,176.08771,172.19505
52,"parents, siblings & other family",,65.243996,62.211754
52,friends,,33.961197,35.627602
52,partner,,190.51634,187.80592
53,alone,,372.17041,380.84085
53,children,,102.3604,102.66885
53,co-workers,,168.29805,176.08771
53,"parents, siblings & other family",,59.573872,65.243996
53,friends,,31.585169,33.961197
53,partner,,188.71446,190.51634
54,alone,,377.70459,372.17041
54,children,,89.755821,102.3604
54,co-workers,,184.43581,168.29805
54,"parents, siblings & other family",,60.021786,59.573872
54,friends,,34.837147,31.585169
54,partner,,182.8898,188.71446
55,alone,,384.14532,377.70459
55,children,,88.129921,89.755821
55,co-workers,,162.92227,184.43581
55,"parents, siblings & other family",,60.739655,60.021786
55,friends,,33.079144,34.837147
55,partner,,184.38846,182.8898
56,alone,,387.00711,384.14532
56,children,,78.608688,88.129921
56,co-workers,,154.11407,162.92227
56,"parents, siblings & other family",,66.083549,60.739655
56,friends,,36.820248,33.079144
56,partner,,195.93608,184.38846
57,alone,,399.18466,387.00711
57,children,,73.898285,78.608688
57,co-workers,,157.73422,154.11407
57,"parents, siblings & other family",,58.831005,66.083549
57,friends,,31.479084,36.820248
57,partner,,185.31619,195.93608
58,alone,,409.77731,399.18466
58,children,,68.309761,73.898285
58,co-workers,,140.36014,157.73422
58,"parents, siblings & other family",,65.851311,58.831005
58,friends,,35.2756,31.479084
58,partner,,186.54398,185.31619
59,alone,,411.51978,409.77731
59,children,,70.334312,68.309761
59,co-workers,,140.17371,140.36014
59,"parents, siblings & other family",,67.322807,65.851311
59,friends,,29.068735,35.2756
59,partner,,199.87039,186.54398
60,alone,,413.32019,411.51978
60,children,,61.933525,70.334312
60,co-workers,,125.92768,140.17371
60,"parents, siblings & other family",,65.528786,67.322807
60,friends,,35.94643,29.068735
60,partner,,204.63687,199.87039
61,alone,,414.82727,413.32019
61,children,,71.07634,61.933525
61,co-workers,,126.77782,125.92768
61,"parents, siblings & other family",,60.896008,65.528786
61,friends,,32.807606,35.94643
61,partner,,205.22923,204.63687
62,alone,,425.2204,414.82727
62,children,,57.484367,71.07634
62,co-workers,,96.651878,126.77782
62,"parents, siblings & other family",,56.583904,60.896008
62,friends,,34.453568,32.807606
62,partner,,224.05167,205.22923
63,alone,,430.51068,425.2204
63,children,,62.510818,57.484367
63,co-workers,,78.317001,96.651878
63,"parents, siblings & other family",,73.459251,56.583904
63,friends,,36.147518,34.453568
63,partner,,232.44521,224.05167
64,alone,,449.01306,430.51068
64,children,,55.407318,62.510818
64,co-workers,,78.246071,78.317001
64,"parents, siblings & other family",,63.962303,73.459251
64,friends,,35.180847,36.147518
64,partner,,231.84886,232.44521
65,alone,,444.02954,449.01306
65,children,,57.586105,55.407318
65,co-workers,,62.186493,78.246071
65,"parents, siblings & other family",,65.28495,63.962303
65,friends,,35.90049,35.180847
65,partner,,242.53215,231.84886
66,alone,,431.98727,444.02954
66,children,,59.682854,57.586105
66,co-workers,,50.919098,62.186493
66,"parents, siblings & other family",,69.281334,65.28495
66,friends,,40.828274,35.90049
66,partner,,255.86,242.53215
67,alone,,433.85413,431.98727
67,children,,62.771469,59.682854
67,co-workers,,44.558029,50.919098
67,"parents, siblings & other family",,58.832348,69.281334
67,friends,,38.98082,40.828274
67,partner,,258.14743,255.86
68,alone,,448.22601,433.85413
68,children,,53.818981,62.771469
68,co-workers,,39.273418,44.558029
68,"parents, siblings & other family",,53.716782,58.832348
68,friends,,41.382526,38.98082
68,partner,,260.36365,258.14743
69,alone,,443.00061,448.22601
69,children,,68.845222,53.818981
69,co-workers,,27.190746,39.273418
69,"parents, siblings & other family",,61.424671,53.716782
69,friends,,42.001629,41.382526
69,partner,,270.69342,260.36365
70,alone,,448.85193,443.00061
70,children,,52.782196,68.845222
70,co-workers,,26.851473,27.190746
70,"parents, siblings & other family",,47.977863,61.424671
70,friends,,45.80217,42.001629
70,partner,,261.86359,270.69342
71,alone,,444.47784,448.85193
71,children,,59.073078,52.782196
71,co-workers,,21.892221,26.851473
71,"parents, siblings & other family",,58.145714,47.977863
71,friends,,44.433987,45.80217
71,partner,,266.694,261.86359
72,alone,,474.45526,444.47784
72,children,,46.338203,59.073078
72,co-workers,,20.653986,21.892221
72,"parents, siblings & other family",,57.166805,58.145714
72,friends,,44.234802,44.433987
72,partner,,261.05215,266.694
73,alone,,451.40637,474.45526
73,children,,56.115063,46.338203
73,co-workers,,18.386124,20.653986
73,"parents, siblings & other family",,56.550076,57.166805
73,friends,,36.592476,44.234802
73,partner,,276.13379,261.05215
74,alone,,458.6745,451.40637
74,children,,48.986588,56.115063
74,co-workers,,14.613341,18.386124
74,"parents, siblings & other family",,66.20977,56.550076
74,friends,,40.508751,36.592476
74,partner,,254.44495,276.13379
75,alone,,463.43195,458.6745
75,children,,48.644051,48.986588
75,co-workers,,16.36656,14.613341
75,"parents, siblings & other family",,56.281876,66.20977
75,friends,,39.079994,40.508751
75,partner,,252.93309,254.44495
76,alone,,456.49493,463.43195
76,children,,44.339306,48.644051
76,co-workers,,19.662245,16.36656
76,"parents, siblings & other family",,51.955276,56.281876
76,friends,,41.503906,39.079994
76,partner,,266.23712,252.93309
77,alone,,454.3125,456.49493
77,children,,46.719131,44.339306
77,co-workers,,12.47935,19.662245
77,"parents, siblings & other family",,67.455605,51.955276
77,friends,,33.595589,41.503906
77,partner,,272.73013,266.23712
78,alone,,461.63959,454.3125
78,children,,42.985035,46.719131
78,co-workers,,3.2494414,12.47935
78,"parents, siblings & other family",,59.704296,67.455605
78,friends,,39.297825,33.595589
78,partner,,256.41376,272.73013
79,alone,,485.83075,461.63959
79,children,,38.609028,42.985035
79,co-workers,,4.5325632,3.2494414
79,"parents, siblings & other family",,51.944447,59.704296
79,friends,,41.975792,39.297825
79,partner,,235.3701,256.41376
80,alone,,476.76736,485.83075
80,children,,45.010258,38.609028
80,co-workers,,5.2152042,4.5325632
80,"parents, siblings & other family",,66.100365,51.944447
80,friends,,35.589745,41.975792
80,partner,,227.04634,235.3701
85,alone,,501.88327,476.76736
85,children,,45.463383,45.010258
85,co-workers,,3.5733819,5.2152042
85,"parents, siblings & other family",,65.052567,66.100365
85,friends,,36.37146,35.589745
85,partner,,158.42017,227.04634
