country,category,url,Jan 21,Jan 22,Jan 23,Jan 24,Jan 25,Jan 26,Jan 27,Jan 28,Jan 29,Jan 30,Jan 31,Feb 01,Feb 02,Feb 03,Feb 04,Feb 05,Feb 06,Feb 07,Feb 08,Feb 09,Feb 10,Feb 11,Feb 12,Feb 13,Feb 14,Feb 15,Feb 16,Feb 17,Feb 18,Feb 19,Feb 20,Feb 21,Feb 22,Feb 23,Feb 24,Feb 25,Feb 26,Feb 27,Feb 28,Feb 29,Mar 01,Mar 02,Mar 03,Mar 04,Mar 05,Mar 06,Mar 07,Mar 08,Mar 09,Mar 10,Mar 11,Mar 12,Mar 13,Mar 14,Mar 15,Mar 16,Mar 17,Mar 18,Mar 19,Mar 20,Mar 21,Mar 22,Mar 23,Mar 24,Mar 25,Mar 26,Mar 27,Mar 28,Mar 29,Mar 30,Mar 31,Apr 01,Apr 02,Apr 03,Apr 04,Apr 05,Apr 06,Apr 07,Apr 08,Apr 09,Apr 10,Apr 11,Apr 12,Apr 13,Apr 14,Apr 15,Apr 16,Apr 17,Apr 18,Apr 19,Apr 20,Apr 21,Apr 22,Apr 23,Apr 24,Apr 25,Apr 26,Apr 27,Apr 28,Apr 29,Apr 30,May 01,May 02,May 03,May 04,May 05,May 06,May 07,May 08,May 09,May 10,May 11,May 12,May 13,May 14,May 15,May 16,May 17,May 18,May 19,May 20,May 21,May 22,May 23,May 24,May 25,May 26,May 27,May 28,May 29,May 30,May 31,Jun 01,Jun 02,Jun 03,Jun 04,Jun 05,Jun 06,Jun 07,Jun 08,Jun 09,Jun 10,Jun 11,Jun 12,Jun 13,Jun 14,Jun 15,Jun 16,Jun 17,Jun 18,Jun 19,Jun 20,Jun 21,Jun 22,Jun 23,Jun 24,Jun 25,Jun 26,Jun 27,Jun 28,Jun 29,Jun 30,Jul 01,Jul 02,Jul 03,Jul 04,Jul 05,Jul 06,Jul 07,Jul 08,Jul 09,Jul 10,Jul 11,Jul 12,Jul 13,Jul 14,Jul 15,Jul 16,Jul 17,Jul 18,Jul 19,Jul 20,Jul 21,Jul 22,Jul 23,Jul 24,Jul 25,Jul 26,Jul 27,Jul 28,Jul 29,Jul 30,Jul 31,Aug 01,Aug 02,Aug 03,Aug 04,Aug 05,Aug 06,Aug 07,Aug 08,Aug 09,Aug 10,Aug 11,Aug 12,Aug 13,Aug 14,Aug 15,Aug 16,Aug 17,Aug 18,Aug 19,Aug 20,Aug 21,Aug 22,Aug 23,Aug 24,Aug 25,Aug 26,Aug 27,Aug 28,Aug 29,Aug 30,Aug 31,Sep 01,Sep 02,Sep 03,Sep 04,Sep 05,Sep 06,Sep 07,Sep 08,Sep 09,Sep 10,Sep 11,Sep 12,Sep 13,Sep 14,Sep 15,Sep 16,Sep 17,Sep 18,Sep 19,Sep 20,Sep 21,Sep 22,Sep 23,Sep 24,Sep 25,Sep 26,Sep 27,Sep 28,Sep 29,Sep 30,Oct 01,Oct 02,Oct 03,Oct 04,Oct 05,Oct 06,Oct 07,Oct 08,Oct 09,Oct 10,Oct 11,Oct 12,Oct 13,Oct 14,Oct 15,Oct 16,Oct 17,Oct 18,Oct 19,Oct 20,Oct 21,Oct 22,Oct 23,Oct 24,Oct 25,Oct 26,Oct 27,Oct 28,Oct 29,Oct 30,Oct 31,Nov 01,Nov 02,Nov 03,Nov 04,Nov 05,Nov 06,Nov 07,Nov 08,Nov 09,Nov 10,Nov 11,Nov 12,Nov 13,Nov 14,Nov 15,Nov 16,Nov 17,Nov 18,Nov 19,Nov 20,Nov 21,Nov 22,Nov 23,Nov 24,Nov 25,Nov 26,Nov 27,Nov 28,Nov 29,Nov 30,Dec 01,Dec 02,Dec 03,Dec 04
Albania,Europe,https://cdn.countryflags.com/thumbs/albania/flag-button-round-250.png,"","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,12.0,23.0,33.0,38.0,42.0,51.0,55.0,59.0,64.0,70.0,76.0,89.0,104.0,123.0,146.0,174.0,186.0,197.0,212.0,223.0,243.0,259.0,277.0,304.0,333.0,361.0,377.0,383.0,400.0,409.0,416.0,433.0,446.0,467.0,475.0,494.0,518.0,539.0,548.0,562.0,584.0,609.0,634.0,663.0,678.0,712.0,726.0,736.0,750.0,766.0,773.0,782.0,789.0,795.0,803.0,820.0,832.0,842.0,850.0,856.0,868.0,872.0,876.0,880.0,898.0,916.0,933.0,946.0,948.0,949.0,964.0,969.0,981.0,989.0,998.0,1004.0,1029.0,1050.0,1076.0,1099.0,1122.0,1137.0,1143.0,1164.0,1184.0,1197.0,1212.0,1232.0,1246.0,1263.0,1299.0,1341.0,1385.0,1416.0,1464.0,1521.0,1590.0,1672.0,1722.0,1788.0,1838.0,1891.0,1962.0,1995.0,2047.0,2114.0,2192.0,2269.0,2330.0,2402.0,2466.0,2535.0,2580.0,2662.0,2752.0,2819.0,2893.0,2964.0,3038.0,3106.0,3188.0,3278.0,3371.0,3454.0,3571.0,3667.0,3752.0,3851.0,3906.0,4008.0,4090.0,4171.0,4290.0,4358.0,4466.0,4570.0,4637.0,4763.0,4880.0,4997.0,5105.0,5197.0,5276.0,5396.0,5519.0,5620.0,5750.0,5889.0,6016.0,6151.0,6275.0,6411.0,6536.0,6676.0,6817.0,6971.0,7117.0,7260.0,7380.0,7499.0,7654.0,7812.0,7967.0,8119.0,8275.0,8427.0,8605.0,8759.0,8927.0,9083.0,9195.0,9279.0,9380.0,9513.0,9606.0,9728.0,9844.0,9967.0,10102.0,10255.0,10406.0,10553.0,10704.0,10860.0,11021.0,11185.0,11353.0,11520.0,11672.0,11816.0,11948.0,12073.0,12226.0,12385.0,12535.0,12666.0,12787.0,12921.0,13045.0,13153.0,13259.0,13391.0,13518.0,13649.0,13806.0,13965.0,14117.0,14266.0,14410.0,14568.0,14730.0,14899.0,15066.0,15231.0,15399.0,15570.0,15752.0,15955.0,16212.0,16501.0,16774.0,17055.0,17350.0,17651.0,17948.0,18250.0,18556.0,18858.0,19157.0,19445.0,19729.0,20040.0,20315.0,20634.0,20875.0,21202.0,21523.0,21904.0,22300.0,22721.0,23210.0,23705.0,24206.0,24731.0,25294.0,25801.0,26211.0,26701.0,27233.0,27830.0,28432.0,29126.0,29837.0,30623.0,31459.0,32196.0,32761.0,33556.0,34300.0,34944.0,35600.0,36245.0,36790.0,37625.0,38182.0,39014.0,39719.0,40501.0,41302.0
Andorra,Europe,https://cdn.countryflags.com/thumbs/andorra/flag-button-round-250.png,"","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,39.0,39.0,53.0,75.0,88.0,113.0,133.0,164.0,188.0,224.0,267.0,308.0,334.0,370.0,376.0,390.0,428.0,439.0,466.0,501.0,525.0,545.0,564.0,583.0,601.0,601.0,638.0,646.0,659.0,673.0,673.0,696.0,704.0,713.0,717.0,717.0,723.0,723.0,731.0,738.0,738.0,743.0,743.0,743.0,745.0,745.0,747.0,748.0,750.0,751.0,751.0,752.0,752.0,754.0,755.0,755.0,758.0,760.0,761.0,761.0,761.0,761.0,761.0,761.0,762.0,762.0,762.0,762.0,762.0,763.0,763.0,763.0,763.0,764.0,764.0,764.0,765.0,844.0,851.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,853.0,853.0,853.0,853.0,854.0,854.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,858.0,861.0,862.0,877.0,880.0,880.0,880.0,884.0,884.0,889.0,889.0,897.0,897.0,897.0,907.0,907.0,918.0,922.0,925.0,925.0,925.0,937.0,939.0,939.0,944.0,955.0,955.0,955.0,963.0,963.0,977.0,981.0,989.0,989.0,989.0,1005.0,1005.0,1024.0,1024.0,1045.0,1045.0,1045.0,1060.0,1060.0,1098.0,1098.0,1124.0,1124.0,1124.0,1176.0,1184.0,1199.0,1199.0,1215.0,1215.0,1215.0,1261.0,1261.0,1301.0,1301.0,1344.0,1344.0,1344.0,1438.0,1438.0,1483.0,1483.0,1564.0,1564.0,1564.0,1681.0,1681.0,1753.0,1753.0,1836.0,1836.0,1836.0,1966.0,1966.0,2050.0,2050.0,2110.0,2110.0,2110.0,2370.0,2370.0,2568.0,2568.0,2696.0,2696.0,2696.0,2995.0,2995.0,3190.0,3190.0,3377.0,3377.0,3377.0,3623.0,3623.0,3811.0,3811.0,4038.0,4038.0,4038.0,4325.0,4410.0,4517.0,4567.0,4665.0,4756.0,4825.0,4888.0,4910.0,5045.0,5135.0,5135.0,5319.0,5383.0,5437.0,5477.0,5567.0,5616.0,5725.0,5725.0,5872.0,5914.0,5951.0,6018.0,6066.0,6142.0,6207.0,6256.0,6304.0,6351.0,6428.0,6534.0,6610.0,6610.0,6712.0,6745.0,6790.0,6842.0,6904.0,6955.0
Armenia,Europe,https://cdn.countryflags.com/thumbs/armenia/flag-button-round-250.png,"","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,8.0,18.0,26.0,52.0,78.0,84.0,115.0,136.0,160.0,194.0,235.0,249.0,265.0,290.0,329.0,407.0,424.0,482.0,532.0,571.0,663.0,736.0,770.0,822.0,833.0,853.0,881.0,921.0,937.0,967.0,1013.0,1039.0,1067.0,1111.0,1159.0,1201.0,1248.0,1291.0,1339.0,1401.0,1473.0,1523.0,1596.0,1677.0,1746.0,1808.0,1867.0,1932.0,2066.0,2148.0,2273.0,2386.0,2507.0,2619.0,2782.0,2884.0,3029.0,3175.0,3313.0,3392.0,3538.0,3718.0,3860.0,4044.0,4283.0,4472.0,4823.0,5041.0,5271.0,5606.0,5928.0,6302.0,6661.0,7113.0,7402.0,7774.0,8216.0,8676.0,8927.0,9282.0,9492.0,10009.0,10524.0,11221.0,11817.0,12364.0,13130.0,13325.0,13675.0,14103.0,14669.0,15281.0,16004.0,16667.0,17064.0,17489.0,18033.0,18698.0,19157.0,19708.0,20268.0,20588.0,21006.0,21717.0,22488.0,23247.0,23909.0,24645.0,25127.0,25542.0,26065.0,26658.0,27320.0,27900.0,28606.0,28936.0,29285.0,29820.0,30346.0,30903.0,31392.0,31969.0,32151.0,32490.0,33005.0,33559.0,34001.0,34462.0,34877.0,34981.0,35254.0,35693.0,36162.0,36613.0,36996.0,37317.0,37390.0,37629.0,37937.0,38196.0,38550.0,38841.0,39050.0,39102.0,39298.0,39586.0,39819.0,39985.0,40185.0,40410.0,40433.0,40593.0,40794.0,41023.0,41299.0,41495.0,41663.0,41701.0,41846.0,42056.0,42319.0,42477.0,42616.0,42792.0,42825.0,42936.0,43067.0,43270.0,43451.0,43626.0,43750.0,43781.0,43878.0,44075.0,44271.0,44461.0,44649.0,44783.0,44845.0,44953.0,45152.0,45326.0,45503.0,45675.0,45862.0,45969.0,46119.0,46376.0,46671.0,46910.0,47154.0,47431.0,47552.0,47667.0,47877.0,48251.0,48643.0,49072.0,49400.0,49574.0,49901.0,50359.0,50850.0,51382.0,51925.0,52496.0,52677.0,53083.0,53755.0,54473.0,55087.0,55736.0,56451.0,56821.0,57566.0,58624.0,59995.0,61460.0,63000.0,64694.0,65460.0,66694.0,68530.0,70836.0,73310.0,75523.0,77837.0,78810.0,80410.0,82651.0,85034.0,87432.0,89813.0,92254.0,93448.0,94776.0,97150.0,99563.0,101773.0,104249.0,106424.0,107466.0,108687.0,110548.0,112680.0,114383.0,115855.0,117337.0,117886.0,118870.0,120459.0,121979.0,123646.0,124839.0,126224.0,126709.0,127522.0,129085.0,130870.0,132346.0,133594.0,134768.0,135124.0,135967.0,137231.0,138508.0,139692.0
Austria,Europe,https://cdn.countryflags.com/thumbs/austria/flag-button-round-250.png,"","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,9.0,14.0,18.0,21.0,29.0,41.0,55.0,79.0,104.0,131.0,182.0,246.0,302.0,504.0,655.0,860.0,1018.0,1332.0,1646.0,2013.0,2388.0,2814.0,3582.0,4474.0,5283.0,5588.0,6909.0,7657.0,8271.0,8788.0,9618.0,10180.0,10711.0,11129.0,11524.0,11781.0,12051.0,12297.0,12639.0,12942.0,13244.0,13555.0,13806.0,13945.0,14041.0,14226.0,14336.0,14476.0,14595.0,14671.0,14749.0,14795.0,14873.0,14925.0,15002.0,15071.0,15148.0,15225.0,15274.0,15357.0,15402.0,15452.0,15531.0,15558.0,15597.0,15621.0,15650.0,15684.0,15752.0,15774.0,15833.0,15871.0,15882.0,15961.0,15997.0,16058.0,16109.0,16201.0,16242.0,16269.0,16321.0,16353.0,16404.0,16436.0,16486.0,16503.0,16539.0,16557.0,16591.0,16628.0,16655.0,16685.0,16731.0,16733.0,16759.0,16771.0,16805.0,16843.0,16898.0,16902.0,16968.0,16979.0,17005.0,17034.0,17064.0,17078.0,17109.0,17135.0,17189.0,17203.0,17223.0,17271.0,17323.0,17341.0,17380.0,17408.0,17449.0,17477.0,17522.0,17580.0,17654.0,17723.0,17766.0,17873.0,17941.0,18050.0,18165.0,18280.0,18365.0,18421.0,18513.0,18615.0,18709.0,18783.0,18897.0,18948.0,19021.0,19154.0,19270.0,19439.0,19573.0,19655.0,19743.0,19827.0,19929.0,20099.0,20214.0,20338.0,20472.0,20558.0,20677.0,20850.0,20955.0,21130.0,21212.0,21304.0,21385.0,21481.0,21566.0,21696.0,21837.0,21919.0,22033.0,22106.0,22245.0,22439.0,22594.0,22876.0,23179.0,23370.0,23534.0,23829.0,24084.0,24431.0,24762.0,25062.0,25253.0,25495.0,25706.0,26033.0,26361.0,26590.0,26985.0,27166.0,27438.0,27642.0,27969.0,28372.0,28729.0,29087.0,29271.0,29561.0,30081.0,30583.0,31247.0,31827.0,32696.0,33159.0,33541.0,34305.0,35073.0,35853.0,36661.0,37474.0,38095.0,38658.0,39303.0,39984.0,40816.0,41500.0,42214.0,42876.0,43432.0,44041.0,44813.0,45686.0,46374.0,47432.0,48146.0,48896.0,49819.0,50848.0,52057.0,53188.0,54423.0,55319.0,56298.0,57326.0,58672.0,60224.0,61387.0,63134.0,64806.0,65927.0,67451.0,69409.0,71844.0,74415.0,78029.0,80811.0,83267.0,86102.0,89496.0,93949.0,99576.0,104925.0,109881.0,114016.0,118198.0,125099.0,132515.0,138979.0,147220.0,153153.0,158746.0,164866.0,172380.0,181642.0,191228.0,198291.0,203956.0,208613.0,214597.0,221688.0,228683.0,235351.0,241962.0,247188.0,250333.0,254710.0,260512.0,266038.0,270992.0,275661.0,279708.0,282456.0,285489.0,289461.0,293430.0,297245.0
Belarus,Europe,https://cdn.countryflags.com/thumbs/belarus/flag-button-round-250.png,"","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,9.0,12.0,27.0,27.0,27.0,36.0,36.0,51.0,51.0,69.0,76.0,76.0,81.0,81.0,86.0,86.0,94.0,94.0,94.0,152.0,152.0,163.0,304.0,351.0,440.0,562.0,700.0,861.0,1066.0,1486.0,1981.0,2226.0,2578.0,2919.0,3281.0,3728.0,4204.0,4779.0,5297.0,5807.0,6264.0,6723.0,7281.0,8022.0,8773.0,9590.0,10463.0,11289.0,12208.0,13181.0,14027.0,14917.0,15828.0,16705.0,17489.0,18350.0,19255.0,20168.0,21101.0,22052.0,22973.0,23906.0,24873.0,25825.0,26772.0,27730.0,28681.0,29650.0,30572.0,31508.0,32426.0,33371.0,34303.0,35244.0,36198.0,37144.0,38059.0,38956.0,39858.0,40764.0,41658.0,42556.0,43403.0,44255.0,45116.0,45981.0,46868.0,47751.0,48630.0,49453.0,50265.0,51066.0,51816.0,52520.0,53241.0,53973.0,54680.0,55369.0,56032.0,56657.0,57333.0,57936.0,58505.0,59023.0,59487.0,59945.0,60382.0,60713.0,61095.0,61475.0,61790.0,62118.0,62424.0,62698.0,62997.0,63270.0,63554.0,63804.0,64003.0,64224.0,64411.0,64604.0,64767.0,64932.0,65114.0,65269.0,65443.0,65623.0,65782.0,65953.0,66095.0,66213.0,66348.0,66521.0,66688.0,66846.0,67002.0,67132.0,67251.0,67366.0,67518.0,67665.0,67808.0,67946.0,68067.0,68166.0,68250.0,68376.0,68503.0,68614.0,68738.0,68850.0,68947.0,69005.0,69102.0,69203.0,69308.0,69308.0,69516.0,69589.0,69673.0,69801.0,69950.0,70111.0,70285.0,70468.0,70645.0,70727.0,70974.0,71165.0,71346.0,71523.0,71687.0,71843.0,71962.0,72141.0,72302.0,72485.0,72663.0,72859.0,73031.0,73208.0,73402.0,73591.0,73784.0,73975.0,74173.0,74360.0,74552.0,74763.0,74987.0,75230.0,75461.0,75674.0,75898.0,76104.0,76357.0,76651.0,76957.0,77289.0,77609.0,77946.0,78260.0,78631.0,79019.0,79421.0,79852.0,79852.0,80696.0,81090.0,81505.0,81982.0,82471.0,82471.0,83534.0,83998.0,84524.0,85121.0,85734.0,86392.0,87063.0,87698.0,88290.0,88909.0,89642.0,90380.0,91167.0,91978.0,92823.0,93707.0,94609.0,95545.0,96529.0,97499.0,98482.0,99459.0,100400.0,101329.0,102313.0,103295.0,104286.0,105283.0,106279.0,107262.0,108300.0,109357.0,110455.0,111622.0,112870.0,114185.0,115448.0,116699.0,118008.0,119390.0,120847.0,122435.0,123999.0,125482.0,126953.0,128449.0,130012.0,131633.0,133324.0,135008.0,136647.0,138219.0,139908.0,141609.0,143383.0
Belgium,Europe,https://cdn.countryflags.com/thumbs/belgium/flag-button-round-250.png,"","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,13.0,23.0,50.0,109.0,169.0,200.0,239.0,267.0,314.0,314.0,559.0,689.0,886.0,1058.0,1243.0,1486.0,1795.0,2257.0,2815.0,3401.0,3743.0,4269.0,4937.0,6235.0,7284.0,9134.0,10836.0,11899.0,12775.0,13964.0,15348.0,16770.0,18431.0,19691.0,20814.0,22194.0,23403.0,24983.0,26667.0,28018.0,29647.0,30589.0,31119.0,33573.0,34809.0,36138.0,37183.0,38496.0,39983.0,40956.0,41889.0,42797.0,44293.0,45325.0,46134.0,46687.0,47334.0,47859.0,48519.0,49032.0,49517.0,49906.0,50267.0,50509.0,50781.0,51420.0,52011.0,52596.0,53081.0,53449.0,53779.0,53981.0,54288.0,54644.0,54989.0,55280.0,55559.0,55791.0,55983.0,56235.0,56511.0,56810.0,57092.0,57342.0,57455.0,57592.0,57849.0,58061.0,58186.0,58381.0,58517.0,58615.0,58685.0,58767.0,58907.0,59072.0,59226.0,59348.0,59437.0,59569.0,59711.0,59819.0,59918.0,60029.0,60100.0,60155.0,60244.0,60348.0,60476.0,60550.0,60550.0,60550.0,60810.0,60898.0,61007.0,61106.0,61209.0,61295.0,61361.0,61427.0,61509.0,61598.0,61727.0,61838.0,62016.0,62058.0,62058.0,62123.0,62210.0,62357.0,62469.0,62707.0,62707.0,62781.0,62872.0,63238.0,63499.0,63706.0,63706.0,64094.0,64258.0,64627.0,64847.0,65199.0,65727.0,66026.0,66428.0,66662.0,67335.0,68006.0,68751.0,69402.0,69849.0,70314.0,70648.0,71158.0,72016.0,72784.0,73401.0,74152.0,74620.0,75008.0,75647.0,76191.0,77113.0,77869.0,78323.0,78534.0,78897.0,79479.0,80178.0,80894.0,81468.0,81936.0,82092.0,82447.0,83030.0,83500.0,83952.0,84599.0,85042.0,85236.0,85487.0,85911.0,86544.0,87174.0,87825.0,88367.0,88769.0,89141.0,89691.0,90568.0,91537.0,92478.0,93455.0,94306.0,94795.0,95948.0,97976.0,99649.0,100748.0,102295.0,103392.0,105226.0,106887.0,108768.0,110976.0,112803.0,114179.0,115353.0,117115.0,118452.0,121059.0,124234.0,127623.0,130235.0,132203.0,134291.0,137868.0,143596.0,148981.0,156931.0,162258.0,165880.0,173240.0,181511.0,191959.0,202151.0,213115.0,222253.0,230480.0,240159.0,253386.0,270132.0,287700.0,305409.0,321031.0,333718.0,347289.0,368337.0,392258.0,412314.0,429229.0,441018.0,447355.0,452541.0,468213.0,479341.0,488044.0,494168.0,500789.0,503182.0,507475.0,515391.0,520393.0,525012.0,531280.0,535939.0,537871.0,540605.0,545787.0,550264.0,553680.0,556904.0,558779.0,559902.0,561803.0,564967.0,567532.0,570829.0,574448.0,576599.0,577345.0,579212.0,582252.0,584857.0,587439.0
Bosnia & H.,Europe,https://cdn.countryflags.com/thumbs/bosnia-and-herzegovina/flag-button-round-250.png,"","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,5.0,7.0,11.0,13.0,18.0,24.0,25.0,26.0,38.0,63.0,89.0,93.0,126.0,136.0,166.0,176.0,191.0,237.0,258.0,323.0,368.0,420.0,459.0,533.0,579.0,624.0,654.0,674.0,764.0,804.0,858.0,901.0,946.0,1009.0,1037.0,1083.0,1110.0,1167.0,1214.0,1268.0,1285.0,1309.0,1342.0,1368.0,1413.0,1421.0,1486.0,1516.0,1565.0,1585.0,1677.0,1757.0,1781.0,1839.0,1857.0,1926.0,1946.0,1987.0,2027.0,2070.0,2090.0,2117.0,2141.0,2158.0,2181.0,2218.0,2236.0,2267.0,2290.0,2304.0,2321.0,2338.0,2350.0,2372.0,2391.0,2401.0,2406.0,2416.0,2435.0,2462.0,2485.0,2494.0,2510.0,2524.0,2535.0,2551.0,2594.0,2606.0,2606.0,2606.0,2704.0,2728.0,2775.0,2832.0,2893.0,2893.0,2893.0,3040.0,3085.0,3141.0,3174.0,3273.0,3273.0,3273.0,3525.0,3588.0,3676.0,3796.0,3935.0,3935.0,3935.0,4325.0,4453.0,4606.0,4788.0,4962.0,4962.0,4962.0,5458.0,5621.0,5869.0,6086.0,6402.0,6719.0,6877.0,6981.0,6981.0,7411.0,7681.0,7908.0,8161.0,8340.0,8479.0,8787.0,9115.0,9462.0,9767.0,9767.0,9767.0,10498.0,10766.0,11127.0,11444.0,11876.0,11876.0,12296.0,12462.0,12856.0,13138.0,13396.0,13687.0,13687.0,13687.0,14498.0,14708.0,14961.0,15184.0,15535.0,15801.0,15801.0,16111.0,16351.0,16691.0,17029.0,17396.0,17715.0,17715.0,18029.0,18326.0,18609.0,18920.0,19214.0,19550.0,19793.0,19964.0,20234.0,20517.0,20804.0,21142.0,21439.0,21560.0,21660.0,21961.0,22258.0,22544.0,22834.0,23138.0,23465.0,23635.0,23929.0,24211.0,24605.0,24897.0,25217.0,25428.0,25521.0,25737.0,26081.0,26316.0,26564.0,26797.0,26920.0,27001.0,27226.0,27469.0,27749.0,27975.0,27975.0,28354.0,28449.0,28710.0,29075.0,29528.0,29917.0,30345.0,30647.0,30837.0,31173.0,31655.0,32224.0,32845.0,33561.0,34112.0,34661.0,35389.0,36315.0,37314.0,38493.0,39758.0,40893.0,41596.0,43151.0,44737.0,46639.0,48137.0,50090.0,51505.0,52269.0,53822.0,55598.0,57506.0,59427.0,61212.0,62423.0,63419.0,65024.0,66565.0,68293.0,69625.0,70900.0,71956.0,72689.0,73944.0,75577.0,76757.0,77994.0,79309.0,80006.0,80553.0,81739.0,83328.0,84252.0,85431.0,86710.0,87374.0,87901.0,89085.0,90378.0,91539.0,92793.0
