country,category,url,Mar 01,Mar 02,Mar 03,Mar 04,Mar 05,Mar 06,Mar 07,Mar 08,Mar 09,Mar 10,Mar 11,Mar 12,Mar 13,Mar 14,Mar 15,Mar 16,Mar 17,Mar 18,Mar 19,Mar 20,Mar 21,Mar 22,Mar 23,Mar 24,Mar 25,Mar 26,Mar 27,Mar 28,Mar 29,Mar 30,Mar 31,Apr 01,Apr 02,Apr 03,Apr 04,Apr 05,Apr 06,Apr 07,Apr 08,Apr 09,Apr 10,Apr 11,Apr 12,Apr 13,Apr 14,Apr 15,Apr 16,Apr 17,Apr 18,Apr 19,Apr 20,Apr 21,Apr 22,Apr 23,Apr 24,Apr 25,Apr 26,Apr 27,Apr 28,Apr 29,Apr 30,May 01,May 02,May 03,May 04,May 05,May 06,May 07,May 08,May 09,May 10,May 11,May 12,May 13,May 14,May 15,May 16,May 17,May 18,May 19,May 20,May 21,May 22,May 23,May 24,May 25,May 26,May 27,May 28,May 29,May 30,May 31,Jun 01,Jun 02,Jun 03,Jun 04,Jun 05,Jun 06,Jun 07,Jun 08,Jun 09,Jun 10,Jun 11,Jun 12,Jun 13,Jun 14,Jun 15,Jun 16,Jun 17,Jun 18,Jun 19,Jun 20,Jun 21,Jun 22,Jun 23,Jun 24,Jun 25,Jun 26,Jun 27,Jun 28,Jun 29,Jun 30,Jul 01,Jul 02,Jul 03,Jul 04,Jul 05,Jul 06,Jul 07,Jul 08,Jul 09,Jul 10,Jul 11,Jul 12,Jul 13,Jul 14,Jul 15,Jul 16,Jul 17,Jul 18,Jul 19,Jul 20,Jul 21,Jul 22,Jul 23,Jul 24,Jul 25,Jul 26,Jul 27,Jul 28,Jul 29,Jul 30,Jul 31,Aug 01,Aug 02,Aug 03,Aug 04,Aug 05,Aug 06,Aug 07,Aug 08,Aug 09,Aug 10,Aug 11,Aug 12,Aug 13,Aug 14,Aug 15,Aug 16,Aug 17,Aug 18,Aug 19,Aug 20,Aug 21,Aug 22,Aug 23,Aug 24,Aug 25,Aug 26,Aug 27,Aug 28,Aug 29,Aug 30,Aug 31,Sep 01,Sep 02,Sep 03,Sep 04,Sep 05,Sep 06,Sep 07,Sep 08,Sep 09,Sep 10,Sep 11,Sep 12,Sep 13,Sep 14,Sep 15,Sep 16,Sep 17,Sep 18,Sep 19,Sep 20,Sep 21,Sep 22,Sep 23,Sep 24,Sep 25,Sep 26,Sep 27,Sep 28,Sep 29,Sep 30,Oct 01,Oct 02,Oct 03,Oct 04,Oct 05,Oct 06,Oct 07,Oct 08,Oct 09,Oct 10,Oct 11,Oct 12,Oct 13,Oct 14,Oct 15,Oct 16,Oct 17,Oct 18,Oct 19,Oct 20,Oct 21,Oct 22,Oct 23,Oct 24,Oct 25,Oct 26,Oct 27,Oct 28,Oct 29,Oct 30,Oct 31,Nov 01,Nov 02,Nov 03,Nov 04,Nov 05,Nov 06,Nov 07,Nov 08,Nov 09,Nov 10,Nov 11,Nov 12,Nov 13,Nov 14,Nov 15,Nov 16,Nov 17,Nov 18,Nov 19,Nov 20,Nov 21
Senegal,Africa,https://cdn.countryflags.com/thumbs/senegal/flag-button-round-250.png,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,21.0,26.0,27.0,31.0,36.0,36.0,47.0,56.0,67.0,79.0,86.0,99.0,105.0,119.0,130.0,142.0,162.0,175.0,190.0,195.0,207.0,219.0,222.0,226.0,237.0,244.0,250.0,265.0,278.0,280.0,291.0,299.0,314.0,335.0,342.0,350.0,367.0,377.0,412.0,442.0,479.0,545.0,614.0,671.0,735.0,823.0,882.0,933.0,1024.0,1115.0,1182.0,1271.0,1329.0,1433.0,1492.0,1551.0,1634.0,1709.0,1886.0,1995.0,2105.0,2189.0,2310.0,2429.0,2480.0,2544.0,2617.0,2714.0,2812.0,2909.0,2976.0,3047.0,3130.0,3161.0,3253.0,3348.0,3429.0,3535.0,3645.0,3739.0,3836.0,3932.0,4021.0,4155.0,4249.0,4328.0,4427.0,4516.0,4640.0,4759.0,4851.0,4996.0,5090.0,5173.0,5247.0,5369.0,5475.0,5639.0,5738.0,5888.0,5970.0,6034.0,6129.0,6233.0,6354.0,6459.0,6586.0,6698.0,6793.0,6925.0,7054.0,7164.0,7272.0,7400.0,7478.0,7547.0,7657.0,7784.0,7882.0,8014.0,8135.0,8198.0,8243.0,8369.0,8481.0,8544.0,8669.0,8810.0,8948.0,8985.0,9121.0,9266.0,9422.0,9552.0,9681.0,9764.0,9805.0,9961.0,10106.0,10232.0,10284.0,10344.0,10386.0,10432.0,10538.0,10715.0,10887.0,11033.0,11175.0,11312.0,11380.0,11587.0,11740.0,11872.0,12032.0,12162.0,12237.0,12305.0,12446.0,12559.0,12689.0,12850.0,12949.0,13013.0,13056.0,13186.0,13294.0,13384.0,13456.0,13556.0,13611.0,13668.0,13743.0,13826.0,13881.0,13948.0,13987.0,14014.0,14044.0,14102.0,14150.0,14193.0,14237.0,14280.0,14306.0,14529.0,14568.0,14618.0,14645.0,14688.0,14714.0,14738.0,14759.0,14795.0,14816.0,14816.0,14869.0,14909.0,14919.0,14945.0,14982.0,15019.0,15051.0,15068.0,15094.0,15122.0,15141.0,15174.0,15190.0,15213.0,15244.0,15268.0,15292.0,15307.0,15331.0,15348.0,15368.0,15392.0,15418.0,15432.0,15459.0,15484.0,15508.0,15525.0,15543.0,15551.0,15565.0,15571.0,15582.0,15593.0,15605.0,15616.0,15630.0,15637.0,15637.0,15640.0,15640.0,15676.0,15693.0,15708.0,15711.0,15720.0,15735.0,15744.0,15755.0,15779.0,15793.0,15801.0,15806.0,15823.0,15835.0,15848.0
Seychelles,Africa,https://cdn.countryflags.com/thumbs/seychelles/flag-button-round-250.png,"","","","","","","","","","","","","","",2.0,3.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,81.0,81.0,91.0,94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,108.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,132.0,132.0,132.0,132.0,132.0,132.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,137.0,137.0,137.0,137.0,137.0,137.0,139.0,139.0,140.0,140.0,140.0,141.0,141.0,141.0,141.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,144.0,144.0,144.0,145.0,145.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,149.0,149.0,149.0,149.0,149.0,149.0,151.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,155.0,157.0,157.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,160.0,160.0,163.0,163.0
Sierra Leone,Africa,https://cdn.countryflags.com/thumbs/sierra-leone/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,1.0,2.0,2.0,4.0,6.0,6.0,6.0,7.0,7.0,8.0,10.0,10.0,11.0,11.0,13.0,15.0,26.0,30.0,35.0,43.0,50.0,61.0,64.0,82.0,82.0,93.0,99.0,104.0,116.0,124.0,136.0,155.0,157.0,178.0,199.0,225.0,231.0,257.0,291.0,307.0,338.0,338.0,387.0,408.0,447.0,462.0,505.0,519.0,534.0,570.0,585.0,606.0,621.0,707.0,735.0,754.0,782.0,812.0,829.0,852.0,861.0,861.0,896.0,909.0,914.0,929.0,946.0,969.0,1001.0,1025.0,1062.0,1085.0,1103.0,1132.0,1169.0,1176.0,1225.0,1249.0,1272.0,1298.0,1309.0,1327.0,1340.0,1347.0,1354.0,1381.0,1394.0,1410.0,1427.0,1450.0,1462.0,1498.0,1518.0,1524.0,1533.0,1542.0,1542.0,1572.0,1584.0,1598.0,1613.0,1618.0,1635.0,1642.0,1651.0,1668.0,1678.0,1688.0,1701.0,1711.0,1711.0,1727.0,1731.0,1752.0,1752.0,1768.0,1783.0,1783.0,1786.0,1803.0,1818.0,1818.0,1823.0,1843.0,1848.0,1855.0,1860.0,1877.0,1887.0,1895.0,1916.0,1917.0,1932.0,1937.0,1940.0,1947.0,1954.0,1956.0,1956.0,1959.0,1961.0,1969.0,1972.0,1980.0,1992.0,1997.0,2001.0,2003.0,2013.0,2013.0,2019.0,2022.0,2026.0,2028.0,2029.0,2035.0,2041.0,2041.0,2054.0,2055.0,2064.0,2067.0,2069.0,2087.0,2096.0,2109.0,2109.0,2126.0,2133.0,2133.0,2153.0,2159.0,2168.0,2168.0,2174.0,2183.0,2188.0,2199.0,2208.0,2215.0,2215.0,2222.0,2231.0,2238.0,2252.0,2259.0,2269.0,2269.0,2277.0,2287.0,2293.0,2295.0,2300.0,2306.0,2306.0,2309.0,2315.0,2323.0,2325.0,2327.0,2330.0,2331.0,2336.0,2337.0,2340.0,2343.0,2345.0,2346.0,2346.0,2350.0,2354.0,2362.0,2365.0,2366.0,2366.0,2366.0,2368.0,2369.0,2371.0,2373.0,2381.0,2381.0,2385.0,2386.0,2386.0,2387.0,2389.0,2391.0,2391.0,2391.0,2392.0,2397.0,2397.0,2399.0
Somalia,Africa,https://cdn.countryflags.com/thumbs/somalia/flag-button-round-250.png,"","","","","","","","","","","","","","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,7.0,8.0,8.0,12.0,21.0,21.0,25.0,25.0,60.0,80.0,80.0,116.0,135.0,164.0,237.0,286.0,286.0,328.0,328.0,390.0,436.0,480.0,528.0,582.0,601.0,601.0,671.0,722.0,756.0,835.0,873.0,928.0,928.0,997.0,1054.0,1089.0,1170.0,1219.0,1284.0,1284.0,1357.0,1421.0,1455.0,1502.0,1573.0,1594.0,1594.0,1594.0,1594.0,1689.0,1711.0,1731.0,1828.0,1828.0,1916.0,1976.0,2023.0,2089.0,2146.0,2204.0,2204.0,2289.0,2334.0,2368.0,2416.0,2452.0,2513.0,2513.0,2579.0,2603.0,2642.0,2658.0,2696.0,2719.0,2719.0,2755.0,2779.0,2812.0,2835.0,2860.0,2878.0,2878.0,2878.0,2894.0,2904.0,2924.0,2924.0,2944.0,2944.0,2961.0,2997.0,3006.0,3015.0,3028.0,3038.0,3038.0,3051.0,3059.0,3059.0,3076.0,3083.0,3083.0,3106.0,3111.0,3119.0,3130.0,3135.0,3161.0,3171.0,3171.0,3178.0,3178.0,3178.0,3196.0,3212.0,3212.0,3212.0,3212.0,3212.0,3220.0,3220.0,3221.0,3227.0,3227.0,3227.0,3227.0,3227.0,3227.0,3227.0,3227.0,3250.0,3256.0,3256.0,3257.0,3257.0,3265.0,3265.0,3265.0,3269.0,3269.0,3269.0,3275.0,3275.0,3275.0,3275.0,3310.0,3310.0,3310.0,3310.0,3310.0,3310.0,3332.0,3332.0,3362.0,3362.0,3362.0,3371.0,3371.0,3376.0,3376.0,3389.0,3389.0,3389.0,3390.0,3390.0,3390.0,3442.0,3442.0,3465.0,3465.0,3465.0,3465.0,3465.0,3588.0,3588.0,3588.0,3588.0,3588.0,3593.0,3593.0,3745.0,3745.0,3745.0,3745.0,3745.0,3745.0,3847.0,3847.0,3864.0,3864.0,3864.0,3864.0,3864.0,3864.0,3864.0,3864.0,3890.0,3890.0,3890.0,3897.0,3897.0,3897.0,3941.0,3941.0,3941.0,3941.0,3941.0,3941.0,3941.0,3941.0,3941.0,4229.0,4229.0,4229.0,4229.0,4229.0,4229.0,4301.0,4301.0,4301.0,4301.0,4301.0,4301.0,4301.0,4382.0,4382.0,4382.0,4382.0,4382.0
South Africa,Africa,https://cdn.countryflags.com/thumbs/south-africa/flag-button-round-250.png,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,7.0,0.0,13.0,17.0,24.0,24.0,51.0,62.0,85.0,116.0,150.0,205.0,240.0,274.0,402.0,557.0,709.0,927.0,1170.0,1187.0,1280.0,1326.0,1353.0,1380.0,1462.0,1505.0,1585.0,1655.0,1686.0,1749.0,1845.0,1934.0,2003.0,2028.0,2173.0,2272.0,2415.0,2506.0,2605.0,2783.0,3034.0,3158.0,3300.0,3465.0,3635.0,3953.0,4220.0,4361.0,4546.0,4793.0,4996.0,5350.0,5647.0,5951.0,6336.0,6783.0,7220.0,7572.0,7808.0,8232.0,8895.0,9420.0,10015.0,10652.0,11350.0,12074.0,12739.0,13524.0,14355.0,15515.0,16433.0,17200.0,18003.0,19137.0,20125.0,21343.0,22583.0,23615.0,24264.0,25937.0,27403.0,29240.0,30967.0,32683.0,34357.0,35812.0,37525.0,40792.0,43434.0,45973.0,48285.0,50879.0,52991.0,55421.0,58568.0,61927.0,65736.0,70038.0,73533.0,76334.0,80412.0,83890.0,87715.0,92681.0,97302.0,101590.0,106108.0,111796.0,118375.0,124590.0,131800.0,138134.0,144264.0,151209.0,159333.0,168061.0,177124.0,187977.0,196750.0,205721.0,215855.0,224665.0,238339.0,250687.0,264184.0,276242.0,287796.0,298292.0,311049.0,324221.0,337594.0,350879.0,364328.0,373628.0,381798.0,394948.0,408052.0,421996.0,434200.0,445433.0,452529.0,459761.0,471123.0,482169.0,493183.0,503290.0,511485.0,516862.0,521318.0,529877.0,538184.0,545476.0,553188.0,559858.0,563598.0,566109.0,568919.0,572865.0,579140.0,583653.0,587345.0,589886.0,592144.0,596060.0,599940.0,603338.0,607045.0,609773.0,611450.0,613017.0,615701.0,618286.0,620123.0,622551.0,625056.0,627041.0,628259.0,630595.0,633015.0,635078.0,636884.0,638517.0,639362.0,640441.0,642431.0,644438.0,646398.0,648214.0,649793.0,650749.0,651521.0,653444.0,655572.0,657627.0,659656.0,661211.0,661936.0,663282.0,665188.0,667049.0,668529.0,669498.0,670766.0,671669.0,672572.0,674339.0,676084.0,677833.0,679716.0,681289.0,682215.0,683242.0,685155.0,686891.0,688532.0,690896.0,692471.0,692471.0,694537.0,696414.0,698184.0,700203.0,702131.0,703793.0,705254.0,706304.0,708359.0,710515.0,712412.0,714246.0,715868.0,716759.0,717851.0,719714.0,721770.0,723682.0,725452.0,726823.0,727595.0,728836.0,730548.0,732414.0,734175.0,735906.0,737278.0,738525.0,740254.0,742394.0,744732.0,746945.0,749182.0,751024.0,752269.0,754256.0,757144.0,759658.0,762763.0
South Sudan,Africa,https://www.worldatlas.com/r/w728-h425-c728x425/upload/b1/9f/c9/ss-flag.jpg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,34.0,34.0,35.0,45.0,45.0,46.0,46.0,52.0,74.0,90.0,120.0,143.0,156.0,156.0,194.0,203.0,231.0,236.0,236.0,282.0,282.0,285.0,285.0,339.0,339.0,563.0,563.0,655.0,806.0,806.0,806.0,994.0,994.0,994.0,994.0,994.0,994.0,1317.0,1317.0,1317.0,1317.0,1604.0,1604.0,1604.0,1604.0,1670.0,1693.0,1693.0,1755.0,1776.0,1807.0,1813.0,1813.0,1864.0,1882.0,1892.0,1916.0,1930.0,1942.0,1952.0,1958.0,1989.0,2006.0,2006.0,2006.0,2036.0,2036.0,2036.0,2036.0,2093.0,2098.0,2106.0,2113.0,2129.0,2129.0,2139.0,2148.0,2148.0,2153.0,2171.0,2191.0,2191.0,2200.0,2211.0,2211.0,2211.0,2239.0,2258.0,2258.0,2262.0,2305.0,2322.0,2322.0,2322.0,2322.0,2352.0,2429.0,2429.0,2437.0,2450.0,2458.0,2463.0,2463.0,2470.0,2470.0,2472.0,2477.0,2478.0,2482.0,2488.0,2489.0,2490.0,2490.0,2494.0,2494.0,2497.0,2497.0,2499.0,2504.0,2507.0,2510.0,2514.0,2518.0,2519.0,2519.0,2527.0,2527.0,2532.0,2533.0,2536.0,2544.0,2544.0,2545.0,2545.0,2552.0,2555.0,2568.0,2578.0,2578.0,2587.0,2592.0,2594.0,2599.0,2609.0,2642.0,2642.0,2649.0,2660.0,2660.0,2664.0,2676.0,2676.0,2686.0,2692.0,2700.0,2704.0,2704.0,2715.0,2715.0,2726.0,2726.0,2734.0,2734.0,2748.0,2761.0,2761.0,2777.0,2787.0,2798.0,2798.0,2807.0,2817.0,2817.0,2842.0,2847.0,2847.0,2870.0,2872.0,2876.0,2878.0,2883.0,2883.0,2890.0,2890.0,2903.0,2903.0,2905.0,2926.0,2926.0,2940.0,2943.0,2945.0,2955.0,2955.0,2955.0,2960.0,2960.0,2960.0,2960.0,2980.0,3003.0,3003.0,3012.0,3016.0,3016.0,3016.0,3016.0
Sudan,Africa,https://cdn.countryflags.com/thumbs/sudan/flag-button-round-250.png,"","","","","","","","","","","","","",1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,10.0,12.0,12.0,14.0,14.0,14.0,15.0,19.0,19.0,29.0,32.0,32.0,32.0,32.0,66.0,66.0,92.0,107.0,140.0,162.0,174.0,213.0,237.0,275.0,318.0,375.0,442.0,442.0,592.0,678.0,678.0,778.0,852.0,930.0,1111.0,1164.0,1363.0,1526.0,1661.0,1818.0,1964.0,1964.0,1964.0,2289.0,2591.0,2591.0,2728.0,3138.0,3378.0,3628.0,3634.0,3826.0,3976.0,4146.0,4346.0,4521.0,4800.0,5026.0,5173.0,5310.0,5310.0,5499.0,5714.0,5865.0,6083.0,6242.0,6242.0,6427.0,6730.0,6879.0,6879.0,7220.0,7220.0,7740.0,8020.0,8020.0,8316.0,8580.0,8580.0,8698.0,8889.0,8889.0,8984.0,9257.0,9258.0,9258.0,9258.0,9258.0,9573.0,9573.0,9663.0,9663.0,9767.0,9767.0,9997.0,10084.0,10158.0,10204.0,10250.0,10250.0,10316.0,10316.0,10527.0,10527.0,10527.0,10682.0,10762.0,10992.0,11127.0,11127.0,11237.0,11237.0,11302.0,11385.0,11424.0,11496.0,11496.0,11496.0,11644.0,11644.0,11738.0,11738.0,11780.0,11780.0,11780.0,11850.0,11894.0,11894.0,11956.0,12033.0,12115.0,12115.0,12162.0,12314.0,12410.0,12410.0,12485.0,12546.0,12586.0,12623.0,12623.0,12836.0,12836.0,12974.0,12974.0,13045.0,13045.0,13189.0,13189.0,13189.0,13189.0,13189.0,13189.0,13189.0,13189.0,13407.0,13437.0,13437.0,13437.0,13437.0,13437.0,13470.0,13470.0,13535.0,13535.0,13535.0,13535.0,13535.0,13535.0,13555.0,13555.0,13578.0,13578.0,13592.0,13592.0,13606.0,13606.0,13606.0,13606.0,13640.0,13653.0,13653.0,13653.0,13653.0,13653.0,13653.0,13668.0,13668.0,13670.0,13670.0,13670.0,13685.0,13691.0,13691.0,13691.0,13691.0,13691.0,13691.0,13697.0,13724.0,13724.0,13724.0,13724.0,13742.0,13742.0,13747.0,13765.0,13765.0,13765.0,13765.0,13765.0,13819.0,13819.0,13866.0,13943.0,13943.0,13943.0,13943.0,14090.0,14155.0,14155.0,14346.0,14401.0,14401.0,14401.0,14626.0,14626.0,15047.0,15047.0,15047.0,15530.0
Swaziland,Africa,https://cdn.countryflags.com/thumbs/swaziland/flag-button-round-250.png,"","","","","","","","","","","","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,12.0,12.0,12.0,14.0,14.0,15.0,15.0,16.0,16.0,19.0,19.0,22.0,24.0,24.0,31.0,32.0,40.0,40.0,59.0,65.0,71.0,91.0,100.0,106.0,108.0,112.0,116.0,116.0,123.0,153.0,159.0,163.0,172.0,175.0,184.0,187.0,187.0,190.0,202.0,203.0,203.0,208.0,217.0,220.0,220.0,238.0,250.0,256.0,261.0,272.0,279.0,279.0,283.0,285.0,293.0,293.0,295.0,300.0,305.0,322.0,333.0,340.0,371.0,398.0,449.0,472.0,486.0,490.0,506.0,520.0,563.0,586.0,623.0,627.0,635.0,643.0,674.0,690.0,706.0,728.0,745.0,781.0,795.0,812.0,840.0,873.0,909.0,954.0,988.0,1011.0,1056.0,1138.0,1213.0,1257.0,1311.0,1351.0,1389.0,1434.0,1489.0,1552.0,1619.0,1729.0,1793.0,1826.0,1894.0,1938.0,2021.0,2073.0,2142.0,2207.0,2316.0,2404.0,2551.0,2577.0,2648.0,2706.0,2775.0,2838.0,2856.0,2909.0,2968.0,3036.0,3128.0,3236.0,3309.0,3410.0,3525.0,3599.0,3670.0,3745.0,3839.0,3894.0,3989.0,4058.0,4110.0,4128.0,4189.0,4225.0,4304.0,4327.0,4387.0,4433.0,4461.0,4510.0,4561.0,4577.0,4618.0,4668.0,4720.0,4780.0,4819.0,4853.0,4884.0,4904.0,4936.0,4994.0,5025.0,5050.0,5075.0,5104.0,5128.0,5155.0,5191.0,5215.0,5245.0,5269.0,5282.0,5307.0,5343.0,5375.0,5399.0,5419.0,5431.0,5452.0,5462.0,5482.0,5500.0,5521.0,5530.0,5569.0,5579.0,5598.0,5617.0,5632.0,5644.0,5660.0,5669.0,5683.0,5696.0,5715.0,5733.0,5746.0,5765.0,5780.0,5788.0,5800.0,5805.0,5814.0,5831.0,5847.0,5854.0,5863.0,5875.0,5886.0,5899.0,5909.0,5917.0,5925.0,5929.0,5942.0,5955.0,5967.0,5976.0,5989.0,6003.0,6013.0,6024.0,6044.0,6060.0,6076.0,6093.0,6095.0,6105.0,6124.0,6144.0,6156.0,6185.0
Tanzania,Africa,https://cdn.countryflags.com/thumbs/tanzania/flag-button-round-250.png,"","","","","","","","","","","","","","","","",1.0,1.0,3.0,3.0,3.0,6.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,14.0,19.0,19.0,20.0,21.0,21.0,21.0,22.0,24.0,24.0,25.0,25.0,32.0,32.0,32.0,46.0,53.0,88.0,94.0,147.0,148.0,170.0,170.0,254.0,285.0,285.0,300.0,300.0,300.0,300.0,306.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,480.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0,509.0
Togo,Africa,https://cdn.countryflags.com/thumbs/togo/flag-button-round-250.png,"","","",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,15.0,15.0,18.0,18.0,23.0,24.0,25.0,28.0,30.0,34.0,34.0,36.0,39.0,40.0,41.0,44.0,58.0,65.0,70.0,73.0,76.0,76.0,76.0,77.0,77.0,81.0,81.0,83.0,84.0,84.0,84.0,86.0,88.0,88.0,90.0,96.0,98.0,99.0,99.0,109.0,116.0,123.0,123.0,124.0,126.0,128.0,128.0,135.0,145.0,153.0,174.0,181.0,199.0,219.0,238.0,263.0,298.0,301.0,330.0,338.0,340.0,354.0,363.0,373.0,381.0,386.0,391.0,395.0,422.0,428.0,433.0,442.0,443.0,445.0,452.0,465.0,485.0,487.0,495.0,497.0,501.0,522.0,524.0,525.0,530.0,531.0,532.0,537.0,544.0,547.0,555.0,561.0,569.0,569.0,576.0,583.0,588.0,591.0,615.0,642.0,643.0,650.0,661.0,667.0,671.0,676.0,680.0,680.0,689.0,695.0,704.0,710.0,718.0,720.0,721.0,731.0,740.0,749.0,749.0,766.0,774.0,783.0,790.0,806.0,828.0,839.0,853.0,868.0,874.0,896.0,896.0,927.0,941.0,958.0,961.0,976.0,988.0,1001.0,1012.0,1028.0,1046.0,1060.0,1067.0,1070.0,1092.0,1104.0,1124.0,1130.0,1147.0,1154.0,1173.0,1190.0,1212.0,1239.0,1275.0,1277.0,1295.0,1309.0,1326.0,1326.0,1365.0,1390.0,1396.0,1400.0,1416.0,1434.0,1443.0,1457.0,1477.0,1488.0,1493.0,1513.0,1528.0,1537.0,1548.0,1555.0,1572.0,1578.0,1595.0,1608.0,1618.0,1640.0,1659.0,1666.0,1669.0,1683.0,1701.0,1707.0,1722.0,1736.0,1743.0,1749.0,1759.0,1784.0,1809.0,1818.0,1840.0,1854.0,1864.0,1881.0,1898.0,1907.0,1921.0,1935.0,1940.0,1949.0,1972.0,1983.0,1996.0,2027.0,2049.0,2057.0,2071.0,2104.0,2120.0,2139.0,2162.0,2187.0,2200.0,2204.0,2229.0,2238.0,2296.0,2312.0,2331.0,2357.0,2364.0,2381.0,2406.0,2442.0,2460.0,2483.0,2516.0,2523.0,2558.0,2593.0,2605.0,2627.0,2651.0,2675.0,2693.0,2722.0,2752.0,2771.0,2796.0
