Chelsea FC,38,29,8,1,57,95
Arsenal FC,38,25,8,5,51,83
Manchester United,38,22,11,5,32,77
Everton FC,38,18,7,13,-1,61
Liverpool FC,38,17,7,14,11,58
Bolton Wanderers,38,16,10,12,5,58
Middlesbrough FC,38,14,13,11,7,55
Manchester City,38,13,13,12,8,52
Tottenham Hotspur,38,14,10,14,6,52
Aston Villa,38,12,11,15,-7,47
Charlton Athletic,38,12,10,16,-16,46
Birmingham City,38,11,12,15,-6,45
Fulham FC,38,12,8,18,-8,44
Newcastle United,38,10,14,14,-10,44
Blackburn Rovers,38,9,15,14,-11,42
Portsmouth FC,38,10,9,19,-16,39
West Bromwich Albion,38,6,16,16,-25,34
Crystal Palace,38,7,12,19,-21,33
Norwich City,38,7,12,19,-35,33
Southampton FC,38,6,14,18,-21,32
