Arsenal FC,38,26,12,0,47,90
Chelsea FC,38,24,7,7,37,79
Manchester United,38,23,6,9,29,75
Liverpool FC,38,16,12,10,18,60
Newcastle United,38,13,17,8,12,56
Aston Villa,38,15,11,12,4,56
Charlton Athletic,38,14,11,13,0,53
Bolton Wanderers,38,14,11,13,-8,53
Fulham FC,38,14,10,14,6,52
Birmingham City,38,12,14,12,-5,50
Middlesbrough FC,38,13,9,16,-8,48
Southampton FC,38,12,11,15,-1,47
Portsmouth FC,38,12,9,17,-7,45
Tottenham Hotspur,38,13,6,19,-10,45
Blackburn Rovers,38,12,8,18,-8,44
Manchester City,38,9,14,15,1,41
Everton FC,38,9,12,17,-12,39
Leicester City,38,6,15,17,-17,33
Leeds United,38,8,9,21,-39,33
Wolverhampton Wanderers,38,7,12,19,-39,33
